hnit	infinitive
hmif	kilomita
trin	bwalo
hgin	m&#39;ndende
hkop	chikho
hcen	membala
swin	yapachiweniweni
hrac	kulikonse
hris	mwambo
hbin	kukhala
hmot	nyama
hdut	mkaka
hwen	vegetaljenda
nran	chosowa
hbac	msuweni
crut	mlatho
hsoc	katundu
hsom	mchere
nris	wosalakwa
hbit	kupewa
crin	kuzizwa
rwin	mfumukazi
hgut	awerenge
hdas	gule
hnot	hotel
hdin	mudzaze
hton	mkaidi
hdak	shopu
hlet	masitepe
hson	chikhululukiro
hgek	gaymu
hras	mchenga
hsep	September
hbic	chitayiko
hlen	laisensi
hcon	mokwanira
hgit	umboni
kfon	khitchini
hbak	kugulitsa
tlim	mankhwala
hsot	liwiro
kyut	kompyuta
hnen	wosatha
htek	laibulale
hzan	okhala
hbis	m&#39;munsi
hbun	chisokonezo
kcus	wophika
hgat	chipululu
hwus	chipsompsono
hbif	ayezi
hbot	mpira
hrut	mtsutso
hdit	maganizobenedictive
hdis	wolakwa
hjan	chilango
plis	police
hgan	kubisa
hsen	Ulendowu
nrin	mbuli
hyen	mtambo
frif	February
hdik	matenda
hnek	kanthunkhani
hbam	azakhali
hmen	wodzichepetsa
hdip	mochedwaMotelo
prat	inanenawosonyezakutin&#39;zoona
hdet	usiku
hjit	chala
hmoc	kwinakwake
pran	atolankhani
kcec	dera
hken	posachedwapa
hloc	wozingwa
hrak	ogwira
htes	ankayang&#39;ana
rwan	mphotho
hdon	aperekepo
htot	mphumi
hnet	mngelo
hdun	mmodzi
croc	cholakwa
hlon	m&#39;bandakucha
hyec	nkhosa
hjin	chipiriro
hrec	referential
mran	chimanga
htos	ambiri
hcos	miyeso
hkoc	zina
hlif	phindu
clak	shuga
hjat	anthu
tram	chimango
hdic	litayamba
hkok	kopanda
srat	wojambula
crak	chithumwa
hmet	imelo
hden	chisankho
gran	bwanamkubwa
crac	nthambi
hjac	changu
hdim	maganizoinductive
hcok	fulumirani
hyet	mafuta
pwap	chitoliro
trat	kusindikiza
tcot	nkhaniolimba
hdoc	o
hren	nkhaninkhani
tcon	usana
krin	kanyumba
plam	Alamu
hnes	wamanjenje
tcen	Ataona
hsek	mbali
plik	applicable
slik	silika
hfen	cent
hgen	wothandizila
hnon	ogwirizana
crik	gehena
tcet	zosalongosoka
mrat	wosakaniza
hdam	maganizoadmonitive
hgac	kutchuka
htoc	mwanjiraina
hdac	malangizo
nwin	constitution
srit	chida
hret	mwamphamvu
nlin	Intaneti
hzat	mafunde
klic	koleji
hkek	mchira
nric	m&#39;badwo
hgic	yodzaza
hgak	mphaka
trit	wosonyezakutin&#39;zoonamwachindunji
tyot	Mgwirizanowu
hnok	nkhani
crit	anasiya
slen	khumindichimodzi
srin	Mwachibadwa
hpok	fuko
hyot	maganizoamantha
cric	pogona
hruc	wamwano
cwin	kukwera
hzak	kugwirana
dyit	makampani
hpec	chivomerezo
nras	namwino
hcec	chiphunzitso
hbut	nsapato
hmec	yosokoneza
twot	ntchito
crat	Loweruka
hkot	mphamvu
hnec	dzuwa
hwuf	wamasiye
cren	anakhetsa
nrat	nyenyezi
hget	mlendo
hbik	akudalitseni
brin	lamkati
hpot	lilipo
trac	kukaniza
prac	amapeza
hcoc	dzenje
hpon	m&#39;chigawo
hwim	chitukuko
dwan	Yembekezerani
cwok	mantha
hdok	galimoto
crun	chuma
hzik	mbewu
hrot	posachedwapakale
hket	Galamukani
hcek	mipando
hrop	Mangani
mrac	ulendo
byit	phwando
trak	pachaka
hzin	kum&#39;mwera
sric	mwambo
clik	kusaka
trap	owolowamanja
hrim	chikristo
hrus	wolemekezeka
blat	guwa
cyon	ting&#39;onoting&#39;ono
hwep	intaneti
krat	kadinala
tris	wofiirira
kcot	kusonkhanitsa
hben	chisankho
trik	ataledzera
kfit	Nyamulani
tcec	kuwombola
nrik	Mfotokozi
grat	mfumu
dran	Dongosolo
hpen	poyamba
cluk	wonyansa
nrac	zabwinobwino
ryin	maphunziro
hrun	mpukutu
nwic	inchi
slit	kuwombera
gzat	nyuzipepala
krot	kudula
drit	ndevu
hzis	kugwetsera
hdap	khumindizisanundizitatu
sris	m&#39;mbiri
mrut	choipitsitsa
nyik	m&#39;matope
bran	mkwatibwi
drat	zimadalira
djan	chimphona
glat	kuphweka
hpoc	m&#39;dzinja
pras	chophimba
hgot	kusonkhana
tret	zisudzo
tras	poyerekeza
rwit	mnzake
hfon	kupanga
klot	kochi
hmum	nthabwala
drac	nkhani
rwas	buku
tset	kubwezera
hdot	wapotalikirawoonekeratu
ryut	nsanje
hwon	pempho
byat	kuwotchedwa
flac	kung&#39;anima
prot	chithunzi
crek	amati
htok	nkhondo
htop	temberero
prit	maganizoimprecative
hces	pogwira
klup	club
hnos	chigumula
dwin	mphwayi
prin	m&#39;chizimezime
mrit	maganizoassumptive
tcoc	phompho
hcom	mogwirizana
grit	bingu
tlot	ubwana
hgik	bondo
hwes	atakomoka
hzac	mwagwirizana
hsec	software
tson	mabungwe
ryit	chiphaso
dlin	chilango
slip	Pepala
klon	Kukwera
hfim	mlimi
hpom	nsanja
cyen	wophunzira
hgec	phanga
hroc	miyambo
srac	kugonjera
ryat	tsoka
kcen	namwali
hbap	kutsanzikana
krik	podzudzula
krap	thonje
fwat	chipatala
kcet	lendi
hgas	gasi
pfin	mosalephera
dlit	tsamba
ryan	kumasulira
sran	maliro
mrin	ufa
hram	chikondi
dlan	dollar
hzas	ananyodola
hsos	sikisitini
klen	njuchi
gyin	phiko
hsif	mkango
cluc	kuchenjerera
prip	kukonzekera
hzut	nkhungu
dwat	mankhwala
krit	proofread
sras	chisa
hses	khumindizinayi
brat	chokana
flat	asidi
hjic	ndicho
slic	chida
hbuc	wosuta
tron	lalanje
byan	osamba
hrif	wosazindikira
tlip	kukhazikitsa
blan	dengu
kris	mlembi
hyon	Panthawiyi
tren	lero
dlat	hodiernalyomangika
hzic	chiphe
tfic	mfuti
tlen	talente
hlim	nyengo
dyat	mwamuna
kcon	Chivumbulutso
dlac	wosambitsa
krak	chivomerezo
hbas	zamkhutu
hkec	malasha
hrek	kubwezeretsa
hkos	bwato
hwif	wachiwiri
tric	zosakhalitsa
hdep	delimitativembali
mwak	mulu
ksot	bone
hnoc	lolemba
nlas	Lachiwiri
brac	Lachitatu
frap	feduro
pfit	woimira
pcoc	mzati
lyen	bafuta
swak	lakuya
pcen	pulezidenti
brit	wamagazi
hwec	kuzinga
hwet	mmimba
hlos	capamwamba
hbon	zosiyanasiyana
pcon	mkuwa
hsem	udachitikira
lwac	wotchipa
tsos	Mpikisanowo
kwen	munthuyekha
trun	ankafika
trut	fano
hrap	zidazankhondo
hgap	mmangeni
trot	kutentha
grin	Mdera
hjak	akukumbatirana
hpek	paketi
hlus	nswala
hwos	kuchipinda
tsuc	chitsamba
pcuc	kumaliseche
cris	wolowa
clun	thundu
hpes	zosasangalatsa
nlet	chosakwanira
hrom	pulogalamu
pyon	limba
swet	kukopa
dric	wosaoneka
tyen	chodziwika
hruk	nkhanza
frat	anatumizidwa
hyoc	mayesero
hlep	telicmbali
nrot	mayiko
nret	chiwawa
hfif	nzeruzapamwamba
pfic	chifaniziro
hmek	tcheru
hfec	moyo
myik	nsomba
truc	kuba
tcop	mlomo
rwic	kupuma
htom	chuma
glan	gallery
pren	kufanana
hlek	atelicmbali
nrak	Africa
truk	kugogoda
hjim	maganizoprohibitive
rwat	tayi
hcep	cell
dyan	dzira
jrat	yokumba
nren	kudzoza
ksic	mavuto
tsoc	akufufuza
lwan	nkhomaliro
hpos	paini
hcuf	Kankhani
tcus	Sue
pset	kuwonjezera
hkep	zamkuwa
swis	yapamadzi
prim	lachifumu
trip	chikwapu
cras	shati
swap	zikulilima
syet	sewero
htof	mbala
clen	njira
kwit	umunthu
klok	owonjezera
hrok	kusintha
hguc	ludzu
kcim	pachiswe
hpem	kanjedza
psik	wokamba
frit	pakhomo
cret	kuda
mrak	mkondo
syen	gawo
tcup	achinyezi
hyek	wapaulendo
trim	tini
plak	dandaulo
hyok	njingayo
hgam	ng&#39;ombe
hmok	chigayo
jrac	mapa
kloc	kolala
gyit	dala
hbip	mowa
mlet	veleveti
lyap	nkhanza
cwen	nkhosa
bwan	mwana
tses	khumindizitatu
jrit	kulungamitsa
nlak	pamanja
sron	wankhondo
cruc	Lachisanu
broc	burashi
dlot	Download
krim	kirimu
pric	phula
prut	loweruza
hgon	achisanu
sram	kwenikweni
pfot	mphika
hlot	anakonza
djin	ndalama
hlok	adzatumpha
hpep	apulosi
hwot	zopotoka
dlak	kambiranani
brik	amamvera
nlis	transcribe
hbet	uliwonse
pris	virus
hjik	kuchereza
blit	zachibwana
hjap	mkanjo
tfik	kuonetsa
hdaf	afikire
hpop	kuimba
kcaf	kubisala
kcoc	chigongono
hrum	kukonza
cyim	Muzisamala
dyic	yophunzitsa
hgoc	dzenje
drak	matenda
plas	chimwemwe
byin	bayinare
hzap	Abbey
nlot	wokhulupirika
mrik	mawotchi
hsop	bwinobwino
crap	msampha
kyek	keke
nrut	kuchereza
syes	bwana
hjet	seventini
hjen	zachikazi
hmom	uchi
hdec	mwatsoka
lwen	nthano
slot	mbaula
frac	kupanduka
gwan	kufufuma
mruk	patsogolo
swot	dambo
zlan	kupeza
hnem	mosangalatsa
hdes	kuvala
prak	lalikira
frin	zokongola
hfet	amatsutsa
cros	makolasi
ryon	zomveka
tcos	mbewu
tsen	processing
hwek	nkhandwe
nlik	chokana
klap	muofesiyo
dras	nadzapeputsa
prop	chonde
slim	wenzulo
hgis	cheese
krut	kuluma
srot	kuperekezedwa
bjan	kuyendayenda
nwen	bulu
myas	amabisa
kwaf	kukhala
twis	zashuga
pcip	pensulo
srap	masamba
sren	chionetsero
tlun	Buluku
hrup	chivundi
nrip	nduna
srup	msuzi
jran	dokotala
bjat	gawo
gyat	kazitape
hlem	wosasamala
srak	umboni
kson	ka
cwis	Lachinayi
sret	modzipereka
hraf	magalimoto
hres	zomangamanga
hsuf	akanagwiritsa
rwak	mng&#39;alu
twon	yokongoletsera
hfus	kuchira
hkom	kachidindo
djat	msaki
nlut	Kalatayi
hsef	njoka
mris	demokalase
bric	batire
mlam	sera
zran	kuuza
cron	kukayikitsanso
hzen	kusambira
traf	Mzere
cwaf	envelopu
srip	ndudu
mrot	galimoto
swon	mongodzipereka
ryak	zimene
pfun	pang&#39;ono
blac	Katundu
mret	utumiki
hjon	kugonana
kcok	nkhwangwa
dram	diamondi
kren	taphunzira
tcek	Echo
hdif	adzadziwire
tfas	kazembe
hfot	zigwirizana
lwas	aulesi
hmep	momentanembali
kfin	kabisidwe
mwin	kungoganiza
hrem	ray
pram	kukwera
byac	m&#39;chipindachapansi
mren	losaiwalika
swen	Senate
kras	bokosi
hgun	kumeza
nlok	azimukonda
ryic	zaulimi
gwin	kugwedezeka
srut	dambo
hkes	zovuta
hfis	yosiya
frak	mobwerezabwereza
hnom	chiwembu
hcop	maloomwera
hlec	tsabola
mlot	Nyimbo
zrat	phungu
proc	woyang&#39;anira
flik	nkhandwe
cyet	undefined
hgim	m&#39;chumunicho
slet	tchinga
tcok	lolondola
bjit	kalewomwalirayo
brot	Mphukira
bwat	bulangete
hdus	nkhumba
gwat	minyanga
kret	Tingafinye
nwet	amatsata
jwan	Njira
nwis	misomali
mwic	njuchi
bzat	wosewera
gyan	m&#39;thukuta
zyit	pakampani
blic	nkhambakamwa
pcet	njakata
tsot	pindani
bwit	malire
tres	kupanikizika
hkof	mowa
nyen	kulilira
hles	amafanana
cyek	thumba
hjis	singano
gjan	chodabwitsa
prec	zinthu
drot	ankalamulira
kcek	pamapindikira
twic	nkhuku
brak	mbiya
zwat	kabwerebwere
clap	kabwerebwerembali
tsec	katswiri
bwin	tisangalatse
cwet	njanjira
hbek	wophika
zlin	maolivi
mron	galimoto
drin	zimathera
psap	poyera
gjin	tsikulobadwa
clut	nyundo
cwun	onunkhira
twaf	zazing&#39;ono
pcot	kusisita
krok	chigaza
dlik	aphungu
cwic	mwamwayi
srun	kukokatsinya
crec	kuwononga
jlan	mphepete
kcip	ngwazi
blin	biliyoni
ryik	mankhwala
mlas	Kugunda
flit	woyendetsa
hzet	mfundo
cwik	otchuka
twet	siketi
mwik	mlunguuliwonse
tfis	luso
tlon	galimoto
cram	undefined
grac	kulimbikitsa
kraf	khwangwala
trup	chikhumbo
hduk	mbedza
cruk	kambuku
nrap	wantchito
crot	khwalala
mlip	asilikali
hfoc	chithunzi
nres	umphumphu
plos	kuphatikiza
tfam	mandala
nlic	naintini
hwok	oyenerera
nlen	nkhani
fyic	Mwachangu
hwuk	lapadera
hgok	organic
flic	zamulungu
flot	zimatengedwa
hboc	zinzawozo
hwoc	mfiti
syot	situdiyo
cwip	Shampeni
hbes	mbendera
lwic	chilekano
blot	bawuti
cwot	ukapolo
cwam	mtsempha
prik	chabe
hfum	thovu
grik	miyala
zrin	thewera
gren	dziko
hfuc	kuuka
claf	alumali
flas	zimakupiza
hjot	otentha
hbim	umasinthasintha
krek	Mercury
hbec	undefined
tsaf	kudzipha
pwas	kubudula
plot	mtolankhani
kfak	amaika
blak	khonde
hdos	banga
kwis	tingachipezepowerenga
kcos	kunditsutsa
psen	penshioni
kres	mneni
hzon	nyani
srim	siginecha
glin	tikupereka
mlut	wowopsa
myot	nji
fwac	woyambitsa
troc	muuni
hgaf	galamala
hyop	yatchi
ksip	zinatha
sres	ulendowu
hnup	mzikiti
hzun	aliuma
mric	minofu
gjat	zinkachitikira
hros	pakani
zrac	wamantha
tros	Tilandire
myus	mbewa
dwac	Kukambiranako
byak	mbuzi
htef	telala
hfek	anachuluka
dzan	amalowerera
nyon	anonymous
zrit	m&#39;kaundulaofunda
pcos	masewera
hjec	Sungunulani
dlas	kuchotsa
mras	ambulera
mram	mchere
cwut	osayanjanitsika
hbok	bakha
swun	sopo
dwak	chidole
plif	Villa
slon	kusoka
tfut	kudzamuthokoza
djac	kuyanjanitsa
hjas	kupondereza
kric	Kalulu
kwot	kondakitala
gzan	chitsimikizo
clot	player
ksek	tizilombo
psam	kaimidwe
mwut	kadzidzi
htem	sadzadwalanso
clon	zeze
dzin	wokhala
rwim	motero
hyof	opindulitsa
dron	chinjoka
dwit	Makutuwosonyezakutin&#39;zoona
sroc	exporting
hzot	kuchotsa
djik	pompo
kfik	chivindikiro
ryun	lamulo
hmes	meya
rwac	hardware
sruk	ochitirazionetsero
sros	ochepa
bzan	chipolowe
kset	oimba
bjon	Nyambayankhumba
hjut	malire
tfen	kuteteza
zwac	sangathe
dyin	kuganizira
myis	woimba
mlis	mwamaganizo
pret	zoperewera
tsek	wamanga
hlom	mandimu
ksos	chifuwa
crok	mutu
flin	chonde
mrun	kalipentala
swec	mwachisawawa
syuk	supuni
blun	zibaluni
tcep	choko
fric	chitsitsimutso
rwik	ofukula
rwen	popewa
flet	inferentialwosonyezakutin&#39;zoona
pfac	wofalitsa
srek	vinegar
tfun	mumphangayo
pwet	chithunzi
gyik	masamu
fwot	zimasuluka
lwin	moyenera
jwin	chiwindi
bwik	chonchosublative
hdup	kuviika
hnop	okhawo
bwic	sitimazapamadzi
ryen	mosasamala
hcem	chivomezi
hbos	zasayansi
nrek	wantchito
ryim	mungoli
nyic	kutanthauzira
dwas	ofesiyo
rwok	zoyambitsa
kram	kulephera
ksim	maganizodeclarative
clok	chokoleti
pcec	mwayi
nyis	hermit
tyoc	mwangozi
grak	zikande
zlat	mogwirizana
hjuk	tigwade
trif	madera
djit	mwadongosolo
pson	undefined
mwis	Msungidwe
cwec	wapakamwa
hdek	boma
blik	Mphamba
sloc	zamaganizo
brap	zidutswa
jlat	Wakuba
