hnit	infinitive
hmis	мэргэн
hsum	possessiveмаркер
ksat	сайхан
ksit	хүнд
tsap	арал
kyam	бааз
tcum	барих
cyun	аз
psic	эрэг
tyun	домэйн
mwit	commissiveсэтгэлийнбайдал
tlut	зэрэг
myit	өвлийн
kfan	биеэавчявахбайдал
slac	ажиллажбайгаа
myin	минут
tyip	хүргэдэг
klas	шилэн
pfat	ТУЗ-ийн
cyic	хоосон
swam	хэрэг
syam	аюулгүй
tsut	эмч
hlip	completiveасуудал
kcas	харанхуй
nyun	дулаан
hpuc	ундаа
tlam	жишээнь
hfun	уурхилэн
tsik	хэдийч
tsam	шууд
hmup	малгай
klak	нохой
slin	мөнгөн
swac	зарц
kcam	бахархал
pyik	галттэрэгний
myut	ёссуртахууны
syak	оруулах
swat	илд
kyuk	халдлага
clac	эрүүлмэнд
tyaf	хэсэг
swic	нийгмийн
tfit	буцаанолголт
hkaf	албанёсны
pcas	харах
nyam	алдарсуу
tfat	арванхоёр
pcut	эрхэлжбайгаа
pwin	дарс
mwat	амт
fyac	төмөр
syap	тараах
myap	худалдаа
hyum	ашиглах
fwak	шүүгч
klat	ахмад
twap	cessativeасуудал
kcic	сониуч
kwic	гадаад
hnif	машнягт
myun	ачхолбогдол
tlic	эцэстнь
cyuk	хүзүү
syut	эрхчөлөө
pfan	тал
kyuc	хуурай
pcap	хажуутийш
tfak	нотлох
tcik	нотлоххэрэг
twun	алсхолын
tyis	ахицдэвшил
nyap	нарийн
plit	барилга
hpif	хуудас
pwic	барьж
syic	гунигтай
tsip	нүгэл
syim	өвчтэй
tcis	үнэнчшударга
pcun	банк
ksap	хүлээнавах
lyam	урсгал
tcaf	анхааралтай
kwac	чих
hpup	талх
kcut	сонгох
nwam	мал,амьтны
hsup	zoicхүйсийн
nwit	eventiveсэтгэлийнбайдал
tcim	ижилүйлявдалмаркер
tlik	multiplicativeхэрэг
kyus	хөндлөн
hmus	зузаан
kfat	зүрхлэх
nwat	ургадаг
myic	бороо
hpum	нүүр
swut	ариун
clis	долдугаарсарын
mwun	загвар
hfas	Файл
cwac	мор
kwat	тайтгарал
nwac	Хэрэвхэннэгэннь
tcip	хүссэн
kfac	өвс
hmuk	зурах
plin	нээх
kwun	онызургадугаарсарын
mlik	загас
klin	нийслэл
pfut	хөхний
twam	шаардлага
fyin	зардал
nlit	чинийх
mlin	сая
pyut	залбирч
hluk	ядарсан
ksut	алах
cyut	сүүдэр
psin	жин
kcis	саарал
pyam	зоригтой
mwac	сэтгэлхангалуун
klam	хэлж
ksam	үндэсний
hfip	сул
klik	хөндий
hkum	эрсдэлтэйсэтгэлийнбайдал
clas	шар
cyuc	дулаан
mlac	үлдэгдэл
syip	нэгэнадил
pwak	хайрцаг
tcif	үзүүртэй
psip	зарчим
ksik	үрдагавар
tsim	улиралнь
flan	шинжлэхухаан
pcam	бололтой
kcun	цооног
ksuk	авгаахнь
mlit	жагсаалт
pcik	аюултай
kwas	Наймдугаарсар
hluc	алдартай
klit	Үлмэдэгдэх
flak	танил
fyit	танилбүртгэл
lwat	уншигч
plun	алхах
twas	хоёрдахиних
pcis	тахилч
fyas	шархадсан
nlat	ордон
myuk	тэнэг
pfak	хайр
tcuf	ес
cwap	хайрэнэрэлийг
plac	галавалцуулах
pyap	оруулах
lyic	өмссөн
hcum	дуучимээ
lwit	уранзохиол
tsuk	цол
hfup	шуурга
kcik	халаасны
nwap	Арваннэгдүгээр
tyim	Арванхоёрдугаарсар
psaf	байхгүй
nlac	хүнам
kyaf	баярлалаа
slis	цуврал
pyaf	шувуу
mlak	эзэмшигч
kwut	хүрэм
hwuc	харилцаа
pyis	хурдан
twuc	утаа
nwak	онынэгдүгээрсарын
mlic	машин
tlis	шүд
ksun	шатаах
clam	ичгүүр
klaf	чанар
clit	бөгж
fyak	өгүүлбэр
fyam	өгүүлбэрмаркер
kwap	хавтгайдөрвөлжин
hwip	Нямгараг
psis	яруунайраг
pwut	preordained
kyim	худалданавах
clic	талбарууд
pyip	дөрөвдүгээрсар
kfap	Аравдугаарсар
psut	объект
kcuc	гашуун
nlap	боол
hsok	сул
htet	текст
hbat	хамгийн
hrit	зээлийн
hzit	онцлог
hpet	арвантаван
krac	хэрцгий
hduc	тоос
hrik	практик
hron	өнгө
hnus	хамар
hric	ээлтэй
srik	хангамж
hten	өчигдөр
tlet	hesternalцаг
slap	амжилтгүйболох
hban	хувцас
hdat	сохор
fran	нисэх
hdan	чөтгөр
htec	аажмаар
hmon	үүрэг
cran	золиослох
hran	мөсчанар
hmos	сайд
nrit	эрчимхүчний
hcet	үзэняддаг
hset	төв
hrin	оновчтойхүйсийн
hcot	эдэлнэ
hrip	товч
htep	мөргөл
hcif	арьс
hrat	дээвэр
kran	титэм
hkon	цайз
tran	цөхрөл
hmif	милийн
trin	тойрог
hgin	хорих
hkop	аяга
hcen	гишүүн
swin	иргэний
hrac	хаасайгүй
hris	өөрчлөн
hbin	болж
hmot	мах
hdut	сүү
hwen	vegetalхүйсийн
nran	ховор
hbac	үеэл
crut	гүүр
hsoc	хувьцаа
hsom	давс
nris	гэмзэмгүй
hbit	зайлсхийх
crin	гайхал
rwin	хатанхаан
hgut	тоо
hdas	бүжгийн
hnot	зочидбуудал
hdin	дүүргэх
hton	хоригдол
hdak	дэлгүүр
hlet	шат
hson	уучлал
hgek	гей
hras	элс
hsep	Есдүгээр
hbic	балгас
hlen	Тусгайзөвшөөрөл
hcon	хангалттай
hgit	гэрч
kfon	галтогооны
hbak	зарах
tlim	эмчилгээ
hsot	хурд
kyut	компьютер
hnen	мөнх
htek	номынсан
hzan	агуулсан
hbis	үндсэн
hbun	төөрөгдөл
kcus	тогооч
hgat	цөл
hwus	үнсэлт
hbif	мөс
hbot	бөмбөг
hrut	баталгаа
hdit	benedictiveсэтгэлийнбайдал
hdis	гэмбуруутай
hjan	шийтгэл
plis	цагдаа
hgan	нуух
hsen	экспедиц
nrin	мэдэхгүй
hyen	үүл
frif	хоёрдугаарсар
hdik	өвчин
hnek	санаачлагахэрэг
hbam	авгаэгч
hmen	даруу
hdip	хожимдолчухал
prat	мэдээлсэннотлох
hdet	шөнөдунд
hjit	хуруу
hmoc	хаанэггазар
pran	хэвлэлмэдээллийн
kcec	бүснутаг
hken	сүүлийнүед
hloc	ухаанбалартан
hrak	ажилтан
htes	ширтэж
rwan	шагнал
hdon	хандивлах
htot	магнай
hnet	тэнгэрэлч
hdun	ганц
croc	алдаа
hlon	үүр
hyec	хонь
hjin	тэвчээр
hrec	лавлагаа
mran	эрдэнэшиш
htos	ихэнхнь
hcos	аргахэмжээ
hkoc	хааяа
hlif	ашгийн
clak	элсэнчихэр
hjat	хүнтөрөлхтөн
tram	хүрээ
hdic	диск
hkok	ганцаардмал
srat	уранбүтээлч
crak	сэтгэлтатам
hmet	И-мэйл
hden	шийдвэр
gran	Засагдарга
crac	салбар
hjac	урамзориг
hdim	индуктивсэтгэлийнбайдал
hcok	яарах
hyet	газрынтос
pwap	хоолой
trat	хэвлэх
tcot	хатууасуудал
hdoc	өө
hren	ярианыагуулга
tcon	үд
krin	бүхээгийн
plam	дохиоллын
hnes	мэдрэлийн
tcen	ажиглалт
hsek	асуудал
plik	холбогдох
slik	торго
hfen	хувь
hgen	агент
hnon	үйлдвэрчнийэвлэлийн
crik	там
tcet	алдаатай
mrat	холимог
hdam	admonitiveсэтгэлийнбайдал
hgac	нэртөр
htoc	ямарнэгбайдлаар
hdac	зөвлөгөө
nwin	Үндсэнхууль
srit	аргахэрэгсэл
hret	хатуу
nlin	онлайн
hzat	хүнамыншилжилтхөдөлгөөн
klic	коллежийн
hkek	сүүл
nric	үе
hgic	хөлхөдөлгөөнихтэй
hgak	муур
trit	шууднотлох
tyot	гэрээ
hnok	агуулга
crit	орхигдсон
slen	арваннэгэн
srin	зан
hpok	овог
hyot	түргэнсэтгэдэгсэтгэлийнбайдал
cric	байр
hruc	бүдүүлэг
cwin	морь
hzak	сэгсэрнэ
dyit	ажүйлдвэрийн
hpec	мэргэжил
nras	сувилагч
hcec	заах
hbut	гутал
hmec	тодорхойбус
twot	үйлажиллагаа
crat	Бямба
hkot	хүчинчадал
hnec	нарны
hwuf	бэлэвсэнэхнэр
cren	урсгасан
nrat	од
hget	зочин
hbik	адислах
brin	дотоод
hpot	боломжтой
trac	эсэргүүцэл
prac	эдлэхгүй
hcoc	хөндий
hpon	аймгийн
hwim	Соёлиргэншил
dwan	зүүх
cwok	шок
hdok	жолооны
crun	эрдэнэсийн
hzik	үрийн
hrot	Сүүлийнөнгөрсөнцаг
hket	сэрүүн
hcek	тавилга
hrop	олс
mrac	адалявдаладалявдал
byit	найр
trak	жилбүрийн
hzin	өмнөд
sric	ёслол
clik	ан
trap	либерал
hrim	Христитгэл
hrus	гүнж
blat	тахилынширээ
cyon	жижигхэн
hwep	вэб
krat	хамба
tris	нилягаан
kcot	цуглуулах
hben	сонгууль
trik	согтуу
kfit	өргөх
tcec	валютын
nrik	тодорхойнийтлэл
grat	эзэнхаан
dran	удирдлага
hpen	өмнөнь
cluk	муухай
nrac	хоргүй
ryin	сургалт
hrun	өнхрөх
nwic	инч
slit	гөлөг
gzat	сонин
krot	огтлох
drit	сахал
hzis	нулимс
hdap	арваннайман
sris	түүхэн
mrut	нийт
nyik	шавар
bran	сүйтбүсгүй
drat	хамаарна
djan	аваргатом
glat	энгийн
hpoc	намар
pras	Хөшиг
hgot	цуглуулах
tret	театр
tras	харьцуулалт
rwit	өрсөлдөгч
hfon	бүрдүүлэх
klot	дасгалжуулагч
hmum	хошигнол
drac	өмч
rwas	уранзохиол
tset	өшөө
hdot	дисталdemonstrative
ryut	хартай
hwon	урилга
byat	шатаалт
flac	флэш
prot	хөрөгзураг
crek	саналболгожбайна
htok	зөрчилдөөн
htop	хараал
prit	imprecativeсэтгэлийнбайдал
hces	арчаагүй
klup	клуб
hnos	үер
dwin	ялгаагүйн
prin	давхрага
mrit	таамаглажсэтгэлийнбайдал
tcoc	эгц
hcom	эв
grit	аянга
tlot	өмнөх
hgik	өвдөгний
hwes	ухаангүй
hzac	харилцан
hsec	програмхангамж
tson	байгууллага
ryit	хүлээнавах
dlin	сахилга
slip	хуудас
klon	хувьсгал
hfim	фермер
hpom	тавцан
cyen	оюутан
hgec	агуй
hroc	уламжлал
srac	өгөх
ryat	эмгэнэлт
kcen	онгон
hbap	салахёсгүйцэтгэе
krik	шүүмжлэл
krap	хөвөн
fwat	эмнэлэг
kcet	түрээс
hgas	хий
pfin	гарцаагүй
dlit	хуудас
ryan	орчуулга
sran	оршуулгын
mrin	гурил
hram	романтик
dlan	долларын
hzas	jest
hsos	арванзургаа
klen	колони
gyin	жигүүр
hsif	арслан
cluc	зальтай
prip	бэлтгэл
hzut	манан
dwat	эм
krit	proofread
sras	үүр
hses	арвандөрвөн
brat	эсэргүүцэл
flat	хүчил
hjic	тухайлбал,
slic	зэвсэг
hbuc	хэрэглэгчийн
tron	жүрж
byan	халуун
hrif	командын
tlip	бийболгох
blan	сагс
kris	нарийнбичгийндарга
hyon	энэхооронд
tren	Өнөөдөр
dlat	hodiernalцаг
hzic	хор
tfic	буу
tlen	авъяас
hlim	уурамьсгалын
dyat	анд
kcon	илчлэлт
dlac	угаах
krak	улайх
hbas	утгагүй
hkec	нүүрсний
hrek	сэргээх
hkos	Сэлүүртзавь
hwif	дэд
tric	түрзуурын
hdep	delimitativeасуудал
mwak	овоо
ksot	ясны
hnoc	Даваа
nlas	Мягмар
brac	Лхагвагараг
frap	холбооны
pfit	төлөөлөгч
pcoc	ав
lyen	цагаанхэрэглэл
swak	угаалтуур
pcen	ерөнхийлөгч
brit	цуст
hwec	бүслэлтийг
hwet	гэдэс
hlos	Дээддавхарт
hbon	янзбүрийн
pcon	гуулин
hsem	дээдхэмжээнийуулзалт
lwac	хямд
tsos	уралдаан
kwen	онцгойхүн
trun	буух
trut	хөшөө
hrap	ихбууны
hgap	баривчлах
trot	температур
grin	хөрш
hjak	хүлээн
hpek	багц
hlus	буга
hwos	унтлагынөрөө
tsuc	бут
pcuc	урсах
cris	өвзалгамжлагч
clun	царс
hpes	таагүй
nlet	бүрэнбус
hrom	хөтөлбөр
pyon	төгөлдөрхуур
swet	ятгах
dric	үлүзэгдэх
tyen	сайнмэдэгдэжбайгаа
hruk	хэрцгий
frat	өгсөн
hyoc	уруутаталт
hlep	telicасуудал
nrot	Олонулсын
nret	хүчтэй
hfif	гүнухаантан
pfic	төлөөлөл
hmek	эмзэг
hfec	халамжийн
myik	загасбарих
truc	хулгайлж
tcop	уруул
rwic	явах
htom	эдийнзасаг
glan	галлерей
pren	Зэрэгцээ
hlek	atelicасуудал
nrak	тив
truk	тогших
hjim	ендерсэтгэлийнбайдал
rwat	зангиа
hcep	эсийн
dyan	өндөг
jrat	хиймэл
nren	урам
ksic	хямрал
tsoc	хайх
lwan	үдийнхоол
hpos	нарс
hcuf	түлхэх
tcus	Сью
pset	сунгах
hkep	зэс
swis	далайчин
prim	эзэнхааны
trip	ташуур
cras	цамц
swap	урсгал
syet	ноорог
htof	хулгайч
clen	суваг
kwit	хувийн
klok	илүүдэл
hrok	шинэчлэл
hguc	цангах
kcim	аюултай
hpem	далдуу
psik	чангаяригч
frit	босго
cret	улмөр
mrak	жад
syen	сесс
tcup	чийгтэй
hyek	зорчигч
trim	цагаантугалга
plak	гомдол
hyok	өнцөг
hgam	үнээ
hmok	тээрэм
jrac	газрынзураг
kloc	зах
gyit	санаатайгаар
hbip	шарайраг
mlet	хилэн
lyap	хүчирхийлэл
cwen	сүрэг
bwan	зээ
tses	арван
jrit	зөвтгөх
nlak	гарбичмэл
sron	дайчин
cruc	Баасан
broc	сойз
dlot	татажавах
krim	тос
pric	давирхай
prut	тангарагтан
hgon	хөлдүү
sram	үгчилбэл
pfot	шавар
hlot	төлөвлөсөн
djin	зоос
hlok	харайх
hpep	алим
hwot	эрчилсэн
dlak	хэлэлцэх
brik	бүртгүүлэх
nlis	хуулбарласан
hbet	бооцоо
pris	вирус
hjik	зочломтгой
blit	хүүхэдшиг
hjap	дээл
tfik	тусгах
hdaf	хүрч
hpop	дуурийн
kcaf	нуугдаж
kcoc	тохой
hrum	засвар
cyim	сэжигтэй
dyic	боловсролын
hgoc	уурхайн
drak	эмгэг
plas	алгаташилт
byin	хоёртын
hzap	Abbey
nlot	үнэнчбайдал
mrik	механик
hsop	амжилттай
crap	занга
kyek	бялуу
nrut	зугаацуулах
syes	эрхэмээ
hjet	арвандолоон
hjen	эмэгтэйлэг
hmom	зөгийнбал
hdec	харамсалтайнь
lwen	домог
slot	зуух
frac	босогчдын
gwan	товгор
mruk	сайжруулах
swot	намгийн
zlan	олох
hnem	хүүхэлдэйн
hdes	ороох
prak	номлож
frin	тайзнычимэглэл
hfet	эсэргүүцэж
cros	найралдууны
ryon	оновчтой
tcos	газартариалан
tsen	боловсруулах
hwek	чоно
nlik	татгалзах
klap	хивс
dras	үзэняддаг
prop	үржилшимтэй
slim	шүгэл
hgis	бяслаг
krut	хазах
srot	хамгаалах
bjan	төөрч
nwen	Тэнгисийнцэргийн
myas	маск
kwaf	боловсруулах
twis	Такси
pcip	харандаа
srap	хүнснийногоо,
sren	үзэсгэлэн
tlun	өмд
hrup	авлигын
nrip	Засгийнгазрын
srup	шөл
jran	мэсзаслынэмч
bjat	тэтгэмж
gyat	тагнуул
hlem	бодлогогүй
srak	хийсвэр
kson	өргөлт
cwis	Пүрэв
sret	чинсэтгэлээсээ
hraf	замынхөдөлгөөний
hres	архитектур
hsuf	хаях
rwak	анцав
twon	чимэглэл
hfus	нөхөнсэргээх
hkom	код
djat	анчин
nlut	сонин
hsef	могой
mris	ардчилал
bric	зай
mlam	лав
zran	хуваалцах
cron	дөг
hzen	усандсэлж
traf	зурвас
cwaf	дугтуй
srip	тамхи
mrot	моторт
swon	сайндурын
ryak	урвал
pfun	хэсэгчлэн
blac	ачаатээш
mret	Яам
hjon	бэлгийн
kcok	сүх
dram	алмазан
kren	өөр
tcek	цуурай
hdif	таних
tfas	элчинсайд
hfot	бүрдэнэ
lwas	залхуу
hmep	momentaneасуудал
kfin	кодчилол
mwin	зохиомол
hrem	рентген
pram	авирах
byac	зоорь
mren	дурсамжтай
swen	сенат
kras	авсыг
hgun	залгих
nlok	өөгшүүлж
ryic	хөдөөажахуйн
gwin	дүүжин
srut	нуга
hkes	нарийнтөвөгтэй
hfis	огцрох
frak	удаа
hnom	хуйвалдаан
hcop	паб
hlec	чинжүү
mlot	аялгуу
zrat	нэрдэвшигч
proc	ивээнтэтгэгч
flik	үнэг
cyet	харамссан
hgim	яндан
slet	хедж
tcok	үнэнзөвбайдал
bjit	хуучиннасбарсан
brot	цомирлог
bwat	хөнжил
hdus	гахайн
gwat	заанысоёогоорхийсэн
kret	ханд
nwet	ажиглагч
jwan	өргөнчөлөө
nwis	хадаас
mwic	зөгий
bzat	жүжигчин
gyan	хөлс
zyit	гүйцэтгэх
blic	хуурмаг
pcet	тодорхойгүйбайдал
tsot	дахин
bwit	хил
tres	стресс
hkof	хэрэглээ
nyen	еолох
hles	адилтөстэй
cyek	шуудай
hjis	зүү
gjan	үзэгдэл
prec	биеэавчявах
drot	хянагдаж
kcek	муруй
twic	тахианы
brak	баррель
zwat	байнга
clap	байнгаасуудал
tsec	шинжээч
bwin	сэтгэгдэлтөрүүлэх
cwet	хүрээлэгдсэн
hbek	талхчин
zlin	чидун
mron	ван
drin	зориулах
psap	ил
gjin	төрсөнөдөр
clut	алх
cwun	анхилуун
twaf	ердийн
pcot	гэрийнтэжээмэл
krok	гавал
dlik	хуультогтоохбайгууллага
cwic	азболоход
srun	ширүүнхарц
crec	устгах
jlan	маржин
kcip	аварга
blin	тэрбум
ryik	химийн
mlas	импульс
flit	туршилтын
hzet	зангилаа
cwik	Сүржавхлант
twet	юбка
mwik	долоохоног
tfis	техникийн
tlon	тээврийнхэрэгслийн
cram	зусардагч
grac	бэхжүүлэх
kraf	хэрээ
trup	шинжчанар
hduk	дэгээ
cruk	бар
nrap	гэрийнажилтай
crot	автозам
mlip	цагдаагийн
hfoc	зураг
nres	бүрэнбүтэнбайдал
plos	нэмэх
tfam	илтод,
nlic	арванесөн
hwok	мэргэшсэн
nlen	Эссэбичих
fyic	үрашиг
hwuk	өвөрмөц
hgok	органик
flic	теологи
flot	°в°гч
hboc	үүрэг
hwoc	шулам
syot	студи
cwip	оргилуундарс
hbes	сурталчилгаа
lwic	гэрбүлсалалтын
blot	боолт
cwot	олзлогдох
cwam	судлын
prik	идэвхгүй
hfum	Хөөс
grik	хайрга
zrin	хормогч
gren	гариг
hfuc	амилалт
claf	тавиур
flas	сэнс
hjot	халуунорны
hbim	дурзоргоороо
krek	мөнгөнус
hbec	элгэмсүү
tsaf	амиахорлох
pwas	зулгаах
plot	сурвалжлагч
kfak	зарцуулах
blak	тагтны
hdos	толбо
kwis	Сонгодог
kcos	буруутгах
psen	тэтгэврийн
kres	үйлүг
hzon	сармагчин
srim	гарынүсэг
glin	жигшил
mlut	зартай
myot	импортын
fwac	үүсгэнбайгуулагч
troc	бамбар
hgaf	дүрэм
hyop	дарвуултонгоц
ksip	устажүгүй
sres	аялал
hnup	бөмбөг
