ni	infinitive
nwih	inessiveقضيه
pcih	اړینهمزاج
crah	باور
ro	دولتدشرایطو
cwih	هيله
kwih	factiveشواهدو
fi	بېرته
psih	optativeمزاج
tseh	بالقوهمزاج
lweh	allativeقضيه
nrih	Anthropicدجندر
tceh	عینمضمونپهمارکر
re	مختلفتابع
croh	ويره
mrah	پوه
cyuh	شک
twuh	dubitativeمزاج
myih	ښکلی
lyih	ګټه
flah	counterfactualمشروط
we	vialisقضيه
clih	سوړ
pyih	دسولې
su	پرتهله
kwah	ارمان
le	اوږدوالي
bo	احتمال
mlah	ستونزې
syah	موسکا
slih	خوب
zi	لهخولې
twoh	quotativeقضيه
mo	شمولهشخص
kcih	مهربانيوکړه
rwih	precativeمزاج
mrih	مودبثبت
rwah	دراتلونکياړخ
cyeh	حيران
go	gnomicاړخ
tsoh	ددرناوي
za	inchoativeاړخ
jwih	jussiveمزاج
mwih	اجازهمزاج
sloh	برياليتوب
prih	دخصوصي
de	توزيعيقضيه
tcoh	درد
ryah	خندا
mlih	هوښيار
ye	possessiveمارکر
ke	commissiveمزاج
creh	هسې
mweh	completiveاړخ
nrah	تاوده
nroh	قهر
bwah	سرهسره
trah	وياړ
mroh	اخلاقي
slah	روغتیا
syih	ټولنیز
pe	cessativeاړخ
krih	عجیبه
tfih	intensifier
fe	پهپایکې
prah	يوېخواته
trih	شواهدو
nwah	دثبوتپهصورت
srih	خفه
zo	zoicدجندر
nweh	eventiveمزاج
cwoh	ورتهپيښهمارکر
plih	multiplicativeقضيه
dwah	دخوښېوړ
kcoh	ستړي
drah	خوښ
lu	احتکاريمزاج
frih	اشنادنومثبتول
frah	ټپيانشول
mruh	چل
djih	خواخوږي
krah	مننه
cruh	شرم
fyah	عبارتمارکر
ryih	preordained
kruh	ترخې
tyeh	متن
kreh	ظالمانه
tleh	hesternalترينګلې
kfah	دقربانۍ
dyih	کرکه
cloh	منطقيدجندر
nloh	خوند
psah	نهيلۍ
sleh	vegetalدجندر
nruh	بېګناه
drih	ستاینه
sroh	عفوه
brih	اډه
kluh	مغشوش
bwih	benedictiveمزاج
klih	مجرم
grih	ناپوهه
nyeh	نوښتپهصورت
nleh	عاجز
dlih	ځنډاړینه
proh	راپورشواهدو
mloh	melancholy
du	مفرد
jrih	صبر
freh	referential
kloh	lonely
kroh	دتوازند
tcuh	ليوالتيا
kcuh	inductiveمزاج
xa	بحثونوتهشرایطو
nreh	عصبي
pseh	اړخ
ge	اجنټ
mu	admonitiveمزاج
byah	ځانپالنې
pcoh	ګوڼې
treh	مستقیمشواهدو
yo	دپهمزاج
cwuh	شاک
tloh	ورستیوترينګلې
dlah	قطعيماده
cluh	بدرنګه
myuh	طنزونه
dyah	پهبعيدهdemonstrative
rwuh	غيرتي
troh	imprecativeمزاج
dzih	بېتفاوتي
swuh	assumptiveمزاج
bzah	مسخری
gwih	يعنې
dloh	hodiernalترينګلې
dweh	delimitativeاړخ
kweh	ځانګړېکس
truh	دحرارتدرجه
tfeh	telicاړخ
lyeh	atelicاړخ
ru	ممکنمزاج
kfih	دماشومانو
cyoh	دشکمنو
nluh	وفاداري
cweh	دام
nwoh	انیمیشن
sruh	خپه
ksoh	دجنسي
lyah	لټ
mreh	momentaneاړخ
pceh	پښيمانه
bjih	دپخوانيمرحوم
pcuh	ابهام
xi	عادتاړخ
blih	bounded
tsuh	تورون
fwih	نېستې
grah	flattering
brah	خپلسري
cleh	مهربانه
sreh	درسميثبت
pfah	ګټه
droh	دصوتيشواهدو
flih	inferentialشواهدو
sweh	sublativeقضيه
ksuh	تشريحيمزاج
pleh	ویاړم
psoh	غالبيدې
be	لفظي
mwoh	reverie
kleh	بدبختۍ
glah	حرص
kseh	مثبتمزاج
zrah	نارضايتي
dyoh	ideophone
syoh	awed
gwah	exessiveقضيه
zlih	irrealisمزاج
zrih	حیاکول
byih	تطابق
ryeh	ضميرمارکر
fwah	frugal
bjah	ډيرهخوشحاله
kxah	پهمتانت
gvih	pegativeقضيه
pxih	vindication
xrah	تهرسيږی
tfoh	henceforward
kxih	contrition
ryoh	تعقیبپهصورت
qyah	ښکليتا
r6	ستاینوم
txah	پرتوتېروترينګلې
xrih	تاريخيترينګلې
dxah	دوهګونيشمیر
syuh	سوپر
vweh	overworked
n6	دحسيشواهدومزاج
bweh	تخیلي
xlih	دغځولو
txih	twinge
sluh	دځانڅخهراضي
txoh	حرکتلهستونزمنې
xe	لهتفکره
pxah	entrap
vwah	حرکتدامينيتي
xyih	نخبه
fleh	دیرسیدلی
psuh	superessiveقضيه
syeh	satyr
qi	انتقالي
xruh	cower
zwah	وا
tr6h	حرکتupriver
qwah	unambitious
xlah	پهټولهنړۍ
tyoh	intransitive
tluh	anticlimax
qa	اوسنياړوندمارکر
kxoh	سپیستومانه
rwoh	اوډلې
ve	سیمه
kyoh	کيلو
swoh	پرله
pxeh	partitiveقضيه
txeh	augmentative
dxih	predicative
pxoh	prolativeقضيه
pfoh	پلوهعبارت
blah	blase
fyih	غیربشري
xo	ممثلرول
pc6h	دمحاکمېشمیر
greh	څرخېدونکېقضيه
groh	هدفماشه
dxoh	دمنځنيغږ
rweh	ريوندهقضيه
xwah	ناروغپهصورت
xu	prehodiernal
xroh	زړيږي
ks6h	causative
vi	دويالارزښت
dleh	پهټرمېنلونوقضيه
gjeh	بلکه
xreh	coworker
lwoh	locativeقضيه
ml6h	multalشمیر
gjih	پهکهکشانکېدجنسیت
qlah	ستوریدجندر
bvih	abessiveقضيه
dvah	adessiveقضيه
je	agentiveقضيه
t6	اجنټماشه
kxeh	دقضيېد
gxih	عامجندر
tc6h	دحوالېورکولوفورمه
ts6h	transnumeral
ryuh	مستقیمڅيز
gveh	ergativeقضيه
pyoh	مجهولغږ
qe	دمحدودوفعل
xwih	لومړنۍڅيز
myoh	gnomicمزاج
vrih	وروستۍذراتو
va	evitativeقضيه
bveh	subessiveقضيه
dxeh	درلودلقضيه
dvih	lativeقضيه
tsa7h	antessiveقضيه
dyeh	adverbialقضيه
mleh	دجندرanimate
pfeh	اوانساندوستانهخوښۍ
xleh	موټردجندر
qlih	دمنرالونودجندر
xloh	لفظياسم
dreh	ددويمېژبېد
bvah	پهځانباور
qrah	دغونډېبدلون
fo	دمختلفوپيښه
sl6h	crastinalترينګلې
fyoh	انعکاسيغږ
bxih	دکایناتودجندر
jlih	انتقاليفعل
kyeh	دسيمېدجندر
txuh	څیړنهدجندر
s6	هنريدجندر
preh	ناروغماشه
sr6h	انتزاعيدجندر
nyoh	غیرمستقیموینا
zreh	exocentricقضيه
kfeh	پهتېروperfective
jo	ودونووفعل
kxuh	ډلهاسم
bu	absolutiveقضيه
qrih	ستورودجندر
kfoh	اصليbenefactive
kwoh	associativeقضيه
pluh	superlativeقضيه
jrah	دبرېښناداوسني
glih	inanimateدجندر
p6	propositiveمزاج
vrah	متقابلوغږ
lyuh	پرلهپسېفقره
gleh	ژرراتلونکېترينګلې
lyoh	applicativeغږ
ps6h	antipassiveغږ
tfuh	continutiveاړخ
nr6h	necessitativeمزاج
pr6h	غیرفعالهستاینوم
sy6h	وجوديفقره
qyih	تالکشدت
gluh	singulativeشمیر
kwuh	لهحدهزیاتموده
xyah	واحدعملاوفعل
vlih	superlativeدرجې
djah	حاضرستاینوم
m6	دموادواندازه
ti7	تړونکيذراتو
f6	epentheticmorpheme
tli7h	پرتوراتلونکېترينګلې
si_	postpositionalقضيه
l6	allocutiveتړون
k6	frequentativeاړخ
bzih	توزيعيضمير
tu7	لامبوټکیشمیر
vo	فعلونښلوی.
ki7	پهتېروغیرفعالهستاینوم
ta_	locativedirectionalقضيه
