ni	Infinitive
drah	wareg
lu	Spekulasiswasanaati
frih	menowondhaftar
frah	tatu
mruh	bodho
djih	simpati
krah	matur
cruh	kawirangan
fyah	tembungpanandha
ryih	preordained
kruh	pait
tyeh	teks
kreh	kejem
tleh	hesternaltegang
kfah	kurban
dyih	sengit
cloh	nyotogender
nloh	seneng
psah	nglokro
sleh	vegetalgender
nruh	resik
drih	admiration
sroh	pardon
brih	basa
kluh	kebingungan
bwih	benedictionswasanaati
klih	guilty
grih	bodho
nyeh	inisiatifcilik
nleh	asor
dlih	telatutomo
proh	kacaritaevidential
mloh	melankolis
du	tunggal
jrih	sabar
freh	referential
kloh	sepi
kroh	Pesona
tcuh	semangat
kcuh	induktifswasanaati
xa	wacanacontext
nreh	gemeter
pseh	aspek
ge	agen
mu	pepélingswasanaati
byah	ambisi
pcoh	crowded
treh	langsungevidential
yo	apprehensiveswasanaati
cwuh	kejut
tloh	anyarkepungkurtegang
dlah	pestiartikel
cluh	nyenengake
myuh	humor
dyah	pisahadohdemonstrative
rwuh	cemburu
troh	imprecatoryswasanaati
dzih	indifference
swuh	assumptiveswasanaati
bzah	jest
gwih	yaiku
dloh	hodiernaltegang
dweh	delimitativeaspek
kweh	eksklusifwong
truh	suhu
tfeh	telicaspek
lyeh	atelicaspek
ru	prohibitiveswasanaati
kfih	childish
cyoh	curiga
nluh	kasetyan
cweh	trap
nwoh	animasi
sruh	thrill
ksoh	seksual
lyah	puguh
mreh	momentaneaspek
pceh	getun
bjih	mantanalmarhum
pcuh	kahanansingdurungmesthi
xi	habitualaspek
blih	diwatesi
tsuh	orapatipenting
fwih	nggumunake
grah	flattering
brah	kasepakatan
cleh	benevolent
sreh	formalndhaftar
pfah	onogunane
droh	parungonevidential
flih	inferentialevidential
sweh	sublativecilik
ksuh	declarativeswasanaati
pleh	kangndarbenihakistimewa
psoh	invincible
be	langsung
mwoh	reverie
kleh	wretchedness
glah	kien
kseh	akurswasanaati
zrah	dissatisfaction
dyoh	idiophone
syoh	Awed
gwah	gedhebangetcilik
zlih	irrealisswasanaati
zrih	shyness
byih	adaptasi
ryeh	netralpanandha
fwah	frugal
bjah	Chrisyesenengbanget
kxah	equanimity
gvih	pegativecilik
pxih	vindication
xrah	expiring
tfoh	mrikiartiné
kxih	contrition
ryoh	prosecutivecilik
qyah	preoccupation
r6	participle
txah	remotkepungkurtegang
xrih	sajarahtegang
dxah	dualnomer
syuh	super
vweh	overworked
n6	sensorievidentialswasanaati
bweh	obsesi
xlih	gumbyang
txih	twinge
sluh	potowareg
txoh	gerakanuphill
xe	retrospektif
pxah	entrap
vwah	gerakandownhill
xyih	elit
fleh	inflected
psuh	superessivecilik
syeh	satyr
qi	transitive
xruh	cower
zwah	wow
tr6h	gerakanupriver
qwah	unambitious
xlah	worldwide
tyoh	intransitive
tluh	anticlimax
qa	saikirelevansipanandha
kxoh	asukesel
rwoh	ordinal
ve	vektor
kyoh	kilo
swoh	urut-urutan
pxeh	partitivecilik
txeh	augmentative
dxih	predicative
pxoh	prolativecilik
pfoh	protembung
blah	ingkahananjati,
fyih	nonmanungsa
xo	aktorperan
pc6h	nyobanomer
greh	sentriscilik
groh	goalpemicu
dxoh	tengahswara
rweh	obliquecilik
xwah	sabarcilik
xu	wishodiernal
xroh	nyandhangmetu
ks6h	causative
vi	binarNilai
dleh	pengandaiancilik
gjeh	liyayen
xreh	coworker
lwoh	gamelurikcilik
ml6h	multalnomer
gjih	galaxygender
qlah	stargender
bvih	abessivecilik
dvah	adessivecilik
je	agentivecilik
t6	agenpemicu
kxeh	kanggocilik
gxih	umumgender
tc6h	panggilanwangun
ts6h	transangka
ryuh	langsungobyek
gveh	ergativecilik
pyoh	pasifswara
qe	watestembung
xwih	utamiobyek
myoh	gnomicswasanaati
vrih	pungkasanpartikel
va	evitativecilik
bveh	subessivecilik
dxeh	duwenicilik
dvih	lativecilik
tsa7h	antessivecilik
dyeh	adverbialcilik
mleh	animategender
pfeh	empathetickabungahan
xleh	kendaraangender
qlih	Mineralgender
xloh	langsungtembung
dreh	kapindhobasa
bvah	potokapercayan
qrah	owah-owahansakaacara
fo	bedaacara
sl6h	crastinaltegang
fyoh	tanggapanswara
bxih	Semestagender
jlih	transitivetembung
kyeh	lokalitasgender
txuh	risetgender
s6	senigender
preh	sabarpemicu
sr6h	abstrakgender
nyoh	langsungwicara
zreh	exocentriccilik
kfeh	kepungkurperfective
jo	mligitembung
kxuh	bebarengantembung
bu	absolutivecilik
qrih	planetgender
kfoh	intibenefactive
kwoh	associativecilik
pluh	superlativecilik
jrah	listriksaiki
glih	inanimategender
p6	propositiveswasanaati
vrah	ngetokakeswara
lyuh	suksesangger-angger
gleh	rauhmangsategang
lyoh	applicativeswara
ps6h	antipassiveswara
tfuh	continuativeaspek
nr6h	necessitativeswasanaati
pr6h	pasifparticiple
sy6h	eksistensialangger-angger
qyih	padhangkakiyatan
gluh	singulativenomer
kwuh	gedhebangetdadi
xyah	singletumindaktembung
vlih	superlativedegree
djah	saikiparticiple
m6	jumlahsakainti
ti7	panyambungpartikel
f6	epentheticci-
tli7h	remotmangsategang
si_	postpositionalcilik
l6	allocutionagreement
k6	frequentativeaspek
bzih	distributifnetral
tu7	ngambangtitiknomer
vo	tembungmuwuhi
ki7	kepungkurpasifparticiple
ta_	gamelurikpituduhcilik
