hnit	infinitive
nrat	ستوري
hget	ميلمه
hbik	برکت
brin	داخلي
hpot	شته
trac	مقاومت
prac	راوړی
hcoc	ګوګ
hpon	ولايتد
hwim	تمدن
dwan	Hằng
cwok	شاک
hdok	چلولو
crun	خزانه
hzik	دتخم
hrot	ورستیوترينګلې
hket	ویښ
hcek	فرنيچر
hrop	رسۍ
mrac	adventure
byit	اختر
trak	دکلني
hzin	پهجنوب
sric	پهمراسموکې
clik	ښکار
trap	لیبرال
hrim	عیسویت
hrus	شهزادګۍ
blat	دقربانۍ
cyon	کوچنی
hwep	ګورت
krat	شاعرې
tris	ارغواني
kcot	راټول
hben	دټاکنود
trik	مستی
kfit	فشاري
tcec	پهبدلکې
nrik	قطعيماده
grat	امپراتور
dran	دادارې
hpen	پخوا
cluk	بدرنګه
nrac	بېضرره
ryin	دروزنې
hrun	رول
nwic	انچ
slit	ډزې
gzat	ورځپاڼې
krot	دپري
drit	ږيره
hzis	شليدو
hdap	اتلس
sris	تاريخي
mrut	ناخالص
nyik	خټو
bran	ناوې
drat	پورېاړهلري
djan	giant
glat	ساده
hpoc	دمني
pras	حجاب
hgot	غونډه
tret	تیاتر
tras	پهپرتله
rwit	سيال
hfon	دجوړولو
klot	روزونکي
hmum	طنزونه
drac	بحثونوته
rwas	ناول
tset	غچ
hdot	پهبعيدهdemonstrative
ryut	غيرتي
hwon	بلنه
byat	سوځول
flac	فلش
prot	عکس
crek	وړاندیز
htok	شخړې
htop	لعنت
prit	imprecativeمزاج
hces	بېوسه
klup	کلپ
hnos	سیلاب
dwin	بېتفاوتي
prin	افق
mrit	assumptiveمزاج
tcoc	ستوغ
hcom	آهنګی
grit	تندر
tlot	دماشومتوبد
hgik	زنګون
hwes	بېهوښه
hzac	متقابل
hsec	سافټ
tson	ادارو
ryit	رسید
dlin	نظم
slip	ټوټه
klon	انقلاب
hfim	بزګر
hpom	پلاتفورم
cyen	محصل
hgec	غار
hroc	دود
srac	وسپاري
ryat	غمیزه
kcen	پېغله
hbap	پهامانیوکړه
krik	انتقاد
krap	دمالوچو
fwat	روغتون
kcet	کرايه
hgas	دګازود
pfin	حتمي
dlit	دپاڼی
ryan	دژباړې
sran	دجنازې
mrin	داوړو
hram	عشقي
dlan	دډالرو
hzas	مسخری
hsos	شپاړس
klen	مستعمره
gyin	وزر
hsif	lion
cluc	مکار
prip	چمتو
hzut	وريځي
dwat	درمل
krit	اسباتی
sras	ځاله
hses	څورلس
brat	اعتراض
flat	اسيد
hjic	يعنې
slic	وسله
hbuc	دکارونکيعکس
tron	نارنج
byan	حمام
hrif	ابتدايي
tlip	جوړکړي
blan	ټوکرۍ
kris	منشي
hyon	همدارازد
tren	نن
dlat	hodiernalترينګلې
hzic	زهر
tfic	ټوپک
tlen	استعداد
hlim	اقليم
dyat	مرستیال
kcon	وحي
dlac	سیل
krak	اعتراف
hbas	بېمعنا
hkec	دډبروسکاره
hrek	بېرته
hkos	canoe
hwif	مرستیال
tric	موقتي
hdep	delimitativeاړخ
mwak	ناجو
ksot	دهډوکو
hnoc	دوشنبه
nlas	سهشنبه
brac	چهارشنبه
frap	دفیدرال
pfit	استازي
pcoc	خاده
lyen	کتان
swak	سينککې
pcen	ولسمشر
brit	خونړۍ
hwec	محاصره
hwet	دمعدې
hlos	ورورڼه
hbon	توپير
pcon	ژړو
hsem	پهغونډهکې
lwac	ارزانه
tsos	سیالي
kwen	ځانګړېکس
trun	بېړنۍناسته
trut	مجسمې
hrap	توپچي
hgap	ونيسي
trot	دحرارتدرجه
grin	ګاونډیتوب،نږدیوالی
hjak	غېږ
hpek	پالنه
hlus	هوسۍ
hwos	کوټه
tsuc	دبوش
pcuc	درخصتیدو
cris	وارث
clun	بلوط
hpes	مکروهاتو
nlet	نابشپړ
hrom	پروګرام
pyon	دپیانو
swet	وهڅوي
dric	invisible
tyen	ښهدهپېژندلشوې
hruk	ظلم
frat	ګمارلشوي
hyoc	اغوا
hlep	telicاړخ
nrot	نړيوالو
nret	زورزياتياو
hfif	فیلسوف
pfic	استازيتوب
hmek	حساس
hfec	ټولګټې
myik	دکبنيونې
truc	غلا
tcop	شونډه
rwic	تقاعد
htom	اقتصاد
glan	ګالري
pren	موازي
hlek	atelicاړخ
nrak	وچه
truk	منډې
hjim	ممکنمزاج
rwat	غوټه
hcep	حجره
dyan	هګۍ
jrat	مصنوعي
nren	الهام
ksic	بحران
tsoc	پهلټهکې
lwan	دغرمېډوډۍ
hpos	کاج
hcuf	ټیلهکول
tcus	Sue
pset	وغځوي
hkep	دمسو
swis	sailor
prim	استعماری
trip	دمتروکې
cras	کميس
swap	پايي
syet	کیښودنی
htof	غل
clen	چینل
kwit	شخصیت
klok	داضافي
hrok	دسمون
hguc	تنده
kcim	ګواښ
hpem	دخرما
psik	ولسيجرګېد
frit	حد
cret	شونې
mrak	دمعاویهد
syen	غونډه
tcup	لوند
hyek	مسافر
trim	مومن
plak	شکايت
hyok	زاويه
hgam	غوا
hmok	دکارخانې
jrac	نقشه
kloc	کالر
gyit	پهقصديډول
hbip	بير
mlet	بخملي
lyap	abuse
cwen	رمې
bwan	خورزه
tses	دیارلس
jrit	توجیه
nlak	قلمي
sron	جنګيالی
cruc	جمعه
broc	برس
dlot	دانلود
krim	cream
pric	جګوالی
prut	منصفه
hgon	کنګل
sram	واقعاهم
pfot	لوښي
hlot	پلان
djin	سکې
hlok	لوړيکړي
hpep	مڼه
hwot	(Twisted)
dlak	پهاړه
brik	ګډون
nlis	ليکلای
hbet	بهتر
pris	ویروس
hjik	میلمه
blit	دماشومانو
hjap	چپنه
tfik	منعکس
hdaf	ورسيږم
hpop	اوپرا
kcaf	پټ
kcoc	څنګلی
hrum	ترميم
cyim	دشکمنو
dyic	دزدهکړې
hgoc	کنده
drak	ناروغي
plas	چکی
byin	دويال
hzap	موميا
nlot	وفاداري
mrik	ميخانيکي
hsop	پهبریالیتوبسره
crap	دام
kyek	کيک
nrut	سرګرمه
syes	Sir
hjet	اولس
hjen	مؤنث
hmom	دشاتو
hdec	لهبدهمرغه
lwen	(legend)
slot	بخارۍ
frac	یاغیانو
gwan	دتعلیم
mruk	ښه
swot	خاره
zlan	ترلاسه
hnem	انیمیشن
hdes	پانسمان
prak	تبليغ
frin	وموقیعت
hfet	مخالفت
cros	يوځای
ryon	منطقي
tcos	دنبات
tsen	دپروسس
hwek	لېوه
nlik	دردولو
klap	دغاليو
dras	کړاست
prop	حاصلخیزه
slim	whistle
hgis	پنیر
krut	ولګوی
srot	بدرګه
bjan	سرګردانه
nwen	سمندري
myas	ماسک
kwaf	وده
twis	ټکسيد
pcip	پنسل
srap	دسبزيجاتو
sren	نندارتون
tlun	پطلون
hrup	دفساد
nrip	دکابینې
srup	ښوروا
jran	جراح
bjat	سهمیه
gyat	جاسوس
hlem	بېپروا
srak	انتزاعي
kson	خورې
cwis	پنجشنبه
sret	صادقانه
hraf	دترافيکو
hres	معمارۍ
hsuf	دشنډولو
rwak	کیلر
twon	ornament
hfus	بیرته
hkom	کوډ
djat	هنتر
nlut	خبرپاڼې
hsef	مار
mris	دموکراسۍ
bric	دبیټرۍ
mlam	موم
zran	دشريکولو
cron	خپه
hzen	سویم
traf	نوار
cwaf	پاکټ
srip	سګريټ
mrot	موټور
swon	داوطلب
ryak	غبرګون
pfun	پهقسمي
blac	پنډاوبار
mret	وزارت
hjon	دجنسي
kcok	تبر
dram	الماس
kren	متبادل
tcek	دانګازې
hdif	دهویت
tfas	سفیر
hfot	لري
lwas	لټ
hmep	momentaneاړخ
kfin	دکوډييزونهلپاره
mwin	دخیاليژوندي
hrem	ray
pram	ختلو
byac	زېرزمینی
mren	یاد
swen	دمشرانوجرګې
kras	تابوت
hgun	بلع
nlok	داوچتیدو
ryic	دکرنيزو
gwin	ځي
srut	اتالن
hkes	پیچلي
hfis	استعفا
frak	پهواروار
hnom	دسیسه
hcop	Pub
hlec	تورمرچ
mlot	موسيقی
zrat	کانديد
proc	حامی
flik	ګیدړ
cyet	پښيمانه
hgim	chimney
slet	Hedge
tcok	ددقت
bjit	دپخوانيمرحوم
brot	دجوانې
bwat	کمپلې
hdus	pig
gwat	دفیلانو
kret	استخراجول
nwet	کتونکي
jwan	لاره
nwis	نوکان
mwic	دمچيو
bzat	لوبغاړی
gyan	خولو
zyit	اجرائيه
blic	وهم
pcet	ابهام
tsot	قات
bwit	داحاطې
tres	فشار
hkof	دمصرف
nyen	groan
hles	ورته
cyek	بوجۍ
hjis	ستن
gjan	پديده
prec	چلند
drot	Controlled
kcek	کږه
twic	چرګه
brak	بېرل
zwat	عادت
clap	عادتاړخ
tsec	کارپوه
bwin	تراغېزې
cwet	bounded
hbek	دنانوايانو
zlin	دزيتونو
mron	van
drin	وقف
psap	رسوا
gjin	دزیږیدونیټه
clut	څټک
cwun	خوشبويه
twaf	تورون
pcot	دتصغیر
krok	کوپړۍ
dlik	دمقننه
cwic	لهنیکهمرغه
srun	دعینکو
crec	لهمنځه
jlan	حاشیه
kcip	اتل
blin	میلیارده
ryik	کيمياوي
mlas	نبض
flit	ازمايښتي
hzet	غوټه
cwik	نېستې
twet	سکرټ
mwik	هفته
tfis	تخنیکي
tlon	موټر
cram	flattering
grac	پياوړتيا
kraf	کارغه
trup	ځانتیا
hduk	چنګک
cruk	پړانګ
nrap	housekeeper
crot	لويه
mlip	ملېشو
hfoc	عکس
nres	بشپړتیا
plos	جمع
tfam	شفاف
nlic	نولس
hwok	دوړ
nlen	مغمون
fyic	موثریت
hwuk	بېسارې
hgok	عضوي
flic	فقه
flot	ثاب
hboc	اړ
hwoc	ښیښکه
syot	سټوډیو
cwip	شامپاين
hbes	بیرغ
lwic	دطلاق
blot	بولټ
cwot	اسارت
cwam	درګ
prik	غیرفعاله
hfum	فوم
grik	جغل
zrin	دزیم
gren	سیاره
hfuc	دحشر
claf	اوزمانه
flas	پکه
hjot	حاره
hbim	خپلسري
krek	سیماب
hbec	مهربانه
tsaf	ځانمرګي
pwas	pluck
plot	خبريال
kfak	ولګوي
blak	بالکون
hdos	داغ
kwis	کلاسيک
kcos	تورنوي
psen	دتقاعد
kres	فعل
hzon	بیزو
srim	السلیک
glin	زړهنازړه
mlut	بدنامه
myot	دوارداتو
fwac	بنسټګر
troc	مشال
hgaf	ګرامر
hyop	yacht
ksip	منځهتللې
sres	دنړیدنې
hnup	ګنبزيد
hzun	مضبوط
mric	دعضلاتو
gjat	اندازه
hros	وموښئ
zrac	ډارن
tros	راوړو
myus	موږک
dwac	دخبرواترو
byak	وزه
htef	خیاط
hfek	وده
dzan	تحمیل
nyon	بېنومه
zrit	درسميثبت
pcos	سپورټ
hjec	ویلېشوې
dlas	ړنګول
mras	چتر
mram	دمنرالونو
cwut	اوربند
hbok	هیلۍ
swun	صابون
dwak	doll
plif	ماڼۍ
slon	دګنډلو
tfut	مبارکي
djac	پخلا
hjas	دټکولولپاره
kric	سوى
kwot	کنډکټر
gzan	ضمانت
clot	پلیر
ksek	دحشراتو
psam	حالت
mwut	یح
htem	دتللپاره
clon	ويلون
dzin	اوسيدونکي
rwim	پهترتيبسره
hyof	ګټه
dron	ښامار
dwit	دصوتيشواهدو
sroc	دصادرولو
hzot	دفسخې
djik	ځنډکوی
kfik	پرانيسته
ryun	مقرره
hmes	ښاروال
rwac	هارډویر
sruk	دسرکس
sros	اقلیت
bzan	بلوا
kset	ارکستر
bjon	بیکن
hjut	نامحدود
tfen	ددفاع
zwac	تاوان
dyin	مشوره
myis	موسیقي
mlis	ذهني
pret	ناکافي
tsek	طراح
hlom	ليمو
ksos	دټوخي
crok	دسرخوږ
flin	دښیرازوالی
mrun	ترکاڼ
swec	تصادفي
syuk	کاشوغه
blun	بالون
tcep	لهمدافع
fric	شربتونه
rwik	عمودي
rwen	مخه
flet	inferentialشواهدو
pfac	خپروونکی
srek	سرکه
tfun	تونل
pwet	معما
gyik	رياضي
fwot	وتله
lwin	متوازن
jwin	دځيګر
bwik	sublativeقضيه
hdup	لويدنې
hnop	انحصار
bwic	اوبتل
ryen	پهپامکې
hcem	زلزلې
hbos	لابراتوار
nrek	کارکوونکي
ryim	ریتم
nyic	تفسیر
dwas	دسفارت
rwok	راوپاروي
kram	ناتواني
ksim	تشريحيمزاج
clok	چاکلېټو
pcec	ویاړم
nyis	hermit
