ni	infinitive
swah	semelfactiveਪਹਿਲੂ
nyih	ਨਿਓ
fu	ਫੋਕਸ
plah	ਪਸੰਦਹੈ
po	paucalਦਾਨੰਬਰ
kyih	ਕਿਉਕਿ
ksih	causalਮਾਮਲੇ'
gi	ਨਾਮ
tfah	ਸਹੀnoun
crih	ਉਪਲੱਬਧਸਬਤ
kceh	ਬਿਹਤਰ
dwih	desiderativeਮੂਡ
wo	ਸ਼ਬਦਦਾ
srah	ਜਦਤੱਕ
tweh	terminativeਮਾਮਲੇ'
nwih	inessiveਮਾਮਲੇ'
pcih	ਜ਼ਰੂਰੀਮੂਡ
crah	ਵਿਸ਼ਵਾਸਹੈ
ro	ਰਾਜਦੇਪ੍ਰਸੰਗ
cwih	ਉਮੀਦਹੈ
kwih	factiveਸਬਤ
fi	ਵਾਪਸੀ
psih	optativeਮੂਡ
tseh	ਸੰਭਾਵੀਮੂਡ
lweh	allativeਮਾਮਲੇ'
nrih	anthropicਲਿੰਗ
tceh	ਉਸੇਹੀਵਿਸ਼ੇਮਾਰਕਰ
re	ਵੱਖ-ਵੱਖਵਿਸ਼ੇ
croh	ਡਰ
mrah	ਇਹਸਮਝਣ
cyuh	ਸ਼ੱਕ
twuh	dubitativeਮੂਡ
myih	ਸੁੰਦਰ
lyih	ਵਿਆਜ
flah	counterfactualਸ਼ਰਤ
we	vialisਮਾਮਲੇ'
clih	ਠੰਡੇ
pyih	ਅਮਨ
su	ਨੂੰਛੱਡਕੇ
kwah	ਇੱਛਾ
le	ਲੰਬਾਈ
bo	ਸੰਭਾਵਨਾ
mlah	ਸਮੱਸਿਆ
syah	ਮੁਸਕਾਨ
slih	ਸਲੀਪ
zi	ਹਵਾਲਾ
twoh	quotativeਮਾਮਲੇ'
mo	ਸੰਮਲਿਤਵਿਅਕਤੀ
kcih	ਕ੍ਰਿਪਾ
rwih	precativeਮੂਡ
mrih	politeਰਜਿਸਟਰ
rwah	ਸੰਭਾਵੀਪਹਿਲੂ
cyeh	ਹੈਰਾਨ
go	gnomicਪਹਿਲੂ
tsoh	ਆਦਰ
za	inchoativeਪਹਿਲੂ
jwih	jussiveਮੂਡ
mwih	permissiveਮੂਡ
sloh	ਦੀਸਫਲਤਾ
prih	ਪ੍ਰਾਈਵੇਟ
de	ਵੰਡਣਾਤਮਕਮਾਮਲੇ'
tcoh	ਦਰਦ
ryah	ਹਾਸਾ
mlih	ਸਿਆਣੇ
ye	ਵੱਧਦੇਮਾਰਕਰ
ke	commissiveਮੂਡ
creh	ਵਿਅਰਥ
mweh	completiveਪਹਿਲੂ
nrah	ਨਿੱਘੀ
nroh	ਕ੍ਰੋਧ
bwah	ਬਾਵਜੂਦ
trah	ਹੰਕਾਰ
mroh	ਨੈਤਿਕ
slah	ਦੀਸਿਹਤ
syih	ਸਮਾਜਿਕ
pe	ਛੁਡਾਊਪਹਿਲੂ
krih	ਉਤਸੁਕ
tfih	intensifier
fe	ਅੰਤ
prah	ਨੂੰਪਾਸੇ
trih	ਸਬਤ
nwah	ਸਬਤਮਾਮਲੇ'
srih	ਸ਼੍ਰੋਮਣੀਅਕਾਲੀਦਲ
zo	zoicਲਿੰਗ
nweh	eventiveਮੂਡ
cwoh	ਉਸੇਹੀਘਟਨਾਮਾਰਕਰ
plih	multiplicativeਮਾਮਲੇ'
dwah	ਲੋੜੀਦੀ
kcoh	ਥੱਕ
drah	ਸੰਤੁਸ਼ਟ
lu	ਅਟਕਲਪੱਚੂਮੂਡ
frih	ਜਾਣੂਰਜਿਸਟਰ
frah	ਜ਼ਖਮੀ
mruh	ਮੂਰਖ
djih	ਹਮਦਰਦੀ
krah	ਦਾਧੰਨਵਾਦ
cruh	ਸ਼ਰਮ
fyah	ਸ਼ਬਦਮਾਰਕਰ
ryih	ਅਟੱਲ
kruh	ਕੌੜਾ
tyeh	ਪਾਠਨੂੰ
kreh	ਬੇਰਹਿਮ
tleh	hesternalਭੂਤਕਾਲ
kfah	ਕੁਰਬਾਨੀਦੇ
dyih	ਨੂੰਨਫ਼ਰਤ
cloh	ਤਰਕਸ਼ੀਲਲਿੰਗ
nloh	ਦਾਆਨੰਦ
psah	ਨਿਰਾਸ਼ਾ
sleh	vegetalਲਿੰਗ
nruh	ਮਾਸੂਮ
drih	ਪ੍ਰਸ਼ੰਸਾ
sroh	ਮਾਫ਼ੀ
brih	ਅਧਾਰ
kluh	ਉਲਝਣ
bwih	ਰਹਿਮਤਮੂਡ
klih	ਦੋਸ਼ੀ
grih	ਬੇਸਮਝ
nyeh	ਪਹਿਲਮਾਮਲੇ'
nleh	ਨਿਮਰ
dlih	ਦੇਰੀਜ਼ਰੂਰੀ
proh	ਦੀਰਿਪੋਰਟਸਬਤ
mloh	ਉਦਾਸੀ
du	ਇਕਵਚਨ
jrih	ਧੀਰਜ
freh	referential
kloh	ਇਕੱਲੇ
kroh	ਸੁਹਜ
tcuh	ਜੋਸ਼
kcuh	inductiveਮੂਡ
xa	ਭਾਸ਼ਣਪ੍ਰਸੰਗ
nreh	ਘਬਰਾ
pseh	ਪਹਿਲੂ
ge	ਏਜੰਟ
mu	ਸਲਾਹਮੂਡ
byah	ਲਾਲਸਾ
pcoh	ਭੀੜ
treh	ਸਿੱਧੀਸਬਤ
yo	ਡਰਦੇਮੂਡ
cwuh	ਸਦਮਾ
tloh	ਹਾਲਹੀਪਿਛਲੇਭੂਤਕਾਲ
dlah	ਨਿਸ਼ਚਿਤਲੇਖ
cluh	ਬਦਸੂਰਤ
myuh	humor
dyah	distalਜ਼ਾਹਰ
rwuh	ਈਰਖਾ
troh	imprecatoryਮੂਡ
dzih	indifference
swuh	assumptiveਮੂਡ
bzah	ਠੱਠੇ
gwih	ਅਰਥਾਤ
dloh	hodiernalਭੂਤਕਾਲ
dweh	delimitativeਪਹਿਲੂ
kweh	ਬਿਨਾਵਿਅਕਤੀ
truh	ਤਾਪਮਾਨ
tfeh	telicਪਹਿਲੂ
lyeh	atelicਪਹਿਲੂ
ru	ਜਿਆਦਾਮੂਡ
kfih	ਬਚਕਾਨਾ
cyoh	ਸ਼ੱਕੀ
nluh	ਵਫ਼ਾਦਾਰੀ
cweh	ਜਾਲ
nwoh	ਐਨੀਮੇਟਡ
sruh	ਖ਼ੁਸ਼ੀ
ksoh	ਜਿਨਸੀ
lyah	ਆਲਸੀ
mreh	momentaneਪਹਿਲੂ
pceh	ਅਫਸੋਸ
bjih	ਸਾਬਕਾਮ੍ਰਿਤਕ
pcuh	ਅਨਿਸ਼ਚਿਤਤਾ
xi	ਆਦਤਪਹਿਲੂ
blih	ਪਾਰ
tsuh	ਮਾਮੂਲੀ
fwih	Majestic
grah	ਖੁਸ਼ਾਮਦੀ
brah	ਇਖਤਿਆਰੀ
cleh	ਦਿਆਲੂ
sreh	ਰਸਮੀਰਜਿਸਟਰ
pfah	ਲਾਹੇਵੰਦ
droh	ਸਬਿੰਧੀਸਬਤ
flih	inferentialਸਬਤ
sweh	sublativeਮਾਮਲੇ'
ksuh	declarativeਮੂਡ
pleh	ਸਨਮਾਨ
psoh	ਅਜਿੱਤ
be	ਜ਼ਬਾਨੀ
mwoh	reverie
kleh	ਕਸ਼ਟ
glah	ਲਾਲਚ
kseh	ਸੱਜਣਮੂਡ
zrah	ਅਸੰਤੁਸ਼ਟ
dyoh	idiophone
syoh	ਡੌਰ
gwah	ਬਹੁਤਜ਼ਿਆਦਾਮਾਮਲੇ'
zlih	irrealisਮੂਡ
zrih	shyness
byih	ਅਨੁਕੂਲਤਾ
ryeh	pronounਮਾਰਕਰ
fwah	ਬੱਚਤ
bjah	ਉਤਸਾਹਿਤ
kxah	equanimity
gvih	pegativeਮਾਮਲੇ'
pxih	ਸਿੱਧ
xrah	ਪੁੱਗ
tfoh	ਭਵਿਖ
kxih	ਤੋਬਾ
ryoh	prosecutiveਮਾਮਲੇ'
qyah	ਮਗਨ
r6	participle
txah	ਰਿਮੋਟਪਿਛਲੇਭੂਤਕਾਲ
xrih	ਇਤਿਹਾਸਕਭੂਤਕਾਲ
dxah	ਦੋਹਰਾਦਾਨੰਬਰ
syuh	ਸੁਪਰ
vweh	ਹੋਇਓ
n6	ਸੰਵੇਦੀਸਬਤਮੂਡ
bweh	ਜਨੂੰਨ
xlih	ਪ੍ਰਸੰਨ
txih	ਇਹਸੋਚਦੇ
sluh	ਸਵੈਸੰਤੁਸ਼ਟ
txoh	ਮੋਸ਼ਨਚੜਾਈ
xe	ਵਿਆਪੀ
pxah	ਫਸਾਉਣ
vwah	ਮੋਸ਼ਨਢਲਾਣ
xyih	Elite
fleh	ਵਿਭਕਤੀਵਾਚਕ
psuh	superessiveਮਾਮਲੇ'
syeh	satyr
qi	transitive
xruh	ਨੂੰਫੜਨਆ
zwah	ਵਾਹ
tr6h	ਮੋਸ਼ਨਕਾਸਲ
qwah	unambitious
xlah	ਦੁਨੀਆਭਰ
tyoh	intransitive
tluh	anticlimax
qa	ਮੌਜੂਦਾਸਾਰਥਕਮਾਰਕਰ
kxoh	ਕੁੱਤੇਥੱਕ
rwoh	ORDINAL
ve	ਵੈਕਟਰ
kyoh	ਿਕਲੋ
swoh	ਕ੍ਰਮ
pxeh	partitiveਮਾਮਲੇ'
txeh	ਨੂੰਵਧਾਉਣਦੇ
dxih	predicative
pxoh	prolativeਮਾਮਲੇ'
pfoh	ਪ੍ਰੋਸ਼ਬਦ
blah	blase
fyih	ਗੈਰਮਨੁੱਖੀ
xo	ਅਭਿਨੇਤਾਭੂਮਿਕਾ
pc6h	ਮੁਕੱਦਮੇਦਾਨੰਬਰ
greh	ਤਿਆਰਮਾਮਲੇ'
groh	ਟੀਚਾਟਰਿੱਗਰ
dxoh	ਮੱਧਅਵਾਜ਼
rweh	obliqueਮਾਮਲੇ'
xwah	ਮਰੀਜ਼ਮਾਮਲੇ'
xu	ਪਰੀhodiernal
xroh	ਪਹਿਨਣਬਾਹਰ
ks6h	causative
vi	ਬਾਈਨਰੀਮੁੱਲ
dleh	ਮਾਡਲਮਾਮਲੇ'
gjeh	ਹੋਰਜੇ
xreh	ਕੰਮ
lwoh	locativeਮਾਮਲੇ'
ml6h	multalਦਾਨੰਬਰ
gjih	ਗਲੈਕਸੀਲਿੰਗ
qlah	ਤਾਰਾਲਿੰਗ
bvih	abessiveਮਾਮਲੇ'
dvah	adessiveਮਾਮਲੇ'
je	agentiveਮਾਮਲੇ'
t6	ਏਜੰਟਟਰਿੱਗਰ
kxeh	ਨੂੰਮਾਮਲੇ'
gxih	ਆਮਲਿੰਗ
tc6h	ਤਲਬੀਫਾਰਮ
ts6h	transਅੰਕ
ryuh	ਸਿੱਧੀਇਕਾਈ
gveh	ergativeਮਾਮਲੇ'
pyoh	ਉਦਾਸੀਨਅਵਾਜ਼
qe	ਸੀਮਿਤverb
xwih	ਪ੍ਰਾਇਮਰੀਇਕਾਈ
myoh	gnomicਮੂਡ
vrih	ਫਾਈਨਲਕਣ
va	evitativeਮਾਮਲੇ'
bveh	subessiveਮਾਮਲੇ'
dxeh	ਚਿੰਬੜੇਮਾਮਲੇ'
dvih	lativeਮਾਮਲੇ'
tsa7h	antessiveਮਾਮਲੇ'
dyeh	adverbialਮਾਮਲੇ'
mleh	ਐਨੀਮੇਟਲਿੰਗ
pfeh	ਹਮਦਰਦਆਨੰਦਨੂੰ
xleh	ਵਾਹਨਲਿੰਗ
qlih	ਖਣਿਜਲਿੰਗ
xloh	ਜ਼ਬਾਨੀnoun
dreh	ਦੂਜਾਭਾਸ਼ਾ
bvah	ਸਵੈਦਾਭਰੋਸਾ
qrah	ਤਬਦੀਲੀਦੇਘਟਨਾ
fo	ਵੱਖ-ਵੱਖਘਟਨਾ
sl6h	crastinalਭੂਤਕਾਲ
fyoh	ਕ੍ਰਿਯਾਸ਼ੀਲਅਵਾਜ਼
bxih	ਬ੍ਰਹਿਮੰਡਲਿੰਗ
jlih	transitiveverb
kyeh	ਇਲਾਕੇਲਿੰਗ
txuh	ਖੋਜਲਿੰਗ
s6	ਕਲਾਤਮਕਲਿੰਗ
preh	ਮਰੀਜ਼ਟਰਿੱਗਰ
sr6h	ਵੱਖਰਾਲਿੰਗ
nyoh	ਅਸਿੱਧੇਭਾਸ਼ਣ
zreh	exocentricਮਾਮਲੇ'
kfeh	ਪਿਛਲੇperfective
jo	ਰੂਪverb
kxuh	ਸਮੂਹਕnoun
bu	absolutiveਮਾਮਲੇ'
qrih	ਗ੍ਰਹਿਲਿੰਗ
kfoh	ਕੋਰbenefactive
kwoh	ਜੁੜਨਸ਼ੀਲਮਾਮਲੇ'
pluh	ਉੱਤਮਮਾਮਲੇ'
jrah	ਬਿਜਲੀਮੌਜੂਦਾ
glih	ਬੇਜਾਨਲਿੰਗ
p6	propositiveਮੂਡ
vrah	ਦੋਤਰਫ਼ਾਅਵਾਜ਼
lyuh	ਲਗਾਤਾਰਧਾਰਾ
gleh	ਛੇਤੀਹੀਭਵਿੱਖਭੂਤਕਾਲ
lyoh	applicativeਅਵਾਜ਼
ps6h	antipassiveਅਵਾਜ਼
tfuh	continuativeਪਹਿਲੂ
nr6h	necessitativeਮੂਡ
pr6h	ਉਦਾਸੀਨparticiple
sy6h	ਸਦੀਵੀਧਾਰਾ
qyih	ਪ੍ਰਕਾਸ਼ਵਾਨਤੀਬਰਤਾ
gluh	singulativeਦਾਨੰਬਰ
kwuh	ਬਹੁਤਜ਼ਿਆਦਾਅੰਤਰਾਲ
xyah	ਸਿੰਗਲਕਾਰਵਾਈverb
vlih	ਉੱਤਮਡਿਗਰੀ
djah	ਮੌਜੂਦਾparticiple
m6	ਦੀਰਕਮਦੇਪਦਾਰਥ
ti7	connectiveਕਣ
f6	epentheticmorpheme
tli7h	ਰਿਮੋਟਭਵਿੱਖਭੂਤਕਾਲ
si_	postpositionalਮਾਮਲੇ'
l6	allocutionਸਮਝੌਤੇ'
k6	frequentativeਪਹਿਲੂ
bzih	ਵੰਡਣਾਤਮਕpronoun
tu7	ਫਲੋਟਿੰਗਬਿੰਦੂਦਾਨੰਬਰ
vo	verbaffix
ki7	ਪਿਛਲੇਉਦਾਸੀਨparticiple
ta_	locativeਦਿਸ਼ਾਮਾਮਲੇ'
