ni	infinitive
tcoh	êş
ryah	ken
mlih	rîsipî
ye	markerxwedaniyê
ke	moodcommissive
creh	xwehez
mweh	aspectcompletive
nrah	germ
nroh	hêrs
bwah	tevî
trah	serbilindî
mroh	rûhî
slah	tendûrûstî
syih	civatî
pe	aspectcessative
krih	miraqker
tfih	intensifier
fe	paşan
prah	aliyekî
trih	evidential
nwah	dozaevidential
srih	xemgîn
zo	zayendîzoic
nweh	moodeventive
cwoh	markerhemanbûyerê
plih	dozamultiplicative
dwah	têxwestin
kcoh	westya
drah	têr
lu	moodspekulasyonê
frih	qeydanas
frah	birîndar
mruh	dînê
djih	pêrehis
krah	sipaskirin
cruh	şerm
fyah	markerbikaranînê
ryih	preordained
kruh	tal
tyeh	nivîstok
kreh	hovane
tleh	hesternaltense
kfah	qûrban
dyih	nifret
cloh	zayendîmentiqîye
nloh	hizkirin
psah	şaşmanî
sleh	zayendîvegetal
nruh	bêsûc
drih	dilpêmayî
sroh	borînî
brih	bingeh
kluh	tevlihev
bwih	moodbenedictive
klih	sûcdar
grih	nezan
nyeh	dozadestpêşxeriya
nleh	dilnizm
dlih	dahatûyêimperative
proh	evidentialragihandin
mloh	Evdên
du	singular
jrih	sebir
freh	referential
kloh	tenê
kroh	sihêr
tcuh	ecêbî
kcuh	moodInductive
xa	çarçoveyêdevegotina
nreh	rehok
pseh	aspect
ge	casus
mu	moodadmonitive
byah	xîret
pcoh	astengket
treh	evidentialdirect
yo	moodapprehensive
cwuh	hûrmik
tloh	dawîde,demaborî
dlah	gotaradefinite
cluh	nerind
myuh	dilşahî
dyah	distalîşarkî
rwuh	beecok
troh	moodimprecative
dzih	venedişart.
swuh	moodassumptive
bzah	jest
gwih	yanê
dloh	hodiernaltense
dweh	aspectdelimitative
kweh	kesêexclusive
truh	germî
tfeh	aspecttelic
lyeh	aspectatelic
ru	moodqedexekar
kfih	zarokane
cyoh	nebawer
nluh	pêvgirêdayî
cweh	dek
nwoh	animasiya
sruh	biheyecan
ksoh	cinsî
lyah	qelp
mreh	aspectmomentane
pceh	poşmanbûn
bjih	berêyêmirî
pcuh	nezelaliyêde
xi	aspectcîhûwarê
blih	milîtanekî
tsuh	weta
fwih	biheybet
grah	hîşt
brah	kêfî
cleh	dinêre
sreh	qeydênfermîyên
pfah	kêrtê
droh	evidentialbihîstbar
flih	evidentialinferential
sweh	dozasublative
ksuh	mooddeclarative
pleh	îmtiyaz
psoh	têknare
be	devkî
mwoh	ponijan
kleh	rebenî
glah	çavtengî
kseh	moodaffirmative
zrah	nerazîbûna
dyoh	ideophone
syoh	tirsand
gwah	dozaexessive
zlih	moodirrealis
zrih	shyness
byih	adaptasyona
ryeh	markerpronoun
fwah	frugal
bjah	ecstatic
kxah	qonaxęn
gvih	dozapegative
pxih	bidadperwerî,
xrah	expiring
tfoh	nawate
kxih	neketiye
ryoh	dozaprosecutive
qyah	wêlêt
r6	participle
txah	jidûrve,demaborî
xrih	dîrokîtense
dxah	hejmaradual
syuh	yekemxweş
vweh	overworked
n6	moodevidentialhesteyî
bweh	aqilwindayî
xlih	hilarious
txih	twinge
sluh	xwetêr
txoh	motionSerqela
xe	Pozîsyona
pxah	entrap
vwah	motiondownhill
xyih	elîtên
fleh	têkişandin
psuh	dozasuperessive
syeh	satyr
qi	transitive
xruh	Dixon
zwah	wow
tr6h	motionupriver
qwah	vecinoq
xlah	seranserêcîhanê
tyoh	negerguhêz
tluh	anticlimax
qa	markerrelevanceniha
kxoh	dogwestiyayî
rwoh	ordinal
ve	vector
kyoh	kîlo
swoh	piralîyên
pxeh	dozapartitive
txeh	augmentative
dxih	predicative
pxoh	dozaPROLATIVE
pfoh	komepeyvapro
blah	Blase
fyih	mirovanyane
xo	rolaaktorê
pc6h	hejmaradarizandin
greh	dozaragirtiye
groh	jisedemênarmanca
dxoh	dengênavîn
rweh	tewanga
xwah	dozanexweş
xu	prehodiernal
xroh	kincekî
ks6h	înfeksiyon
vi	nirxabinary
dleh	dozamodal
gjeh	din,eger
xreh	under
lwoh	dozalocative
ml6h	hejmaramultal
gjih	zayendîgalaxy
qlah	zayendîstar
bvih	dozaabessive
dvah	dozaadessive
je	dozaagentive
t6	pevçûnekemezinagent
kxeh	jibodoza
gxih	zayendîhevbeş
tc6h	form,ressam,
ts6h	bijimareyêntrans
ryuh	objectdirect
gveh	dozaergatîv
pyoh	dengekîpasîf.
qe	verbaqilê
xwih	objectbingehîn
myoh	moodgnomic
vrih	particledawî
va	dozaevitative
bveh	dozasubessive
dxeh	dozacinoyî
dvih	dozalative
tsa7h	dozaantessive
dyeh	dozaadverbial
mleh	animatezayendî
pfeh	şahîempatîk
xleh	zayendîwesayîta
qlih	zayendîmineral
xloh	verbalnoun
dreh	zimanêduyem
bvah	bawerîbixwe
qrah	guhertinabûyerê
fo	bûyercuda
sl6h	crastinaltense
fyoh	dengêrefleksîfa
bxih	zayendîgerdûnê
jlih	verbtransitive
kyeh	zayendînavçe
txuh	zayendîlêkolîn
s6	zayendîhunerî
preh	jisedemênnexweş
sr6h	zayendîrazber
nyoh	axaftinanerasterast
zreh	dozaexocentric
kfeh	perfectiveborî
jo	verbbişêweyekî
kxuh	nounkolektîf
bu	dozaabsolutive
qrih	zayendîcîhanî
kfoh	BENEFACTIVEcore
kwoh	dozaassociative
pluh	dozasuperlative
jrah	nihaelektrîkê
glih	zayendîinanimate
p6	moodpropositive
vrah	dengêşabe
lyuh	şertî,serkevt
gleh	dinêzîkdepêşerojê,raweyadema
lyoh	dengêapplicative
ps6h	dengêantipassive
tfuh	aspectcontinutive
nr6h	moodnecessitative
pr6h	passiveparticiple
sy6h	şertîxirabdene
qyih	sewiyêde,Tawisî
gluh	hejmarasingulative
kwuh	durationfehş
xyah	verbçalakiyêdeyek
vlih	degreesuperlative
djah	presentparticiple
m6	mêjerahilikeka
ti7	particlenecirxerab
f6	morfemaepenthetic
tli7h	pêşerojadûrtense
si_	dozapostpositional
l6	peymanaallocutive
k6	aspectfrequentative
bzih	pronoundistributive
tu7	herikînhejmarapoint
vo	verb,qertafa
ki7	passiveparticipleborî
ta_	Dozaalîlocative
