hnit	Infinitive
lyan	ხანგრძლივი
hsac	ამბობენ
kyan	როგორ
htas	ერთხელ
hsic	აქ
hcik	ვფიქრობ,
hcak	ქვეშკონტექსტში
hfan	ი
hsun	ხელი
hyac	ასევე
nwan	ახალგაზრდა
tyit	წინააღმდეგ
tlan	ღმერთი
twak	delativeშემთხვევაში
hmin	არაფერი
hyas	ერთხელ
hlap	semelfactiveასპექტი
kcac	მარცხენა
hyic	ხერხი
hcas	სახლი
hwac	მსოფლიოში
tyin	სამი
hnun	neo
hcuk	აქცენტი
pyan	მიყვარს
hsis	ყოველთვის
hyam	ღამის
hyap	მეფე
hkic	შორის
hmas	გონება
cyit	გული
pluc	paucalნომერი
kyik	იმიტომ,რომ
ksak	მიზეზობრივიშემთხვევაში
tcun	შესრულებულია
hnim	სახელი
tsan	სათანადოარსებითისახელი
klac	ქვეყანა
hpun	სთხოვა
cyat	ჩანსმტკიცებულების
pcac	უკეთესი
hmac	მომენტი
hnas	არშეუძლია
hwic	წყლის
twim	desiderativeგანწყობა
kwan	მსუბუქი
tlat	სიტყვა
tyan	კარი
hsas	დილით
syat	სანამ
twik	terminativeშემთხვევაში
hpit	თეთრი
pcan	ფული
hyis	ცუდი
mwan	სიკვდილი
hfam	ფორმა
nwik	inessiveშემთხვევაში
kcat	ერთად
tsac	ხშირად
pyat	მეგობარს
psan	ნახევარი
hpim	აუცილებელიაგანწყობა
hyuc	რაუნდი
hfat	გაგზავნილი
hcis	ცოლი
kcan	მჯერა,
hsik	საჯარო
htus	სახელმწიფოკონტექსტში
hpas	შვილი
clat	ბავშვები
tyak	შესაბამისად,
cwan	იმედიმაქვს,
syin	ძვირფასო
hkuc	მაღალი
tyac	წაკითხული
syit	ქალაქი
hlic	უკვე
hfit	factiveმტკიცებულების
tcac	გოგონა
hcun	გესმის
ksan	მინიმუმ
hyaf	ალბათ
kyat	მართლაც
tcic	სხეულის
hwit	დაბრუნების
cwat	საჰაერო
hfaf	კანონი
hput	დაეხმაროს
lyat	წერილი
ksas	ოთხ
hpic	optativeგანწყობა
hfuk	ცეცხლი
hcam	საათი
twat	ომის
kyak	რამდენიმე
tlit	მეორე
pcin	უკან
hmut	დაკარგული
clan	ათასი
hfac	ოჯახის
twan	სული
hwas	კითხვა
syan	სიმართლე
htis	მიღების
tsat	პოტენციურიგანწყობა
lwik	allativeშემთხვევაში
nyin	anthropicგენდერული
hfak	ხუთ
tcak	იგივესათაურიmarker
htuc	სხვადასხვასათაური
hnap	პასუხი
hmit	ზღვის
hcuc	შიში
pcat	მესმის,
syas	ვადები
hcaf	ეჭვი
twut	dubitativeგანწყობა
hkis	შავი
tlak	მოუტანს
hyus	ლამაზი
nyit	სახის
htip	ათი
ksis	ისტორია
hpuk	წიგნი
hlin	ელექტრონული
hkun	ანგარიშის
lyas	ინტერესი
lyit	დაწერა
pwat	საწოლი
hnis	ასაკი
hnut	ჰიპოთეტურიპირობითი
slas	ხელოვნება
hwis	vialisშემთხვევაში
pyak	ძმა
lyin	ონლაინ
tyas	მაგიდა
hyun	მდინარე
kyac	თვალის
tfan	მოულოდნელად
kcin	ღრმა
hmuc	მიზნით
cyac	სისხლის
hmap	გაიზარდა
tlin	ცივი
hyif	წინ
tyam	ბოლოს
hnaf	ვარაუდობენ,
hkip	თითქმის
myan	აფეთქდა
tsin	ცოდნა
hkup	ასლი
hsam	ქმარი
hlis	ექვსი
cwit	ცხოვრების
cyan	მშვიდობა
myat	მახსოვს
tyic	ბუნებრივი
hfut	დაეცემა
swas	მომსახურება
hsap	გარდა
pcit	საავტორო
hyim	არმია
kyas	ცხენი
plic	მომავალი
pcak	west
hpis	გადახდა
hyuk	წითელი
hwun	ოქროს
twin	სურვილი
plan	თამაში
hpus	ოფისი
syun	მთავრობის
kyic	ეკლესია
htaf	ძალა
hlun	სიგრძე
kyin	კომპანია
kyis	ქაღალდი
mlan	ალბათობა
hcim	განსაკუთრებით
cyas	დათვი
twac	window
nyat	სილამაზის
hcus	უკანასკნელი
htup	მოვალეობა
htif	მანძილი
pyas	ფეხით
hlas	ველური
ksin	მწვანე
hmaf	პრობლემები
myac	ღიმილი
hsim	ძილის
kyit	ციტირებული
kwik	quotativeშემთხვევაში
fwan	ვიზიტი
slan	დაიცვას
psit	ყოფნა
hmic	ტკბილი
hmuf	პირი
hfin	მდიდარი
tcam	მტერი
psuk	გატეხილი
kcap	გემი
pwan	ინკლუზიურიპირი
hfic	გავლენა
tcuc	როგორცჩანს,
hkim	საიდუმლო
pyin	გთხოვთ
pwit	precativeგანწყობა
pyit	თავაზიანირეგისტრაცია
cwak	ბოროტი
myak	მარტი
tcas	ადგილები
hlaf	დარჩენა
psat	ნაცვლად
nlan	ლურჯი
psac	შეუძლებელია
kcuk	სკოლა
kcit	ქორწილი
kcak	საკვები
syis	ოცი
tlac	მშვიდი
hcip	პერსპექტიულიასპექტი
kwin	მიცემა
tsit	შეწყვიტა
pyac	ენა
hsus	კვირის
hcup	დარბაზში
cyap	საინტერესოა
tfin	დაიბადა
fyat	სასამართლო
hnip	gnomicასპექტი
tsak	მიმართ
tlas	ღირს
syuc	ხე
plat	კედლის
cyak	სამოთხეში
twip	inchoativeასპექტი
mlat	ბრძანება
swit	jussiveგანწყობა
mwas	თვის
hwaf	სრულყოფილი
tyap	გამოცდილება
ksac	გარემოებები
syac	ახალი
hnuk	duke
kwak	დაფარული
tyuk	აღმოსავლეთ
pwac	ქვის
hkif	კეთილშობილური
nyac	მიმართულებით
cyis	სკამი
tyuc	ელოდება
tsun	სოფელ
tyik	ვეთანხმები
hnum	permissiveგანწყობა
slak	წარმატება
tsic	ცდილობს
slat	hill
hmik	მუსიკა
hkus	ტირილი
hsip	შვიდი
hpaf	კერძო
nwas	ახალიამბები
tfac	სცენა
fyan	ბაღში
cwas	დაიწყოს
hfik	გამანაწილებელშემთხვევაში
lyac	ვისწავლოთ
syik	პოლიტიკური
clin	henry
cyin	ტყუილი
tsas	მიცემული
cyik	უფლებამოსილება
tlap	სართული
cyam	ზაფხულში
tcut	რელიგია
tcap	გაქცევის
hlut	ავტორი
pyun	brown
tcuk	ტკივილი
swan	გაზაფხულზე
hmun	რბილი
kyun	კუთხეში
nyak	სასაქონლონიშნის
tsis	სამართალი
psas	აწარმოოს
cyaf	სიცილი
hwut	დაგავიწყდეთ
hyup	europe
hwap	რვა
psak	მიღება
kyap	საშინელი
pyic	საჭირო
hmim	საშუალო
hsaf	სუნთქვა
hmis	ბრძენი
hsum	კუთვნილებითიmarker
ksat	სასიამოვნო
ksit	მძიმე
tsap	კუნძული
kyam	ბანაკში
tcum	შეეხოთ
cyun	ბედი
psic	ნაპირი
tyun	domain
mwit	commissiveგანწყობა
tlut	ხარისხი
myit	ზამთრის
kfan	ქცევის
slac	გაშვებული
myin	წუთი
tyip	გამოიწვიოს
klas	მინა
pfat	ფორუმში
cyic	უშედეგოდ
swam	საქმეთა
syam	უსაფრთხო
tsut	ექიმი
hlip	completiveასპექტი
kcas	სიბნელე
nyun	თბილი
hpuc	სასმელი
tlam	მაგალითად
hfun	აღშფოთება
tsik	მიუხედავად
tsam	პირდაპირ
hmup	ქუდი
klak	ძაღლი
slin	ვერცხლის
swac	მსახური
kcam	სიამაყე
pyik	მატარებელი
myut	მორალური
syak	შესვლის
swat	ხმალი
kyuk	თავდასხმა
clac	ჯანმრთელობის
tyaf	პუნქტის
swic	სოციალური
tfit	დაბრუნების
hkaf	ოფიციალური
pcas	ერთიშეხედვით
nyam	დიდება
tfat	თორმეტი
pcut	დაკავებული
pwin	ღვინო
mwat	გემო
fyac	რკინის
syap	გავრცელება
myap	სავაჭრო
hyum	გამოყენების
fwak	მოსამართლე
klat	კაპიტანი
twap	შეწყვეტისასპექტი
kcic	საინტერესო
kwic	უცხოური
hnif	გამაძლიერებელი
myun	მნიშვნელობა
tlic	საბოლოოდ
cyuk	კისრის
syut	თავისუფლების
pfan	მხარე
kyuc	მშრალი
pcap	გარდა
tfak	მტკიცებულების
tcik	მტკიცებულებისშემთხვევაში
twun	შორეულ
tyis	პროგრესი
nyap	ვიწრო
plit	შენობა
hpif	გვერდი
pwic	ჩატარების
syic	სამწუხარო
tsip	ცოდვა
syim	ავადმყოფი
tcis	პატიოსანი
pcun	საბანკო
ksap	მიიღოს
lyam	ნაკადი
tcaf	ყურადღებით
kwac	ყურის
hpup	პური
kcut	აირჩიეთ
nwam	ცხოველთა
hsup	zoicგენდერული
nwit	Eventiveსისტემისგანწყობა
tcim	იგივეღონისძიებაmarker
tlik	multiplicativeშემთხვევაში
kyus	გადაკვეთა
hmus	სქელი
kfat	გაბედავს
nwat	იზრდება
myic	წვიმა
hpum	ზედაპირზე
swut	წმინდა
clis	ივლისი
mwun	მოდის
hfas	ფაილი
cwac	მხრის
kwat	კომფორტი
nwac	არავის
tcip	სასურველი
kfac	ბალახის
hmuk	მიაპყროს
plin	გახსნის
kwun	ივნისი
mlik	თევზი
klin	დედაქალაქში
pfut	მკერდის
twam	სარჩელი
fyin	ხარჯზე
nlit	შენია
mlin	მილიონი
pyut	ლოცულობენ
hluk	დაიღალა
ksut	კლავს
cyut	ჩრდილი
psin	წონა
kcis	ნაცრისფერი
pyam	მამაცი
mwac	კმაყოფილი
klam	თქმა
ksam	ეროვნული
hfip	სუსტი
klik	ხეობაში
hkum	სპეკულაციაგანწყობა
clas	ყვითელი
cyuc	სითბო
mlac	ნაშთები
syip	თანაბრად
pwak	ყუთი
tcif	აღნიშნა
psip	პრინციპი
ksik	შედეგი
tsim	სეზონი
flan	მეცნიერება
pcam	როგორცჩანს,
kcun	ჭაბურღილის
ksuk	ბიძა
mlit	სია
pcik	საშიში
kwas	აგვისტო
hluc	პოპულარული
klit	უცნობი
flak	ნაცნობი
fyit	ნაცნობირეგისტრაცია
lwat	მკითხველს
plun	ფეხით
twas	ორჯერ
pcis	მღვდელი
fyas	დაიჭრა
nlat	სასახლე
myuk	სულელი
pfak	ემხრობა
tcuf	ცხრა
cwap	თანაგრძნობა
plac	პაკეტური
pyap	აყენებს
lyic	ჩაცმული
hcum	ხმაური
lwit	ლიტერატურა
tsuk	წოდება
hfup	ქარიშხალი
kcik	ჯიბეში
nwap	ნოემბერი
tyim	დეკემბერი
psaf	არარსებობის
nlac	მოსახლეობა
kyaf	მადლობა
slis	სერია
pyaf	ფრინველის
mlak	მფლობელი
kwut	ქურთუკი
hwuc	ურთიერთობა
pyis	სწრაფად
twuc	მოწევა
nwak	იანვარი
mlic	მანქანა
tlis	კბილი
ksun	იწვის
clam	სირცხვილი
klaf	ხარისხი
clit	ბეჭედი
fyak	ფრაზა
fyam	ფრაზაmarker
kwap	კვ
hwip	კვირა
psis	პოეზია
pwut	preordained
kyim	ყიდვა
clic	სფეროში
pyip	აპრილი
kfap	ოქტომბერი
psut	ობიექტების
kcuc	მწარე
nlap	მონა
hsok	ფხვიერი
htet	ტექსტი
hbat	ცუდი
hrit	საკრედიტო
hzit	მახასიათებლები
hpet	თხუთმეტი
krac	სასტიკი
hduc	მტვერი
hrik	პრაქტიკული
hron	ფერი
hnus	ცხვირი
hric	მეგობრული
srik	მიწოდება
hten	გუშინ
tlet	hesternalდაძაბული
slap	ვერ
hban	აცვიათ
hdat	ბრმა
fran	ფრენა
hdan	devil
htec	თანდათან
hmon	მისია
cran	მსხვერპლს
hran	სინდისის
hmos	მინისტრი
nrit	ენერგიის
hcet	სიძულვილი
hset	ცენტრი
hrin	რაციონალურიგენდერული
hcot	სარგებლობენ
hrip	მოკლე
htep	თაყვანისცემა
hcif	კანი
hrat	სახურავი
kran	გვირგვინი
hkon	ციხე
tran	სასოწარკვეთა
hmif	mile
trin	წრე
hgin	ციხეში
hkop	თასი
hcen	წევრი
swin	სამოქალაქო
hrac	ყველგან
hris	საბაჟო
hbin	ხდება
hmot	ხორცი
hdut	რძე
hwen	მცენარეულიგენდერული
nran	იშვიათი
hbac	დეიდაშვილი
crut	ხიდი
hsoc	საფონდო
hsom	მარილი
nris	innocent
hbit	თავიდანაცილებისმიზნით,
crin	აღფრთოვანებული
rwin	დედოფალი
hgut	იმედი
hdas	ცეკვა
hnot	სასტუმრო
hdin	შეავსოთ
hton	პატიმარი
hdak	მაღაზია
hlet	კიბეები
hson	შეწყალების
hgek	gay
hras	ქვიშის
hsep	სექტემბერი
hbic	ჩაშლის
hlen	ლიცენზიის
hcon	საკმარისად
hgit	მოწმე
kfon	სამზარეულო
hbak	გაყიდვა
tlim	მკურნალობა
hsot	სიჩქარე
kyut	კომპიუტერული
hnen	მარადიული
htek	ბიბლიოთეკა
hzan	შეიცავს
hbis	ბაზა
hbun	დაბნეულობა
kcus	მზარეული
hgat	უდაბნო
hwus	კოცნა
hbif	ice
hbot	ბურთი
hrut	არგუმენტი
hdit	კურთხევადგანწყობა
hdis	დამნაშავე
hjan	სასჯელი
plis	პოლიციის
hgan	დამალვა
hsen	ექსპედიცია
nrin	ignorant
hyen	cloud
frif	თებერვალი
hdik	დაავადება
hnek	ინიციატივაშემთხვევაში
hbam	დეიდა
hmen	თავმდაბალი
hdip	გადაიდოაუცილებელია
prat	ცნობითმტკიცებულების
hdet	შუაღამისას
hjit	finger
hmoc	სადღაც
pran	პრეს-
kcec	რეგიონში
hken	ბოლოდროს
hloc	სევდა
hrak	თანამშრომლები
htes	მზერა
rwan	ჯილდო
hdon	დავეხმაროთ
htot	შუბლის
hnet	angel
hdun	სინგულარული
croc	შეცდომა
hlon	გამთენიისას
hyec	ცხვარი
hjin	მოთმინება
hrec	რეფერენტული
mran	სიმინდის
htos	უმრავლესობა
hcos	ღონისძიებები
hkoc	ზოგჯერ
hlif	მოგება
clak	შაქარი
hjat	კაცობრიობის
tram	ჩარჩო
hdic	დისკზე
hkok	lonely
srat	მხატვარი
crak	ხიბლი
hmet	ელ
hden	გადაწყვეტილება
gran	გამგებელი
crac	ფილიალი
hjac	ენთუზიაზმი
hdim	ინდუქციურიგანწყობა
hcok	ჩქარობს
hyet	ნავთობის
pwap	მილის
trat	ბეჭდვითი
tcot	მყარინაწილაკების
hdoc	oh
hren	დისკურსიკონტექსტში
tcon	შუადღისას
krin	სალონში
plam	სიგნალიზაცია
hnes	ნერვული
tcen	დაკვირვება
hsek	ასპექტი
plik	მოქმედი
slik	აბრეშუმის
hfen	cent
hgen	აგენტი
hnon	კავშირი
crik	ჯოჯოხეთი
tcet	უხარისხო
mrat	შერეული
hdam	მითითებაგანწყობა
hgac	ამბიცია
htoc	რატომღაც
hdac	რჩევა
nwin	კონსტიტუცია
srit	ინსტრუმენტი
hret	მტკიცედ
nlin	ონლაინ
hzat	tide
klic	კოლეჯი
hkek	კუდი
nric	თაობის
hgic	ხალხმრავალ
hgak	კატა
trit	პირდაპირიმტკიცებულების
tyot	ხელშეკრულება
hnok	შინაარსი
crit	მიტოვებული
slen	თერთმეტი
srin	ინსტიქტი
hpok	ტომის
hyot	apprehensiveგანწყობა
cric	თავშესაფარი
hruc	უხეში
cwin	riding
hzak	shake
dyit	მრეწველობა
hpec	პროფესია
nras	მედდა
hcec	სწავლების
hbut	ფეხსაცმელი
hmec	ბუნდოვანი
twot	საქმიანობის
crat	შაბათი
hkot	მოცულობა
hnec	sunshine
hwuf	ქვრივი
cren	დაიღვარა
nrat	ვარსკვლავი
hget	სტუმარი
hbik	დალოცოს
brin	შიდა
hpot	ხელმისაწვდომია
trac	წინააღმდეგობის
prac	გამომდინარეობს
hcoc	ღრუ
hpon	პროვინცია
hwim	ცივილიზაციის
dwan	hang
cwok	შოკი
hdok	მართვის
crun	საგანძური
hzik	თესლი
hrot	ბოლობოლოდაძაბული
hket	მეძინა
hcek	ავეჯი
hrop	თოკზე
mrac	სათავგადასავლო
byit	დღესასწაული
trak	წლიური
hzin	სამხრეთ
sric	ცერემონია
clik	ნადირობა
trap	ლიბერალური
hrim	ქრისტიანობა
hrus	princess
blat	საკურთხევლის
cyon	პატარა
hwep	ვებ
krat	კარდინალური
tris	purple
kcot	შევიკრიბოთ
hben	საარჩევნო
trik	მთვრალი
kfit	ლიფტით
tcec	გაცვლა
nrik	გარკვეულისტატია
grat	იმპერატორი
dran	ადმინისტრაცია
hpen	ადრე
cluk	მახინჯი
nrac	უვნებელია
ryin	სასწავლო
hrun	roll
nwic	inch
slit	სროლა
gzat	გაზეთი
krot	ჭრის
drit	წვერი
hzis	გაანადგურეს
hdap	თვრამეტი
sris	ისტორიული
mrut	მთლიანი
nyik	ტალახში
bran	პატარძალი
drat	დამოკიდებული
djan	giant
glat	სიმარტივის
hpoc	შემოდგომაზე
pras	veil
hgot	შეკრება
tret	თეატრი
tras	შედარება
rwit	კონკურენტი
hfon	ფორმირების
klot	მწვრთნელი
hmum	იუმორი
drac	დისკურსი
rwas	რომანი
tset	შურისძიების
hdot	დისტალურისაჩვენებელი
ryut	ეჭვიანი
hwon	მოწვევა
byat	დაიწვა
flac	ფლეშ
prot	პორტრეტი
crek	ვარაუდობენ,
htok	კონფლიქტის
htop	წყევლა
prit	imprecatoryგანწყობა
hces	უმწეო
klup	შესვლა
hnos	წყალდიდობის
dwin	გულგრილობა
prin	ჰორიზონტზე
mrit	სავარაუდოგანწყობა
tcoc	ციცაბო
hcom	ჰარმონია
grit	thunder
tlot	ბავშვობაში
hgik	მუხლი
hwes	უგონო
hzac	ორმხრივი
hsec	პროგრამულიუზრუნველყოფა
tson	ინსტიტუტები
ryit	მიღების
dlin	დისციპლინის
slip	slip
klon	რევოლუცია
hfim	ფერმერი
hpom	პლატფორმა
cyen	სტუდენტი
hgec	მღვიმე
hroc	ტრადიცია
srac	წარუდგინოს
ryat	ტრაგედია
kcen	ქალიშვილი
hbap	გამოსამშვიდობებელი
krik	კრიტიკა
krap	ბამბა
fwat	საავადმყოფოში
kcet	ქირავდება
hgas	გაზის
pfin	გარდაუვალია
dlit	ფოთოლი
ryan	თარგმანი
sran	დაკრძალვის
mrin	ფქვილი
hram	რომანტიული
dlan	დოლარი
hzas	ხუმრობით
hsos	თექვსმეტი
klen	კოლონია
gyin	ფრთა
hsif	lion
cluc	cunning
prip	მომზადება
hzut	mist
dwat	მედიცინის
krit	რედაქტირებულია
sras	ბუდე
hses	თოთხმეტი
brat	პროტესტი
flat	მჟავა
hjic	კერძოდ,
slic	იარაღი
hbuc	შესახებ
tron	orange
byan	აბანო
hrif	პრიმიტიული
tlip	დაამყაროს
blan	კალათაში
kris	მდივანი
hyon	ამასობაში
tren	დღეს
dlat	hodiernalდაძაბული
hzic	შხამი
tfic	თოფი
tlen	ნიჭი
hlim	კლიმატის
dyat	mate
kcon	გამოცხადება
dlac	სარეცხი
krak	აღიარება
hbas	სისულელეა
hkec	ქვანახშირი
hrek	აღდგენა
hkos	canoe
hwif	ვიცე
tric	დროებითი
hdep	delimitativeასპექტი
mwak	pile
ksot	ძვლის
hnoc	monday
nlas	სამშაბათი
brac	ოთხშაბათი
frap	ფედერალური
pfit	წარმომადგენელი
pcoc	ბოძზე
lyen	თეთრეულის
swak	რადიატორის
pcen	პრეზიდენტი
brit	სისხლიანი
hwec	ალყის
hwet	კუჭის
hlos	ფილმი
hbon	მრავალფეროვანი
pcon	სპილენძის
hsem	სამიტზე
lwac	იაფი
tsos	კონკურსი
kwen	ექსკლუზიურიპირი
trun	სადესანტო
trut	ძეგლი
hrap	საარტილერიო
hgap	დაკავება
trot	ტემპერატურა
grin	სამეზობლოში
hjak	იკისროს
hpek	პაკეტი
hlus	ირმის
hwos	საძინებელი
tsuc	ბუჩქი
pcuc	გამონადენი
cris	მემკვიდრე
clun	მუხა
hpes	უსიამოვნო
nlet	არასრული
hrom	პროგრამა
pyon	ფორტეპიანო
swet	დაარწმუნოს
dric	უხილავი
tyen	კარგადცნობილი
hruk	სისასტიკით
frat	დანიშნული
hyoc	ცდუნება
hlep	telicასპექტი
nrot	საერთაშორისო
nret	ძალადობრივად
hfif	ფილოსოფოსი
pfic	წარმომადგენლობა
hmek	მგრძნობიარე
hfec	კეთილდღეობა
myik	თევზჭერის
truc	იპარავენ
tcop	ტუჩის
rwic	გადადგეს
htom	ეკონომიკა
glan	გალერეა
pren	პარალელურად
hlek	atelicასპექტი
nrak	კონტინენტზე
truk	დაარტყა
hjim	prohibitiveგანწყობა
rwat	ჰალსტუხი
hcep	მობილური
dyan	კვერცხი
jrat	ხელოვნური
nren	შთაგონების
ksic	კრიზისი
tsoc	ეძებს
lwan	ლანჩი
hpos	ფიჭვის
hcuf	ბიძგი
tcus	სარჩელი
pset	ვრცელდება
hkep	სპილენძის
swis	მეზღვაური
prim	იმპერიული
trip	whip
cras	პერანგი
swap	პერსონალიბარათსგაატარებს
syet	ესკიზის
htof	ქურდი
clen	არხი
kwit	პიროვნება
klok	ჭარბი
hrok	რეფორმა
hguc	წყურვილი
kcim	საშიში
hpem	palm
psik	სპიკერი
frit	ბარიერი
cret	კვალი
mrak	სათადარიგო
syen	სხდომაზე
tcup	ნესტიან
hyek	მგზავრის
trim	ქილა
plak	საჩივარი
hyok	კუთხე
hgam	ძროხა
hmok	mill
jrac	რუკა
kloc	საყელო
gyit	განზრახ
hbip	ლუდი
mlet	velvet
lyap	ბოროტად
cwen	ფარა
bwan	დისშვილი
tses	ცამეტი
jrit	ამართლებს
nlak	ხელნაწერი
sron	მეომარი
cruc	პარასკევი
broc	ფუნჯი
dlot	ჩამოტვირთვა
krim	კრემი
pric	მოედანზე
prut	ჟიურის
hgon	გაყინული
sram	ფაქტიურად
pfot	ბანკში
hlot	დაგეგმილი
djin	მონეტა
hlok	ნახტომი
hpep	apple
hwot	გრეხილი
dlak	განიხილავენ
brik	ხელმოწერა
nlis	ტრანსკრიფციას
hbet	ფსონი
pris	ვირუსი
hjik	სტუმართმოყვარეობის
blit	ბავშვური
hjap	robe
tfik	ასახავს
hdaf	მივაღწიოთ
hpop	ოპერა
kcaf	იმალებოდა
kcoc	elbow
hrum	სარემონტო
cyim	საეჭვო
dyic	საგანმანათლებლო
hgoc	pit
drak	არეულობის
plas	ტაში
byin	ორობითი
hzap	abbey
nlot	ერთგულება
mrik	მექანიკური
hsop	წარმატებით
crap	ხაფანგში
kyek	ტორტი
nrut	გასართობად
syes	sir
hjet	ჩვიდმეტი
hjen	ქალის
hmom	თაფლი
hdec	სამწუხაროდ,
lwen	ლეგენდა
slot	ღუმელი
frac	მეამბოხე
gwan	swell
mruk	გაუმჯობესება
swot	swamp
zlan	მოსაპოვებლად
hnem	ანიმაციური
hdes	გასახდელი
prak	ქადაგების
frin	პეიზაჟები
hfet	ეწინააღმდეგებიან
cros	გუნდი
ryon	რაციონალური
tcos	მოსავლის
tsen	დამუშავება
hwek	wolf
nlik	უარი
klap	ხალიჩა
dras	სძულთ
prop	ნაყოფიერი
slim	ისთვის
hgis	ყველი
krut	bite
srot	escort
bjan	wander
nwen	მუქილურჯი
myas	ნიღაბი
kwaf	განვითარება
twis	ტაქსი
pcip	ფანქარი
srap	ბოსტნეულის
sren	გამოფენა
tlun	შარვალი
hrup	კორუფცია
nrip	კაბინეტი
srup	წვნიანი
jran	ქირურგი
bjat	შემწეობა
gyat	spy
hlem	უგუნური
srak	აბსტრაქტული
kson	აქცენტი
cwis	ხუთშაბათი
sret	გულწრფელად
hraf	საგზაო
hres	არქიტექტურა
hsuf	ხელმისაწვდომია
rwak	crack
twon	ორნამენტი
hfus	აღდგენა
hkom	კოდი
djat	hunter
nlut	საინფორმაციობიულეტენი
hsef	snake
mris	დემოკრატია
bric	ბატარეის
mlam	ცვილის
zran	გაზიარება
cron	მღელვარე
hzen	swim
traf	ზოლები
cwaf	კონვერტში
srip	სიგარეტის
mrot	საავტომობილო
swon	მოხალისე
ryak	რეაქცია
pfun	ნაწილობრივ
blac	ბარგის
mret	სამინისტროს
hjon	სექსუალური
kcok	ნაჯახი
dram	diamond
kren	ალტერნატიული
tcek	echo
hdif	პირადობის
tfas	ელჩი
hfot	შედგება
lwas	lazy
hmep	momentaneასპექტი
kfin	კოდირების
mwin	მოჩვენებით
hrem	ray
pram	ასვლა
byac	მარანი
mren	სამახსოვრო
swen	სენატის
kras	კუბოში
hgun	მერცხალი
nlok	indulge
ryic	სასოფლო-სამეურნეო
gwin	swing
srut	მინდვრის
hkes	კომპლექსი
hfis	გადადგომის
frak	არაერთხელ
hnom	შეთქმულების
hcop	pub
hlec	წიწაკა
mlot	melody
zrat	კანდიდატი
proc	მფარველი
flik	fox
cyet	სინანული
hgim	chimney
slet	hedge
tcok	სიზუსტით
bjit	ყოფილიგარდაცვლილი
brot	bud
bwat	საბანი
hdus	ღორის
gwat	სპილოს
kret	ამონაწერი
nwet	დამკვირვებელი
jwan	avenue
nwis	ფრჩხილების
mwic	bee
bzat	მსახიობი
gyan	ოფლი
zyit	აღმასრულებელი
blic	ილუზია
pcet	გაურკვევლობა
tsot	ჩამოყაროს
bwit	საზღვრის
tres	სტრესი
hkof	მოხმარების
nyen	groan
