ni	infinitive
bwih	benedictiveсэтгэлийнбайдал
klih	гэмбуруутай
grih	мэдэхгүй
nyeh	санаачлагахэрэг
nleh	даруу
dlih	хожимдолчухал
proh	мэдээлсэннотлох
mloh	ухаанбалартан
du	ганц
jrih	тэвчээр
freh	лавлагаа
kloh	ганцаардмал
kroh	сэтгэлтатам
tcuh	урамзориг
kcuh	индуктивсэтгэлийнбайдал
xa	ярианыагуулга
nreh	мэдрэлийн
pseh	асуудал
ge	агент
mu	admonitiveсэтгэлийнбайдал
byah	нэртөр
pcoh	хөлхөдөлгөөнихтэй
treh	шууднотлох
yo	түргэнсэтгэдэгсэтгэлийнбайдал
cwuh	шок
tloh	Сүүлийнөнгөрсөнцаг
dlah	тодорхойнийтлэл
cluh	муухай
myuh	хошигнол
dyah	дисталdemonstrative
rwuh	хартай
troh	imprecativeсэтгэлийнбайдал
dzih	ялгаагүйн
swuh	таамаглажсэтгэлийнбайдал
bzah	jest
gwih	тухайлбал,
dloh	hodiernalцаг
dweh	delimitativeасуудал
kweh	онцгойхүн
truh	температур
tfeh	telicасуудал
lyeh	atelicасуудал
ru	ендерсэтгэлийнбайдал
kfih	хүүхэдшиг
cyoh	сэжигтэй
nluh	үнэнчбайдал
cweh	занга
nwoh	хүүхэлдэйн
sruh	дөг
ksoh	бэлгийн
lyah	залхуу
mreh	momentaneасуудал
pceh	харамссан
bjih	хуучиннасбарсан
pcuh	тодорхойгүйбайдал
xi	байнгаасуудал
blih	хүрээлэгдсэн
tsuh	ердийн
fwih	Сүржавхлант
grah	зусардагч
brah	дурзоргоороо
cleh	элгэмсүү
sreh	албанёсныбүртгэл
pfah	ашигтай
droh	сонсголыннотлох
flih	inferentialнотлох
sweh	sublativeхэрэг
ksuh	тунхагсэтгэлийнбайдал
pleh	эрх
psoh	дийлдэшгүй
be	хэламаар
mwoh	бодлыг
kleh	золгүй
glah	шунал
kseh	нааштайсэтгэлийнбайдал
zrah	сэтгэлханамжгүй
dyoh	ideophone
syoh	awed
gwah	exessiveхэрэг
zlih	irrealisсэтгэлийнбайдал
zrih	shyness
byih	дасанзохицох
ryeh	төлөөнийнэртэмдэгт
fwah	frugal
bjah	экстазын
kxah	бусдадалагчлалгүйхандах
gvih	pegativeхэрэг
pxih	vindication
xrah	минутанд
tfoh	үүнээсхойш
kxih	contrition
ryoh	prosecutiveхэрэг
qyah	preoccupation
r6	participle
txah	алсынөнгөрсөнцаг
xrih	түүхэнцаг
dxah	хосдугаар
syuh	мундаг
vweh	хэтихачаалалтай
n6	мэдрэхүйннотлохсэтгэлийнбайдал
bweh	хийүзэгдэл
xlih	инээдтэй
txih	twinge
sluh	өөрөөсэтгэлхангалуун
txoh	хөдөлгөөнөгсөх
xe	буцаан
pxah	entrap
vwah	хөдөлгөөнуруугазар
xyih	элит
fleh	inflected
psuh	superessiveхэрэг
syeh	satyr
qi	transitive
xruh	cower
zwah	Хөөх
tr6h	хөдөлгөөнupriver
qwah	unambitious
xlah	дэлхийдаяар
tyoh	intransitive
tluh	anticlimax
qa	Одоогийнхамааралмаркер
kxoh	ядарсаннохой
rwoh	дэс
ve	вектор
kyoh	кг
swoh	дараалсан
pxeh	partitiveхэрэг
txeh	томруулсан
dxih	predicative
pxoh	prolativeхэрэг
pfoh	дэмжсэнүгхэллэг
blah	blase
fyih	төрийнбусхүний
xo	жүжигчинүүрэг
pc6h	туршилтынтоо
greh	төвтэйхэрэг
groh	зорилгогох
dxoh	дунддуухоолой
rweh	ташуухэрэг
xwah	өвчтөнхэрэг
xu	prehodiernal
xroh	Элэгдэх
ks6h	нөлөөлөгч
vi	хоёртынүнэцэнэ
dleh	терлийнхэрэг
gjeh	өөруу
xreh	хамтажиллагч
lwoh	locativeхэрэг
ml6h	multalдугаар
gjih	галактикхүйсийн
qlah	одхүйсийн
bvih	abessiveхэрэг
dvah	adessiveхэрэг
je	agentiveхэрэг
t6	агентгох
kxeh	хэргийн
gxih	нийтлэгхүйсийн
tc6h	ишлэлхэлбэр
ts6h	транстоонынэр
ryuh	шуудобъект
gveh	ergativeхэрэг
pyoh	идэвхгүйдуухоолой
qe	хязгаарлагдмалүйлүг
xwih	үндсэнобъект
myoh	gnomicсэтгэлийнбайдал
vrih	эцсийнхэсгүүд
va	evitativeхэрэг
bveh	subessiveхэрэг
dxeh	эзэмшижхэрэг
dvih	lativeхэрэг
tsa7h	antessiveхэрэг
dyeh	adverbialхэрэг
mleh	жендэрийнхөдөлгөөнд
pfeh	ойлгож,мэдэрдэгбаярбаясгалан
xleh	Тээврийнхэрэгслийнжендэрийн
qlih	ашигтмалтмалынхүйсийн
xloh	хэламаарнэрүг
dreh	Хоёрдахьхэл
bvah	өөртөөитгэхитгэл
qrah	үйлявдлынөөрчлөлт
fo	өөрөөрүйлявдал
sl6h	crastinalцаг
fyoh	reflexiveдуухоолой
bxih	Орчлонертөнцхүйсийн
jlih	transitiveүйлүг
kyeh	газарньхүйсийн
txuh	судалгааныхүйсийн
s6	урансайхныхүйсийн
preh	өвчтөнгох
sr6h	хийсвэрхүйсийн
nyoh	шуудбусяриа
zreh	exocentricхэрэг
kfeh	өнгөрсөнperfective
jo	шударгаүйлүг
kxuh	хамтыннэрүг
bu	absolutiveхэрэг
qrih	гаригийнхүйсийн
kfoh	үндсэнbenefactive
kwoh	ассоциативхэрэг
pluh	тодотголыгхэрэг
jrah	цахилгаангүйдэл
glih	амьгүйхүйсийн
p6	propositiveсэтгэлийнбайдал
vrah	харилцандуухоолой
lyuh	дараалсанзаалт
gleh	Удахгүйирээдүйцаг
lyoh	applicativeдуухоолой
ps6h	antipassiveдуухоолой
tfuh	continutiveасуудал
nr6h	necessitativeсэтгэлийнбайдал
pr6h	идэвхгүйparticiple
sy6h	existentialзаалт
qyih	гэрэлтэгчэрчим
gluh	singulativeдугаар
kwuh	хэтиххугацаа
xyah	Нэгаргахэмжээүйлүг
vlih	тодотголыгзэрэг
djah	одоогийнparticiple
m6	бодисынхэмжээ
ti7	холбоххэсгүүд
f6	epentheticmorpheme
tli7h	алсынирээдүйцаг
si_	postpositionalхэрэг
l6	allocutiveгэрээ
k6	frequentativeасуудал
bzih	хуваарилалтынтөлөөнийнэр
tu7	бутархайтоо
vo	үйлүгтамгалах
ki7	Өнгөрсөнидэвхгүйparticiple
ta_	locativeчиглэлтэйхэрэг
