hnit	infinitive
htip	sapuluh
ksis	dongeng
hpuk	buku
hlin	éléktronik
hkun	rekening
lyas	bunga
lyit	nulis
pwat	ranjang
hnis	umur
hnut	counterfactualkondisional
slas	seni
hwis	kasusvialis
pyak	adi
lyin	garis
tyas	meja
hyun	walungan
kyac	soca
tfan	ujug-ujug
kcin	jero
hmuc	maksud
cyac	getih
hmap	mawar
tlin	tiis
hyif	dipayun
tyam	ahir
hnaf	nyangka
hkip	meh
myan	tambang
tsin	pangaweruh
hkup	salinan
hsam	carogé
hlis	genep
cwit	hirup
cyan	katentreman
myat	ngelingan
tyic	asli
hfut	labuh
swas	palayanan
hsap	kajabi
pcit	hakcipta
hyim	soldadu
kyas	kuda
plic	hareup
pcak	kulon
hpis	mayar
hyuk	beureum
hwun	emas
twin	kahayang
plan	ulin
hpus	kantor
syun	pamarentah
kyic	gereja
htaf	kakuatan
hlun	panjang
kyin	pausahaan
kyis	keretas
mlan	probability
hcim	utamana
cyas	biruang
twac	jandela
nyat	kageulisan
hcus	engke
htup	kawajiban
htif	jarak
pyas	sampean
hlas	jarah
ksin	hejo
hmaf	kasulitan
myac	imut
hsim	sare
kyit	dikutip
kwik	kasusquotative
fwan	nganjang
slan	ngiringan
psit	ayana
hmic	amis
hmuf	sungut
hfin	beunghar
tcam	musuh
psuk	potong
kcap	kapal
pwan	jalmainklusif
hfic	pangaruh
tcuc	katingali
hkim	rasiah
pyin	Punten
pwit	moodprecative
pyit	registersopan
cwak	jahat
myak	Maret
tcas	tempat
hlaf	tinggal
psat	tibatan
nlan	biru
psac	mungkin
kcuk	sakola
kcit	kawin
kcak	kadaharan
syis	duapuluh
tlac	tentrem
hcip	calonaspék
kwin	méré
tsit	dieureunkeun
pyac	basa
hsus	minggu
hcup	rohangangede
cyap	kaajaiban
tfin	dikodratkan
fyat	pangadilan
hnip	aspékgnomic
tsak	rasaajen
tlas	harga
syuc	tangkal
plat	dingding
cyak	sawarga
twip	aspékinchoative
mlat	parentah
swit	moodjussive
mwas	sasih
hwaf	sampurna
tyap	pangalaman
ksac	kaayaan
syac	seger
hnuk	Patih
kwak	katutupan
tyuk	wetan
pwac	batu
hkif	mulya
nyac	tuju
cyis	korsi
tyuc	nungguan
tsun	desa
tyik	satuju
hnum	moodpermisif
slak	sukses
tsic	nyoba
slat	pasir
hmik	musik
hkus	ceurik
hsip	Tujuh
hpaf	pribados
nwas	wartos
tfac	pamandangan
fyan	kebon
cwas	mimiti
hfik	kasusdistributive
lyac	diajar
syik	politik
clin	Henry
cyin	ngabohong
tsas	nyitak
cyik	wibawa
tlap	tehel
cyam	usumpanas
tcut	agama
tcap	kabur
hlut	nungarang
pyun	coklat
tcuk	nyeri
swan	cinyusu
hmun	hipu
kyun	juru
nyak	mérekdagang
tsis	kaadilan
psas	ngahasilkeun
cyaf	seuri
hwut	poho
hyup	Eropa
hwap	dalapan
psak	lulus
kyap	gorengteuing
pyic	diperlukeun
hmim	sedeng
hsaf	napas
hmis	wijaksana
hsum	kamajuanpossessive
ksat	pikaresepeun
ksit	kuburan
tsap	pulau
kyam	tempatkemah
tcum	nyabak
cyun	pakaya
psic	darat
tyun	domain
mwit	moodcommissive
tlut	darajat
myit	usumtiris
kfan	mingpin
slac	jalan
myin	menit
tyip	mingpin
klas	kaca
pfat	papan
cyic	euweuhhartina
swam	urusan
syam	tengtrem
tsut	dokter
hlip	aspékcompletive
kcas	kapoekan
nyun	haneut
hpuc	inuman
tlam	conto
hfun	ambek-ambekan
tsik	spite
tsam	langsung
hmup	topi
klak	anjing
slin	perak
swac	babu
kcam	kareueus
pyik	ngalatih
myut	moril
syak	asup
swat	pedang
kyuk	panarajang
clac	kasehatan
tyaf	alinea
swic	sosial
tfit	ngabalikeunduit
hkaf	resmi
pcas	neuteupsaliwatan
nyam	kamulyaan
tfat	duabelas
pcut	aktipitas
pwin	inumananggur
mwat	rasa
fyac	beusi
syap	ngabagikeun
myap	padagangan
hyum	ngagunakeun
fwak	hakim
klat	kapten
twap	aspékcessative
kcic	hayangweruh
kwic	sejen
hnif	intensifier
myun	kapentingan
tlic	tungtungna
cyuk	beuheung
syut	kamerdikaan
pfan	sisi
kyuc	garing
pcap	kumisan
tfak	evidential
tcik	kasusevidential
twun	tebih
tyis	kamajuan
nyap	seredek
plit	gedong
hpif	kaca
pwic	ngayakeun
syic	nelangsa
tsip	dosa
syim	gering
tcis	jujur
pcun	bank
ksap	narima
lyam	walunganleutik
tcaf	sacarasaksama
kwac	ceuli
hpup	roti
kcut	milih
nwam	hewan
hsup	zoicgender
nwit	moodeventive
tcim	kajadiansaruakamajuan
tlik	kasusmultiplicative
kyus	salib
hmus	kandel
kfat	wani
nwat	tumuwuh
myic	hujan
hpum	beungeut
swut	suci
clis	Juli
mwun	mode
hfas	file
cwac	taktak
kwat	ngarareunahan
nwac	saha
tcip	dipikahoyong
kfac	jukut
hmuk	ngagambar
plin	bubuka
kwun	Juni
mlik	lauk
klin	modal
pfut	dada
twam	Klaim
fyin	ongkos
nlit	Hormat
mlin	juta
pyut	dua
hluk	cape
ksut	maehan
cyut	kalangkang
psin	beurat
kcis	kulawu
pyam	wani
mwac	wareg
klam	nétélakeun
ksam	nasional
hfip	leuleus
klik	gawir
hkum	moodspekulatif
clas	koneng
cyuc	panas
mlac	nusesa
syip	sasarengan
pwak	kotak
tcif	nunjuk
psip	dasar
ksik	balukarlantarantindakannana
tsim	usum
flan	elmupangaweruh
pcam	katingalina
kcun	pikaboseneun
ksuk	mamang
mlit	daptar
pcik	picilakaeun
kwas	Agustus
hluc	populer
klit	teudikenal
flak	dalit
fyit	registerdalit
lwat	numaca
plun	leumpang
twas	duakali
pcis	pendeta
fyas	tatu
nlat	karaton
myuk	jelemanuboloho
pfak	migawekahadean
tcuf	salapan
cwap	resep
plac	burst
pyap	putting
lyic	diasah
hcum	sora
lwit	pustaka
tsuk	pangkat
hfup	topan
kcik	kantong
nwap	Nopember
tyim	Desember
psaf	halnuhenteudatang
nlac	populasi
kyaf	ngahaturnuhun
slis	runtuyan
pyaf	manuk
mlak	nuboga
kwut	mantel
hwuc	hubungan
pyis	gancang
twuc	haseup
nwak	Januari
mlic	mesin
tlis	huntu
ksun	ngaduruk
clam	rasaisin
klaf	kualitas
clit	ngirining
fyak	Babasan
fyam	frasekamajuan
kwap	alun-alun
hwip	Minggu
psis	puisi
pwut	undefined
kyim	meuli
clic	widang
pyip	April
kfap	Oktober
psut	objék
kcuc	pait
nlap	budak
hsok	leupas
htet	naskah
hbat	pangawonana
hrit	kiridit
hzit	Fitur
hpet	limabelas
krac	jahat
hduc	lebu
hrik	praktis
hron	warna
hnus	irung
hric	marahmay
srik	nganyadiakeun
hten	kamari
tlet	hesternaltense
slap	gagal
hban	make
hdat	buta
fran	ngapung
hdan	setan
htec	saeutikdemisaeutik
hmon	misi
cran	pangorbanan
hran	gerentesati
hmos	menteri
nrit	tanaga
hcet	mikangewa
hset	pusat
hrin	genderrasional
hcot	ngaraosan
hrip	singket
htep	netepan
hcif	kulit
hrat	hateup
kran	makuta
hkon	karaton
tran	putusharepan
hmif	mil
trin	bunderan
hgin	bui
hkop	cangkir
hcen	anggota
swin	sipil
hrac	dimanabae
hris	adat
hbin	jadi
hmot	daging
hdut	susu
hwen	vegetalgender
nran	jarang
hbac	dulurmisan
crut	jambatan
hsoc	ancoan
hsom	uyah
nris	murni
hbit	nyingkahan
crin	rasareueus
rwin	ratu
hgut	ngitung
hdas	tari
hnot	hotel
hdin	ngeusian
hton	narapidana
hdak	toko
hlet	tangga
hson	hampura
hgek	gay
hras	keusik
hsep	September
hbic	uing
hlen	ngidinan
hcon	sahingga
hgit	saksi
kfon	pawon
hbak	ngajual
tlim	anggapanana
hsot	kagancangan
kyut	komputer
hnen	langgeng
htek	tamanpustaka
hzan	ngandung
hbis	dasar
hbun	kabingungan
kcus	masak
hgat	ninggalkeun
hwus	nyium
hbif	es
hbot	bal
hrut	bantahan
hdit	moodbenedictive
hdis	kaliru
hjan	hukuman
plis	pulisi
hgan	nyumput
hsen	kiriman
nrin	goblog
hyen	awan
frif	Pebruari
hdik	panyakit
hnek	kasusprakarsa
hbam	bibi
hmen	sederhana
hdip	imperatifnyangsang
prat	dilaporkeunevidential
hdet	peutingpisan
hjit	ramo
hmoc	dihijitempat
pran	pers
kcec	wewengkon
hken	kiwari
hloc	Melancholy
hrak	pagawe
htes	gaze
rwan	balesan
hdon	nulungan
htot	taar
hnet	malaikat
hdun	tunggal
croc	kasalahan
hlon	pajar
hyec	domba
hjin	kasabaran
hrec	referential
mran	jagong
htos	rereana
hcos	ukuran
hkoc	sakapeung
hlif	kauntungan
clak	gula
hjat	umatmanusa
tram	pigura
hdic	cakram
hkok	sorangan
srat	artis
crak	jampe
hmet	email
hden	kaputusan
gran	gupernur
crac	cabang
hjac	sumangetpisan
hdim	moodinduktif
hcok	buru
hyet	minyak
pwap	pipah
trat	nyitak
tcot	zatpadet
hdoc	oh
hren	kontekswacana
tcon	beurang
krin	roangankapal
plam	alarem
hnes	marudah
tcen	paniten
hsek	aspék
plik	bisadipake
slik	sutra
hfen	cent
hgen	agen
hnon	ngahijikeun
crik	naraka
tcet	cacad
mrat	dicampur
hdam	moodadmonitive
hgac	ambisi
htoc	kumahabaeage
hdac	pituah
nwin	undang-undang
srit	pakakas
hret	pageuh
nlin	online
hzat	pasang
klic	sakolaluhur
hkek	buntut
nric	turunan
hgic	rame
hgak	ucing
trit	evidentiallangsung
tyot	perjangjian
hnok	eusi
crit	ditinggalkeun
slen	sawelas
srin	naluri
hpok	selerbangsa
hyot	moodhariwang
cric	panyumputan
hruc	kasar
cwin	tunggang
hzak	ngocok
dyit	industri
hpec	pagawean
nras	parawat
hcec	pangajaran
hbut	sapatu
hmec	lapat-lapat
twot	kagiatan
crat	Septu
hkot	kapasitas
hnec	cahayapanonpoe
hwuf	randa
cren	lumbung
nrat	bentang
hget	tatamu
hbik	ngandoi
brin	sabeulahjero
hpot	kasadia
trac	lawanan
prac	nurunkeun
hcoc	karancang
hpon	Propinsi
hwim	peradaban
dwan	ngagantung
cwok	reuwas
hdok	nyetir
crun	banda
hzik	siki
hrot	anyarkaliwattense
hket	ngahudangkeun
hcek	parabot
hrop	tali
mrac	pangalalanaan
byit	pesta
trak	unggaltaun
hzin	kidul
sric	upacara
clik	moro
trap	liberal
hrim	agamaKristen
hrus	putera
blat	altar
cyon	leutikpisan
hwep	web
krat	Cardinal
tris	wungu
kcot	ngumpulkeun
hben	pamilihan
trik	mabok
kfit	ngangkat
tcec	nukeuran
nrik	artikeldefinite
grat	maharaja
dran	administrasi
hpen	saméméhna
cluk	awon
nrac	teupicilakaeun
ryin	palatihan
hrun	ngagulung
nwic	inci
slit	nembak
gzat	koran
krot	motong
drit	janggot
hzis	cimata
hdap	dalapanbelas
sris	sajarah
mrut	gross
nyik	leutak
bran	pangantenawewe
drat	ngagantung
djan	buta
glat	kesederhanaan
hpoc	gugur
pras	kukudung
hgot	papanggihan
tret	bioskop
tras	pabandingan
rwit	nusihungan
hfon	ngabentuk
klot	palatih
hmum	ocon
drac	wacana
rwas	nopel
tset	caranamaleskanyeri
hdot	distaldemonstrative
ryut	timburu
hwon	ondangan
byat	kurban
flac	cahaya
prot	potret
crek	nyarankeun
htok	pasea
htop	kutukan
prit	moodimprecative
hces	teuupaya
klup	klub
hnos	caah
dwin	indifference
prin	cakrawala
mrit	moodassumptive
tcoc	lungkawing
hcom	tengtrem
grit	guludug
tlot	budakleutik
hgik	tuur
hwes	teueling
hzac	silih
hsec	software
tson	lembaga
ryit	kuitansi
dlin	disiplin
slip	ngeunakeun
klon	puteran
hfim	patani
hpom	panggung
cyen	murid
hgec	guha
hroc	adat
srac	patuh
ryat	kajadiannupinalangsaeunteuing
kcen	parawan
hbap	wilujeungpaturay
krik	hinaan
krap	kapas
fwat	rumahsakit
kcet	nyewa
hgas	gas
pfin	dilawan
dlit	daun
ryan	tarjamahan
sran	ngubur
mrin	tipung
hram	layeut
dlan	dollar
hzas	jest
hsos	genepbelas
klen	jajahan
gyin	jangjang
hsif	singajalu
cluc	licik
prip	siap-siapna
hzut	limut
dwat	ubar
krit	proofread
sras	sayang
hses	opatbelas
brat	kaweratan
flat	asam
hjic	nyaéta
slic	pakarang
hbuc	numake
tron	oranyeu
byan	mandi
hrif	primitip
tlip	ngadegkeun
blan	karanjang
kris	Sekertaris
hyon	sawataraeta
tren	ayeuna
dlat	hodiernaltense
hzic	racun
tfic	bedil
tlen	anleh
hlim	iklim
dyat	mate
kcon	wahyu
dlac	nyeuseuh
krak	pangakuan
hbas	gedebohong
hkec	arengbatu
hrek	ngalereskeun
hkos	jukung
hwif	wakil
tric	saheulaanan
hdep	aspékdelimitative
mwak	tihang
ksot	tulang
hnoc	Senen
nlas	Salasa
brac	Rebo
frap	pederal
pfit	wakil
pcoc	kutub
lyen	kaennudigawetirami
swak	tilelep
pcen	presiden
brit	getihan
hwec	ngepung
hwet	beuteung
hlos	diluhur
hbon	variatif
pcon	kuningan
hsem	puncak
lwac	mirah
tsos	kontes
kwen	jalmaekslusif
trun	turunnepikadarat
trut	patung
hrap	barisanmariemjeungmortir
hgap	nahan
trot	suhu
grin	Daérah
hjak	nangkeup
hpek	ngepak
hlus	mencek
hwos	pangkeng
tsuc	rungkun
pcuc	ngalesotkeun
cris	ahliwaris
clun	tangkalek
hpes	teupikaresepeun
nlet	teukumplit
hrom	program
pyon	piano
swet	ngolo-ngolo
dric	henteukatingali
tyen	welldipikanyaho
hruk	cruelty
frat	ditugaskeun
hyoc	godaan
hlep	aspéktelic
nrot	internasional
nret	rongkah
hfif	filsuf
pfic	wawakil
hmek	sensitip
hfec	karaharjaan
myik	fishing
truc	nyolong
tcop	lambey
rwic	pansiun
htom	ekonomi
glan	galeri
pren	sajajar
hlek	aspékatelic
nrak	banua
truk	keketok
hjim	moodprohibitive
rwat	dasi
hcep	sel
dyan	endog
jrat	jieunan
nren	ilham
ksic	ngabahayakeun
tsoc	néangan
lwan	ngawadang
hpos	pinus
hcuf	Teken
tcus	ngagugat
pset	manjangkeun
hkep	tambaga
swis	jelemanugawenalayar
prim	tikarajaan
trip	pecut
cras	kameja
swap	nyapu
syet	sketsa
htof	maling
clen	terusan
kwit	kapribadian
klok	kaleuwihan
hrok	caranangalereskeun
hguc	kagaringan
kcim	ngancam
hpem	palem
psik	jelemanungomong
frit	bangbarung
cret	ngambah
mrak	tumbak
syen	sidang
tcup	beueus
hyek	jelemanupelesir
trim	timah
plak	humandeu
hyok	juru
hgam	sapi
hmok	ngagiling
jrac	peta
kloc	kerah
gyit	kalawanngahaja
hbip	bir
mlet	buludru
lyap	nyiksa
cwen	para
bwan	kaponakanawewe
tses	tilubelas
jrit	menerkeun
nlak	naskah
sron	nubajoang
cruc	Jumaah
broc	sikat
dlot	download
krim	krim
pric	pitch
prut	juri
hgon	ngagibleg
sram	saleresna
pfot	pot
hlot	rencanana
djin	duitkencring
hlok	ngaluncat
hpep	apel
hwot	twisted
dlak	reriungan
brik	ngalanggan
nlis	nranskripsikeun
hbet	tarohan
pris	virus
hjik	kasomeahan
blit	bubudakeun
hjap	jubah
tfik	saruajeung
hdaf	attain
hpop	opera
kcaf	nyumput
kcoc	siku
hrum	ngalereskeun
cyim	curiga
dyic	atikan
hgoc	torowongan
drak	gangguan
plas	keprok
byin	binér
hzap	Abbey
nlot	kasatiaan
mrik	mesin
hsop	suksés
crap	senteng
kyek	kueh
nrut	ngahibur
syes	bapa
hjet	tujuhbelas
hjen	sikapnasapertiawewebener
hmom	madu
hdec	lebar
lwen	dongeng
slot	kompor
frac	jelemanubaha
gwan	ngabareuhan
mruk	ngaronjatkeun
swot	rawa
zlan	ngahasilkeun
hnem	animasi
hdes	perban
prak	ngahutbah
frin	pamandangan
hfet	nyangkat
cros	rampaksekar
ryon	kaasupdiakal
tcos	panen
tsen	caranangokolakeun
hwek	ajag
nlik	panolakan
klap	karpet
dras	nganggaphina
prop	subur
slim	piriwit
hgis	kiju
krut	ngegel
srot	pangawal
bjan	ngumbara
nwen	angkatanlaut
myas	topeng
kwaf	ngawangun
twis	taksi
pcip	potlot
srap	sayur
sren	mamerkeun
tlun	calanapanjang
hrup	korupsi
nrip	kabinet
srup	sop
jran	ahlibelek
bjat	idin
gyat	nenjo
hlem	gagabah
srak	abstrak
kson	logat
cwis	Kemis
sret	enya-enya
hraf	lalarliwat
hres	gawenaundagi
hsuf	pembuangan
rwak	rengat
twon	hiasan
hfus	nepungandeui
hkom	code
djat	pamatang
nlut	newsletter
hsef	oray
mris	demokrasi
bric	batre
mlam	malam
zran	babagi
cron	thrill
hzen	ngojay
traf	strip
cwaf	amplop
srip	roko
mrot	motor
swon	jelemanungagawejeungsukarela
ryak	réaksi
pfun	sawaréh
blac	Koper
mret	kementerian
hjon	halseks
kcok	kampak
dram	inten
kren	silihganti
tcek	gema
hdif	identitas
tfas	dutaageng
hfot	ngawengku
lwas	kedul
hmep	aspékmomentane
kfin	encoding
mwin	babandingan
hrem	cahaya
pram	climbing
byac	gudangdijerotaneuh
mren	memorable
swen	senat
kras	petikeurmayit
hgun	ngelek
nlok	indulge
ryic	pertanian
gwin	ayun-ayunan
srut	tegal
hkes	kompléks
hfis	mundurtanpadimenta
frak	sababarahakali
hnom	sakongkolan
hcop	pub
hlec	lada
mlot	melodi
zrat	calon
proc	patron
flik	rubah
cyet	regretted
hgim	lianghaseup
slet	pagerhirup
tcok	katalitian
bjit	urutalmarhum
brot	pucukna
bwat	simbut
hdus	babi
gwat	gading
kret	sari
nwet	observer
jwan	jalangede
nwis	paku
mwic	nyiruan
bzat	lalakinungalalajoaneun
gyan	kesang
zyit	eksekutip
blic	palsu
pcet	kateupastian
tsot	ngalipet
bwit	wates
tres	tekenan
hkof	pamakeananabarang
nyen	humarurung
hles	mehsarua
cyek	karung
hjis	jarum
gjan	fenomena
prec	kalakuanana
drot	dikawasa
kcek	pengkolan
twic	hayam
brak	tong
zwat	habitual
clap	aspékhabitual
tsec	ahli
bwin	ngingetkeun
cwet	bounded
hbek	nunyieunroti
zlin	zaitun
mron	mobilgorobag
drin	mujasapenuhati
psap	ngalaan
gjin	tepangwarsi
clut	palu
cwun	wangi
twaf	trivial
pcot	ingon-ingon
krok	tangkorak
dlik	halnunyieunundang-undang
cwic	untungna
srun	karidut
crec	ngaruksak
jlan	wates
kcip	juara
blin	milyar
ryik	kimia
mlas	nadi
flit	pilot
hzet	cangreud
cwik	megah
twet	rok
mwik	mingguan
tfis	teknis
tlon	tutumpakan
cram	flattering
grac	nguatkeun
kraf	gagak
trup	atribut
hduk	cantol
cruk	maung
nrap	pembanturumahtangga
crot	jalangede
mlip	milisi
hfoc	potret
nres	kajembaranati
plos	tambah
tfam	herang
nlic	salapanbelas
hwok	bogaijasah
nlen	karangan
fyic	episiensi
hwuk	unik
hgok	organik
flic	teologi
flot	ngambang
hboc	oblige
hwoc	tukangsihir
syot	studio
cwip	Inumansampanye
hbes	banner
lwic	pipisahan
blot	baud
cwot	narapidana
cwam	urat
prik	pasip
hfum	busa
grik	karikil
zrin	celemek
gren	planet
hfuc	kahudangan
claf	rak
flas	kipasangin
hjot	tropis
hbim	sawenang-wenang
krek	raksa
hbec	benevolent
tsaf	maehanmaneh
pwas	metik
plot	wartawan
kfak	expend
blak	kalinggihannudiluhur
hdos	kokotor
kwis	Palasik
kcos	nuding
psen	pansiun
kres	kecappagawean
hzon	kunyuk
srim	tekenan
glin	kahoream
mlut	kondang
myot	impor
fwac	pamadeg
troc	oncor
hgaf	tatabasa
hyop	parahukeurpelesir
ksip	punah
sres	piknik
hnup	kubah
hzun	badegong
mric	dagingotot
gjat	gedena
hros	ngagosok
zrac	cowardly
tros	rotipanggang
myus	beurit
dwac	dialog
byak	embe
htef	tukangngaput
hfek	flourish
dzan	maksakeun
nyon	henteuayanamina
zrit	registerformal
pcos	olahraga
hjec	ngalembereh
dlas	mupus
mras	payung
mram	mineral
cwut	eureunperangsaheulaanan
hbok	bebek
swun	sabun
dwak	boneka
plif	villa
slon	jahit
tfut	ngucapkeunsalamet
djac	reconcile
hjas	nindes
kric	kalinci
kwot	numingpinorkes
gzan	garansi
clot	pamaen
ksek	satogegeremet
psam	sikep
mwut	bueuk
htem	permanén
clon	piul
dzin	nunyicingan
rwim	tuturutan
hyof	ayamangpaatna
dron	naga
dwit	evidentialauditory
sroc	exporting
hzot	saenggeus
djik	linger
kfik	tutup
ryun	aturan
hmes	mayor
rwac	hardware
sruk	sirkus
sros	minoritas
bzan	nyieunonar
kset	orkestra
bjon	dagingbabi
hjut	taya
tfen	defending
zwac	kaayaannungarugikeun
dyin	musyawarah
myis	tukangngamusik
mlis	mental
pret	teucukup
tsek	undagi
hlom	Lémon
ksos	batuk
crok	rieut
flin	kasuburan
mrun	tukangkayon
swec	random
syuk	sendok
blun	balon
tcep	kapur
fric	refreshment
rwik	ajeg
rwen	nyegah
flet	evidentialkaputusan
pfac	pausahaannungaluarkeun
srek	cuka
tfun	torowongan
pwet	babadean
gyik	matematika
fwot	luntur
lwin	saimbang
jwin	ati
bwik	kasussublative
hdup	turun
hnop	monopoli
bwic	kapalteuleum
ryen	kumahabaeage
hcem	lindu
hbos	laboratorium
nrek	pagawe
ryim	wirahma
nyic	napsirkeun
dwas	kedutaanageng
rwok	ngangsonan
kram	halnuhenteumampuh
ksim	mooddéklaratif
clok	coklat
pcec	bencong
nyis	patapa
tyoc	kabeneran
grak	gurat
zlat	sarungleungeun
hjuk	sideku
trif	elmubumi
djit	sistematis
pson	undefined
mwis	investasi
cwec	langsung
hdek	sekuler
blik	heulang
sloc	Psikologi
brap	besitua
jlat	bajag
dros	dosis
slam	lauksalmon
pwun	pudding
gwik	magnét
pcop	kompa
myen	kitu
ksen	oksigen
mrap	mandor
tfot	sertipikat
ksus	cluster
trok	retorika
tloc	rung
zyan	dayung
nlun	lebet
hlop	teleskop
jlin	ejahan
lyut	lobaawana
hsof	internetan
fyik	wiski
klet	rélatif
hwof	willow
hlum	onta
myet	amatir
klis	pamencilan
hbaf	biografi
gwac	kalde
hwum	bajaharewos
pwik	perspektip
pron	pro
myes	seusasih
mwen	undefined
kfic	pere
klek	malik
cwon	lonyod
lyak	elastis
kwon	kamus
hjam	dagingpingpingbabi
rwon	katumbiri
crip	hereby
zwan	kajadian
srok	redaksi
craf	kopral
tlok	tank
brip	kukupu
tfap	grapik
jwat	kembar
pros	operasi
psun	omen
clet	undefined
hbus	awi
dyas	dealer
klun	pangumpulan
jlit	unanimous
hdom	gorengngimpina
kron	karbon
hzam	sale
cyot	pangdenge
hmem	musium
lwam	aksara
fras	paburencay
psoc	nonjok
hgum	gum
brek	erem
glit	kasaimbangan
frun	jadiruksak
gris	agresip
mroc	pangisedan
bzit	lancah
plut	kentang
glac	karanjingan
gzac	ngalikeun
prun	muter
jlet	almanak
nyim	pencalonan
tlos	triliun
slut	saladah
fwit	moodsatuju
pyen	aplikasi
nlon	nominal
dren	demonstrasian
drun	dissatisfaction
cyok	shrug
hfop	maénbal
ryac	ngongkowan
gzin	panaratas
hgip	kol
tyet	athletic
hdof	ideophone
hwup	invaluable
lwek	tuas
syec	Sénator
jyak	nampanan
mlim	sireum
fwic	éféktif
gzit	reuneuh
blas	reliance
jrin	unggaldinten
gwak	pigeulangsuku
drik	Oddly
prif	variabel
jwit	diversity
krip	pilihkasih
ryot	undefined
nwut	jalansisi
kcif	aktip
jrak	bangkong
twek	kasusexessive
psot	panebusan
pfon	sepon
sluk	bajing
nlim	moodirrealis
ksaf	scarcity
glak	gunungnungebul
plen	kasaimbangan
kfaf	sal
