ni	infinitive
tfeh	aspéktelic
lyeh	aspékatelic
ru	moodprohibitive
kfih	bubudakeun
cyoh	curiga
nluh	kasatiaan
cweh	senteng
nwoh	animasi
sruh	thrill
ksoh	halseks
lyah	kedul
mreh	aspékmomentane
pceh	regretted
bjih	urutalmarhum
pcuh	kateupastian
xi	aspékhabitual
blih	bounded
tsuh	trivial
fwih	megah
grah	flattering
brah	sawenang-wenang
cleh	benevolent
sreh	registerformal
pfah	ayamangpaatna
droh	evidentialauditory
flih	evidentialkaputusan
sweh	kasussublative
ksuh	mooddéklaratif
pleh	bencong
psoh	undefined
be	langsung
mwoh	undefined
kleh	undefined
glah	karanjingan
kseh	moodsatuju
zrah	dissatisfaction
dyoh	ideophone
syoh	undefined
gwah	kasusexessive
zlih	moodirrealis
zrih	kaéra
byih	adaptasi
ryeh	kecapsulurkamajuan
fwah	frugal
bjah	undefined
kxah	equanimity
gvih	kasuspegative
pxih	buktinunguatkeun
xrah	undefined
tfoh	undefined
kxih	contrition
ryoh	kasusprosecutive
qyah	preoccupation
r6	participle
txah	jauhkatukangtense
xrih	bersejarahtense
dxah	jumlahdual
syuh	hebat
vweh	undefined
n6	moodevidentialindrawi
bweh	obsesi
xlih	hilarious
txih	undefined
sluh	undefined
txoh	gerakuphill
xe	retrospective
pxah	undefined
vwah	gerakTurungunung
xyih	élit
fleh	inflected
psuh	kasussuperessive
syeh	undefined
qi	transitive
xruh	cower
zwah	Wah
tr6h	gerakupriver
qwah	undefined
xlah	sakuliahdunya
tyoh	intransitive
tluh	anticlimax
qa	relevansinakamajuankiwari
kxoh	undefined
rwoh	ordinal
ve	vektor
kyoh	undefined
swoh	sequential
pxeh	kasuspartitive
txeh	augmentative
dxih	predicative
pxoh	kasusprolative
pfoh	frasepro
blah	blase
fyih	nonmanusa
xo	peranaktor
pc6h	jumlahsidang
greh	kasuscentric
groh	tujuanpemicu
dxoh	soratengah
rweh	kasusserong
xwah	kasussabar
xu	prehodiernal
xroh	makékaluar
ks6h	sabab
vi	nilaibinér
dleh	kasusmodal
gjeh	sejennalamun
xreh	coworker
lwoh	kasuslokatif
ml6h	jumlahmultal
gjih	galaksigender
qlah	béntanggender
bvih	kasusabessive
dvah	kasusadessive
je	kasusagentive
t6	agénpemicu
kxeh	jeungétahal
gxih	genderumum
tc6h	bentukrujukan
ts6h	numeraltrans
ryuh	objéklangsung
gveh	kasusergative
pyoh	sorapasip
qe	kecappagaweanterhingga
xwih	obyékprimér
myoh	moodgnomic
vrih	partikelfinal
va	kasusevitative
bveh	kasussubessive
dxeh	kasuskasurupan
dvih	kasuslative
tsa7h	kasusantessive
dyeh	kasusadverbial
mleh	ngahirupkeungender
pfeh	kabagjaanempathetic
xleh	wahanagender
qlih	mineralgender
xloh	nominaverbal
dreh	basakadua
bvah	kapercayaandiri
qrah	changeofevent
fo	kajadianbeda
sl6h	crastinaltense
fyoh	sorareflexive
bxih	semestagender
jlih	transitivekecappagawean
kyeh	localitygender
txuh	panalungtikangender
s6	artistikgender
preh	pemicusabar
sr6h	genderabstrak
nyoh	ucapanteulangsung
zreh	kasusexocentric
kfeh	perfectivekatukang
jo	kecappagaweanteuhusus
kxuh	nominakoléktif
bu	kasusabsolutive
qrih	planetgender
kfoh	benefactiveinti
kwoh	kasusassociative
pluh	kasussuperlative
jrah	aruslistrik
glih	inanimategender
p6	moodpropositive
vrah	sorabulakbalik
lyuh	klausasaterusna
gleh	geura-girudatangtense
lyoh	soraapplicative
ps6h	soraantipassive
tfuh	aspékcontinutive
nr6h	moodnecessitative
pr6h	participlepasip
sy6h	klausaexistential
qyih	inténsitasluminous
gluh	jumlahsingulative
kwuh	durasikaleuleuwihan
xyah	singlekecappagaweanaksi
vlih	gelarsuperlative
djah	participlehadir
m6	jumlahzat
ti7	partikelkonéktif
f6	morfémepenthetic
tli7h	mangsanubakaldatangjauhtense
si_	kasuspostpositional
l6	kasapukanallocutive
k6	aspékfrequentative
bzih	kecapsulurdistributive
tu7	ngambangjumlahtitik
vo	kecappagaweannambahan
ki7	participlepasipkatukang
ta_	kasusarahlokatif
