ni	infinitive
cyeh	ndikudabwa
go	gnomicmbali
tsoh	kulemekeza
za	inchoativembali
jwih	maganizojussive
mwih	maganizoazilera
sloh	bwino
prih	paokha
de	chonchodistributive
tcoh	kupweteka
ryah	Anaseka
mlih	wanzeru
ye	odzikundikirapentopeni
ke	maganizocommissive
creh	pachabe
mweh	completivembali
nrah	ofunda
nroh	mkwiyo
bwah	ngakhale
trah	kunyada
mroh	makhalidwe
slah	umoyo
syih	chikhalidwe
pe	cessativembali
krih	chidwi
tfih	intensifier
fe	potsiriza
prah	pambali
trih	wosonyezakutin&#39;zoona
nwah	chonchowosonyezakutin&#39;zoona
srih	zachisoni
zo	zoicjenda
nweh	eventivemaganizo
cwoh	chomwechochochitikapentopeni
plih	chonchomultiplicative
dwah	anakhumba
kcoh	wotopa
drah	kukhuta
lu	maganizozongopeka
frih	bwinom&#39;kaundula
frah	anavulazidwa
mruh	kupusitsa
djih	chifundo
krah	tikukuthokozani
cruh	manyazi
fyah	akutipentopeni
ryih	undefined
kruh	zowawa
tyeh	lemba
kreh	wankhanza
tleh	hesternalyomangika
kfah	nsembe
dyih	kudana
cloh	zomvekajenda
nloh	kusangalala
psah	kusimidwa
sleh	vegetaljenda
nruh	wosalakwa
drih	kuzizwa
sroh	chikhululukiro
brih	m&#39;munsi
kluh	chisokonezo
bwih	maganizobenedictive
klih	wolakwa
grih	mbuli
nyeh	kanthunkhani
nleh	wodzichepetsa
dlih	mochedwaMotelo
proh	inanenawosonyezakutin&#39;zoona
mloh	wozingwa
du	mmodzi
jrih	chipiriro
freh	referential
kloh	kopanda
kroh	chithumwa
tcuh	changu
kcuh	maganizoinductive
xa	nkhaninkhani
nreh	wamanjenje
pseh	mbali
ge	wothandizila
mu	maganizoadmonitive
byah	kutchuka
pcoh	yodzaza
treh	wosonyezakutin&#39;zoonamwachindunji
yo	maganizoamantha
cwuh	mantha
tloh	posachedwapakale
dlah	Mfotokozi
cluh	wonyansa
myuh	nthabwala
dyah	wapotalikirawoonekeratu
rwuh	nsanje
troh	maganizoimprecative
dzih	mphwayi
swuh	maganizoassumptive
bzah	ananyodola
gwih	ndicho
dloh	hodiernalyomangika
dweh	delimitativembali
kweh	munthuyekha
truh	kutentha
tfeh	telicmbali
lyeh	atelicmbali
ru	maganizoprohibitive
kfih	zachibwana
cyoh	Muzisamala
nluh	wokhulupirika
cweh	msampha
nwoh	mosangalatsa
sruh	kukayikitsanso
ksoh	kugonana
lyah	aulesi
mreh	momentanembali
pceh	undefined
bjih	kalewomwalirayo
pcuh	njakata
xi	kabwerebwerembali
blih	njanjira
tsuh	zazing&#39;ono
fwih	otchuka
grah	undefined
brah	umasinthasintha
cleh	undefined
sreh	m&#39;kaundulaofunda
pfah	opindulitsa
droh	Makutuwosonyezakutin&#39;zoona
flih	inferentialwosonyezakutin&#39;zoona
sweh	chonchosublative
ksuh	maganizodeclarative
pleh	mwayi
psoh	undefined
be	wapakamwa
mwoh	undefined
kleh	undefined
glah	umbombo
kseh	maganizoinde
zrah	kusakhutira
dyoh	ideophone
syoh	undefined
gwah	chonchoexessive
zlih	maganizoirrealis
zrih	manyazi
byih	anatengera
ryeh	puronaunipentopeni
fwah	mosamala
bjah	undefined
kxah	equanimity
gvih	chonchopegative
pxih	kutsimikizira
xrah	undefined
tfoh	undefined
kxih	contrition
ryoh	chonchoprosecutive
qyah	kumangoganizira
r6	participle
txah	kutalikale
xrih	mbiriyomangika
dxah	numberwapawiri
syuh	wapamwamba
vweh	undefined
n6	imalandirawosonyezakutin&#39;zoonamaganizo
bweh	akamakonda
xlih	oseketsa
txih	undefined
sluh	undefined
txoh	zoyendaphiri
xe	retrospective
pxah	undefined
vwah	zoyendakutsikatsika
xyih	osankhika
fleh	inflected
psuh	chonchosuperessive
syeh	undefined
qi	transitive
xruh	mantha
zwah	Oo
tr6h	zoyendapamtsinjepa
qwah	undefined
xlah	padzikolonse
tyoh	intransitive
tluh	anticlimax
qa	panopazoyenererapentopeni
kxoh	undefined
rwoh	ordinal
ve	vekitala
kyoh	undefined
swoh	yotsatana
pxeh	chonchopartitive
txeh	augmentative
dxih	predicative
pxoh	chonchoprolative
pfoh	ovomerezaakuti
blah	blase
fyih	simunthu
xo	ntchitowosewera
pc6h	numbermayesero
greh	chonchocentric
groh	cholingachoyambitsa
dxoh	mawupakati
rweh	chonchooblique
xwah	chonchowodwala
xu	prehodiernal
xroh	zisathe
ks6h	causative
vi	mtengobayinare
dleh	modalnkhani
gjeh	chirichonsengati
xreh	kuntchito
lwoh	choncholocative
ml6h	numbermultal
gjih	Wayjenda
qlah	nyenyezijenda
bvih	chonchoabessive
dvah	chonchoadessive
je	chonchoagentive
t6	wothandizilachoyambitsa
kxeh	mlandu
gxih	wambajenda
tc6h	mawonekedwetikalemba
ts6h	transnumeral
ryuh	chinthumwachindunji
gveh	chonchoergative
pyoh	mawuchabe
qe	amaliremneni
xwih	chinthuchachikulu
myoh	maganizognomic
vrih	tinthuyomaliza
va	chonchoevitative
bveh	chonchosubessive
dxeh	chonchowogwidwa
dvih	choncholative
tsa7h	chonchoantessive
dyeh	chonchoadverbial
mleh	zamoyojenda
pfeh	chimwemwemowaganizira
xleh	galimotojenda
qlih	jendamchere
xloh	wapakamwanauni
dreh	chilankhuloyachiwiri
bvah	chikhulupirirokudzikonda
qrah	kusinthachochitika
fo	chochitikamosiyana
sl6h	crastinalyomangika
fyoh	mawureflexive
bxih	chilengedwejenda
jlih	transitivemneni
kyeh	m&#39;derajenda
txuh	kafukufukujenda
s6	lusojenda
preh	choyambitsawodwala
sr6h	umbonijenda
nyoh	mawuzotsalira
zreh	chonchoexocentric
kfeh	perfectivekale
jo	chabemneni
kxuh	gulunauni
bu	chonchoabsolutive
qrih	mapulanetijenda
kfoh	pakatibenefactive
kwoh	chonchoassociative
pluh	nkhaniyokomakwambiri
jrah	magetsiinawadutsa
glih	zopandamoyojenda
p6	maganizopropositive
vrah	mawureciprocal
lyuh	mzeramotsatizana
gleh	posachedwam&#39;tsogoloyomangika
lyoh	mawuapplicative
ps6h	mawuantipassive
tfuh	continutivembali
nr6h	maganizonecessitative
pr6h	chabeparticiple
sy6h	mzeraexistential
qyih	wowalakwambiri
gluh	numbersingulative
kwuh	Kutalikakwambiri
xyah	singlekanthumneni
vlih	digirichapamwamba
djah	panopaparticiple
m6	kuchulukakwamankhwala
ti7	connectivetinthu
f6	epentheticmorpheme
tli7h	tsogolokutaliyomangika
si_	chonchopostpositional
l6	mgwirizanoallocutive
k6	frequentativembali
bzih	distributivepuronauni
tu7	akuyandamanumbermfundo
vo	mnenimwamatapo
ki7	Kalechabeparticiple
ta_	locativechonchombali
