hnit	infinitiv
hsum	rethaveriskmarkør
ksat	behagelig
ksit	grav
tsap	ø
kyam	lejr
tcum	røre
cyun	formue
psic	kyst
tyun	domæne
mwit	commissivehumør
tlut	grad
myit	vinter
kfan	adfærd
slac	løb
myin	minut
tyip	atføre
klas	glas
pfat	bestyrelse
cyic	forgæves
swam	anliggender
syam	sikker
tsut	læge
hlip	completiveaspekt
kcas	mørke
nyun	varm
hpuc	drikke
tlam	eksempel
hfun	vrede
tsik	trods
tsam	direkte
hmup	hat
klak	hund
slin	sølv
swac	tjener
kcam	stolthed
pyik	tog
myut	moralsk
syak	indtaste
swat	Sværd
kyuk	angreb
clac	sundhed
tyaf	afsnit
swic	social
tfit	tilbagebetale
hkaf	officiel
pcas	blik
nyam	ære
tfat	tolv
pcut	beskæftiget
pwin	vin
mwat	smag
fyac	jern
syap	distribuere
myap	handle
hyum	vedbrugaf
fwak	dommer
klat	kaptajn
twap	ophøraspekt
kcic	nysgerrig
kwic	fremmed
hnif	forstærker
myun	betydning
tlic	endelig
cyuk	hals
syut	frihed
pfan	sider
kyuc	tørre
pcap	tilside
tfak	bevismæssige
tcik	bevismæssigetilfælde
twun	fjern
tyis	fremskridt
nyap	smal
plit	bygning
hpif	side
pwic	bedrift
syic	trist
tsip	synd
syim	syg
tcis	ærlig
pcun	bank
ksap	acceptere
lyam	strøm
tcaf	omhyggeligt
kwac	øre
hpup	brød
kcut	vælge
nwam	dyr
hsup	Zoickøn
nwit	eventivehumør
tcim	sammetilfældemarkør
tlik	multiplikativtilfælde
kyus	kryds
hmus	tyk
kfat	vover
nwat	dyrke
myic	regn
hpum	overflade
swut	hellig
clis	juli
mwun	mode
hfas	fil
cwac	skulder
kwat	komfort
nwac	nogensomhelst
tcip	ønskes
kfac	græs
hmuk	tegne
plin	åbning
kwun	juni
mlik	fisk
klin	kapital
pfut	bryst
twam	påstand
fyin	bekostning
nlit	dine
mlin	million
pyut	bede
hluk	træt
ksut	dræbe
cyut	skygge
psin	vægt
kcis	grå
pyam	modig
mwac	tilfreds
klam	fortæller
ksam	national
hfip	svag
klik	dal
hkum	spekulativehumør
clas	gul
cyuc	varme
mlac	rester
syip	ligeligt
pwak	boks
tcif	spidse
psip	princip
ksik	følge
tsim	sæson
flan	videnskab
pcam	tilsyneladende
kcun	bore
ksuk	onkel
mlit	liste
pcik	farligt
kwas	august
hluc	populær
klit	ukendt
flak	velkendt
fyit	velkendtregister
lwat	læser
plun	gå
twas	togange
pcis	præst
fyas	såret
nlat	palads
myuk	fjols
pfak	favorisere
tcuf	ni
cwap	sympati
plac	burst
pyap	sætte
lyic	klædt
hcum	støj
lwit	litteratur
tsuk	rang
hfup	storm
kcik	lomme
nwap	november
tyim	december
psaf	fravær
nlac	befolkning
kyaf	takke
slis	serie
pyaf	fugl
mlak	ejer
kwut	frakke
hwuc	relationer
pyis	hurtigt
twuc	røg
nwak	januar
mlic	maskine
tlis	tænder
ksun	brænding
clam	skam
klaf	kvalitet
clit	ring
fyak	udtryk
fyam	udtrykmarkør
kwap	firkant
hwip	Søndag
psis	poesi
pwut	forudbestemt
kyim	købe
clic	felter
pyip	april
kfap	oktober
psut	objekter
kcuc	bitter
nlap	slave
hsok	løs
htet	tekst
hbat	værst
hrit	kredit
hzit	funktioner
hpet	femten
krac	grusom
hduc	støv
hrik	praktisk
hron	farve
hnus	næse
hric	venlige
srik	levere
hten	igår
tlet	hesternalanspændt
slap	svigte
hban	slid
hdat	blind
fran	flyve
hdan	djævel
htec	gradvis
hmon	mission
cran	ofre
hran	samvittighed
hmos	minister
nrit	energi
hcet	had
hset	centrum
hrin	rationelkøn
hcot	godfornøjelse
hrip	kort
htep	tilbede
hcif	hud
hrat	tag
kran	krone
hkon	slot
tran	fortvivlelse
hmif	mil
trin	cirkel
hgin	fængsel
hkop	kop
hcen	medlem
swin	civil
hrac	overalt
hris	brugerdefinerede
hbin	blive
hmot	kød
hdut	mælk
hwen	vegetalkøn
nran	sjælden
hbac	fætter
crut	bro
hsoc	lager
hsom	salt
nris	uskyldig
hbit	undgå
crin	beundring
rwin	dronning
hgut	tælle
hdas	dans
hnot	Hotel
hdin	fylde
hton	fange
hdak	butik
hlet	trappe
hson	benådning
hgek	homoseksuel
hras	sand
hsep	september
hbic	ruin
hlen	licens
hcon	tilstrækkeligt
hgit	vidne
kfon	køkken
hbak	sælge
tlim	behandling
hsot	fart
kyut	computer
hnen	evig
htek	bibliotek
hzan	indeholder
hbis	grundlag
hbun	forvirring
kcus	lavemad
hgat	ørken
hwus	kys
hbif	is
hbot	bold
hrut	argument
hdit	velsignelsehumør
hdis	skyldig
hjan	straf
plis	politi
hgan	skjule
hsen	ekspedition
nrin	uvidende
hyen	sky
frif	februar
hdik	sygdom
hnek	initiativtilfælde
hbam	tante
hmen	ydmyg
hdip	forsinketbydendenødvendigt
prat	rapporteretbevismæssige
hdet	midnat
hjit	finger
hmoc	etellerandetsted
pran	trykke
kcec	område
hken	sidst
hloc	melankoli
hrak	personale
htes	stirre
rwan	belønning
hdon	donere
htot	pande
hnet	engel
hdun	ental
croc	fejl
hlon	daggry
hyec	får
hjin	tålmodighed
hrec	referentiel
mran	majs
htos	flertal
hcos	foranstaltninger
hkoc	engangimellem
hlif	profit
clak	sukker
hjat	menneskelighed
tram	ramme
hdic	disk
hkok	ensom
srat	kunstner
crak	charme
hmet	e-mail
hden	afgørelse
gran	guvernør
crac	afdeling
hjac	entusiasme
hdim	induktivhumør
hcok	skyndesig
hyet	olie
pwap	rør
trat	trykke
tcot	faststof
hdoc	oh
hren	diskurssammenhæng
tcon	middag
krin	kabine
plam	alarm
hnes	nervøs
tcen	observation
hsek	aspekt
plik	gældende
slik	silke
hfen	cent
hgen	agent
hnon	union
crik	helvede
tcet	defekt
mrat	blandet
hdam	formaninghumør
hgac	ambition
htoc	enellerandenmåde
hdac	råd
nwin	forfatning
srit	instrument
hret	fast
nlin	online
hzat	tidevand
klic	kollegium
hkek	hale
nric	generation
hgic	overfyldt
hgak	kat
trit	direktebevismæssige
tyot	traktat
hnok	indhold
crit	forladte
slen	elleve
srin	instinkt
hpok	stamme
hyot	betænkelighumør
cric	ly
hruc	uhøflig
cwin	ridning
hzak	ryste
dyit	industri
hpec	erhverv
nras	sygeplejerske
hcec	undervisning
hbut	sko
hmec	vag
twot	aktivitet
crat	lørdag
hkot	kapacitet
hnec	solskin
hwuf	enke
cren	skur
nrat	stjerne
hget	gæst
hbik	velsigne
brin	indre
hpot	tilgængelig
trac	modstand
prac	udlede
hcoc	hule
hpon	provins
hwim	civilisation
dwan	hænge
cwok	chok
hdok	kørsel
crun	skat
hzik	frø
hrot	nyligforbianspændt
hket	vågen
hcek	møbel
hrop	reb
mrac	eventyr
byit	fest
trak	årligt
hzin	syd-
sric	ceremoni
clik	jagt
trap	liberal
hrim	Kristendom
hrus	prinsesse
blat	alter
cyon	lillebitte
hwep	web
krat	kardinal
tris	lilla
kcot	samle
hben	valg
trik	beruset
kfit	løfteop
tcec	udveksling
nrik	bestemtartiklen
grat	kejser
dran	administration
hpen	tidligere
cluk	grim
nrac	uskadelig
ryin	uddannelse
hrun	rulle
nwic	tommer
slit	skyde
gzat	avis
krot	skæring
drit	skæg
hzis	rive
hdap	atten
sris	historisk
mrut	brutto
nyik	mudder
bran	brud
drat	afhængeaf
djan	kæmpestor
glat	enkelhed
hpoc	efterår
pras	slør
hgot	indsamling
tret	teater
tras	sammenligning
rwit	konkurrerende
hfon	danner
klot	træner
hmum	humor
drac	diskurs
rwas	roman
tset	hævn
hdot	distaldemonstrativ
ryut	jaloux
hwon	invitation
byat	brændt
flac	blitz
prot	portræt
crek	tyder
htok	konflikt
htop	forbande
prit	imprecatoryhumør
hces	hjælpeløs
klup	klub
hnos	oversvømmelse
dwin	ligegyldighed
prin	horisont
mrit	assumptivehumør
tcoc	stejl
hcom	harmoni
grit	torden
tlot	barndom
hgik	knæ
hwes	bevidstløs
hzac	gensidig
hsec	software
tson	institutioner
ryit	modtagelse
dlin	disciplin
slip	glide
klon	revolution
hfim	landmand
hpom	perron
cyen	studerende
hgec	hule
hroc	tradition
srac	indsende
ryat	tragedie
kcen	jomfru
hbap	farvel
krik	kritik
krap	bomuld
fwat	hospital
kcet	leje
hgas	gas
pfin	uundgåelige
dlit	blad
ryan	oversættelse
sran	begravelse
mrin	mel
hram	romantisk
dlan	dollar
hzas	spøge
hsos	seksten
klen	koloni
gyin	vinge
hsif	løve
cluc	snedig
prip	forberedelse
hzut	tåge
dwat	medicin
krit	læsekorrektur
sras	rede
hses	fjorten
brat	indvending
flat	syre
hjic	nemlig
slic	våben
hbuc	bruger
tron	orange
byan	bad
hrif	primitiv
tlip	etablere
blan	kurv
kris	sekretær
hyon	mellemtiden
tren	idag
dlat	hodiernalanspændt
hzic	gift
tfic	riffel
tlen	talent
hlim	klima
dyat	mate
kcon	åbenbaring
dlac	vask
krak	tilståelse
hbas	nonsens
hkec	kul
hrek	genoprette
hkos	kano
hwif	vice
tric	midlertidig
hdep	delimitativeaspekt
mwak	bunke
ksot	knogle
hnoc	mandag
nlas	tirsdag
brac	onsdag
frap	føderal
pfit	repræsentant
pcoc	pol
lyen	linned
swak	håndvask
pcen	formand
brit	blodig
hwec	belejring
hwet	mave
hlos	ovenpå
hbon	varierede
pcon	messing
hsem	topmøde
lwac	billig
tsos	konkurrence
kwen	eksklusivperson
trun	landing
trut	statue
hrap	artilleri
hgap	arrestere
trot	temperatur
grin	kvarter
hjak	omfavne
hpek	pakke
hlus	hjort
hwos	soveværelse
tsuc	busk
pcuc	udledning
cris	arving
clun	egetræ
hpes	ubehagelig
nlet	ufuldstændig
hrom	program
pyon	klaver
swet	overtale
dric	usynlig
tyen	godtkendte
hruk	grusomhed
frat	tildelt
hyoc	fristelse
hlep	TELICaspekt
nrot	international
nret	voldsomt
hfif	filosof
pfic	repræsentation
hmek	følsom
hfec	velfærd
myik	fiskeri
truc	stjæle
tcop	læbe
rwic	gåpåpension
htom	økonomi
glan	galleri
pren	parallel
hlek	atelicaspekt
nrak	kontinent
truk	banke
hjim	uoverkommeligehumør
rwat	binde
hcep	celle
dyan	æg
jrat	kunstig
nren	inspiration
ksic	krise
tsoc	søger
lwan	frokost
hpos	fyrretræ
hcuf	skubbe
tcus	sagsøge
pset	udvide
hkep	kobber
swis	sømand
prim	kejserlig
trip	pisk
cras	skjorte
swap	feje
syet	skitse
htof	tyv
clen	kanal
kwit	personlighed
klok	overskud
hrok	reform
hguc	tørst
kcim	truende
hpem	håndflade
psik	højttaler
frit	Grænseværdi
cret	spor
mrak	spyd
syen	session
tcup	fugtig
hyek	rejsende
trim	tin
plak	klage
hyok	vinkel
hgam	ko
hmok	mølle
jrac	kort
kloc	krave
gyit	medvilje
hbip	øl
mlet	fløjl
lyap	misbrug
cwen	flok
bwan	niece
tses	tretten
jrit	retfærdiggøre
nlak	manuskript
sron	kriger
cruc	Fredag
broc	børste
dlot	downloade
krim	fløde
pric	banen
prut	jury
hgon	Frosset
sram	bogstaveligtalt
pfot	gryde
hlot	planlagt
djin	mønt
hlok	springe
hpep	æble
hwot	snoet
dlak	drøfte
brik	abonnere
nlis	transskribere
hbet	vædde
pris	virus
hjik	gæstfrihed
blit	barnlig
hjap	robe
tfik	afspejle
hdaf	nå
hpop	opera
kcaf	gemmersig
kcoc	albue
hrum	reparere
cyim	mistænksom
dyic	uddannelsesmæssige
hgoc	grube
drak	sygdom
plas	bifald
byin	binær
hzap	abbedi
nlot	loyalitet
mrik	mekanisk
hsop	succesfuld
crap	fælde
kyek	kage
nrut	underholde
syes	hr
hjet	sytten
hjen	feminin
hmom	honning
hdec	desværre
lwen	legende
slot	komfur
frac	Rebel
gwan	svulme
mruk	forbedre
swot	sump
zlan	tjene
hnem	animeret
hdes	forbinding
prak	prædike
frin	landskab
hfet	modsættesig
cros	kor
ryon	rationel
tcos	afgrøde
tsen	forarbejdning
hwek	ulv
nlik	afslag
klap	tæppe
dras	foragte
prop	frodige
slim	fløjte
hgis	ost
krut	bid
srot	eskortere
bjan	vandre
nwen	flåde
myas	maske
kwaf	udvikle
twis	førerhus
pcip	blyant
srap	grøntsag
sren	udstille
tlun	bukser
hrup	korruption
nrip	kabinet
srup	suppe
jran	kirurg
bjat	godtgørelse
gyat	spion
hlem	hensynsløs
srak	abstrakt
kson	accent
cwis	torsdag
sret	oprigtigt
hraf	trafik
hres	arkitektur
hsuf	bortskaffelse
rwak	sprække
twon	ornament
hfus	genopretning
hkom	kode
djat	jæger
nlut	nyhedsbrev
hsef	slange
mris	demokrati
bric	batteri
mlam	voks
zran	deling
cron	gys
hzen	svømme
traf	strippe
cwaf	kuvert
srip	cigaret
mrot	motor
swon	frivillig
ryak	reaktion
pfun	delvist
blac	bagage
mret	ministerium
hjon	seksuel
kcok	økse
dram	diamant
kren	skifte
tcek	ekko
hdif	identitet
tfas	ambassadør
hfot	bestå
lwas	doven
hmep	momentaneaspekt
kfin	kodning
mwin	imaginær
hrem	ray
pram	klatring
byac	kælder
mren	mindeværdig
swen	senat
kras	kiste
hgun	sluge
nlok	forkæle
ryic	landbrugs
gwin	svinge
srut	eng
hkes	kompleks
hfis	resignation
frak	gentagnegange
hnom	sammensværgelse
hcop	pub
hlec	peber
mlot	melodi
zrat	kandidat
proc	protektor
flik	ræv
cyet	fortrudt
hgim	skorsten
slet	hæk
tcok	nøjagtighed
bjit	tidligereafdød
brot	knop
bwat	tæppe
hdus	svin
gwat	elfenben
kret	ekstrakt
nwet	observatør
jwan	avenue
nwis	negle
mwic	bi
bzat	skuespiller
gyan	sved
zyit	udøvende
blic	illusion
pcet	usikkerhed
tsot	folde
bwit	grænse
tres	stress
hkof	forbrug
nyen	stønne
hles	ligne
cyek	sæk
hjis	nål
gjan	fænomen
prec	opføresig
drot	kontrolleret
kcek	kurve
twic	kylling
brak	tønde
zwat	sædvanligt
clap	sædvanligtaspekt
tsec	ekspert
bwin	imponere
cwet	afgrænset
hbek	bager
zlin	oliven
mron	van
drin	hellige
psap	udsætte
gjin	fødselsdag
clut	Hammer
cwun	duftende
twaf	trivielt
pcot	kæledyr
krok	kranium
dlik	lovgiver
cwic	heldigvis
srun	rynkepanden
crec	ødelægge
jlan	margen
kcip	champion
blin	milliarder
ryik	kemisk
mlas	puls
flit	pilot
hzet	knude
cwik	majestætisk
twet	nederdel
mwik	ugentlig
tfis	teknisk
tlon	køretøj
cram	flatterende
grac	styrke
kraf	krage
trup	attribut
hduk	krog
cruk	tiger
nrap	husholderske
crot	hovedvej
mlip	milits
hfoc	fotografi
nres	integritet
plos	plus
tfam	gennemsigtig
nlic	nitten
hwok	kvalificeret
nlen	essay
fyic	effektivitet
hwuk	enestående
hgok	organisk
flic	teologi
flot	flyde
hboc	forpligte
hwoc	heks
syot	studie
cwip	champagne
hbes	banner
lwic	skilsmisse
blot	bolt
cwot	fangenskab
cwam	vene
prik	passiv
hfum	skum
grik	grus
zrin	forklæde
gren	planet
hfuc	opstandelse
claf	hylde
flas	ventilator
hjot	tropisk
hbim	vilkårlig
krek	kviksølv
hbec	velvillige
tsaf	selvmord
pwas	plukke
plot	reporter
kfak	forbruge
blak	altan
hdos	plet
kwis	klassisk
kcos	beskylde
psen	pension
kres	udsagnsord
hzon	abe
srim	underskrift
glin	modvilje
mlut	berygtet
myot	importere
fwac	grundlægger
troc	fakkel
hgaf	grammatik
hyop	yacht
ksip	uddød
sres	udflugt
hnup	kuppel
hzun	stædig
mric	muskel
gjat	størrelsesorden
hros	gnide
zrac	feje
tros	ristetbrød
myus	mus
dwac	dialog
byak	ged
htef	skrædder
hfek	blomstre
dzan	pålægge
nyon	anonym
zrit	formelregister
pcos	sport
hjec	smelte
dlas	slette
mras	paraply
mram	mineral
cwut	våbenstilstand
hbok	and
swun	sæbe
dwak	dukke
plif	villa
slon	syning
tfut	lykønske
djac	forene
hjas	undertrykke
kric	kanin
kwot	leder
gzan	garanti
clot	spiller
ksek	insekt
psam	positur
mwut	ugle
htem	permanent
clon	violin
dzin	resident
rwim	henholdsvis
hyof	gavnlige
dron	drage
dwit	auditivebevismæssige
sroc	eksport
hzot	afslutning
djik	dvæle
kfik	låg
ryun	regulering
hmes	borgmester
rwac	hardware
sruk	Cirkus
sros	mindretal
bzan	optøjer
kset	orkester
bjon	bacon
hjut	ubegrænset
tfen	forsvare
zwac	ulempe
dyin	overvejelser
myis	musiker
mlis	mentalt
pret	utilstrækkelig
tsek	arkitekt
hlom	citron
ksos	hoste
crok	hovedpine
flin	frugtbarhed
mrun	tømrer
swec	tilfældig
syuk	ske
blun	ballon
tcep	kridt
fric	forfriskning
rwik	lodret
rwen	forebyggelse
flet	inferentialbevismæssige
pfac	forlægger
srek	eddike
tfun	tunnel
pwet	gåde
gyik	matematik
fwot	falme
lwin	afbalanceret
jwin	lever
bwik	sublativetilfælde
hdup	dip
hnop	monopol
bwic	undervandsbåd
ryen	uanset
hcem	jordskælv
hbos	laboratorium
nrek	arbejder
ryim	rytme
nyic	fortolke
dwas	ambassade
rwok	provokere
kram	manglendeevne
ksim	deklarativhumør
clok	chokolade
pcec	privilegeret
nyis	eremit
tyoc	sammentræf
grak	kradse
zlat	handske
hjuk	knæle
trif	geografi
djit	systematisk
pson	uovervindelig
mwis	investering
cwec	verbal-
hdek	sekulære
blik	høg
sloc	psykologi
brap	skrot
jlat	pirat
dros	dosis
slam	laks
pwun	budding
gwik	magnetisk
pcop	pumpe
myen	tilsvarende
ksen	ilt
mrap	formand
tfot	certifikat
ksus	klynge
trok	retorik
tloc	rung
zyan	åre
nlun	Logpå
hlop	teleskop
jlin	stavning
lyut	overskyet
hsof	surf
fyik	whisky
klet	forholdsvis
hwof	pil
hlum	kamel
myet	amatør
klis	isolation
hbaf	biografi
gwac	æsel
hwum	rygte
pwik	perspektiv
pron	pro
myes	månedlige
mwen	drømmeri
kfic	ferie
klek	klik
cwon	oval
lyak	elastik
kwon	ordbog
hjam	skinke
rwon	regnbue
crip	hermed
zwan	forekommende
srok	redaktionelle
craf	korporal
tlok	tank
brip	sommerfugl
tfap	diagram
jwat	tvilling
pros	drift
psun	varsel
clet	elendighed
hbus	bambus
dyas	forhandler
klun	akkumulering
jlit	enstemmige
hdom	mareridt
kron	kulstof
hzam	marmelade
cyot	lytter
hmem	museum
lwam	alfabet
fras	sprede
psoc	dorn
hgum	tyggegummi
brek	bremse
glit	stabilitet
frun	rådne
gris	aggressiv
mroc	friktion
bzit	edderkop
plut	kartoffel
glac	grådighed
gzac	gange
prun	centrifugering
jlet	kalender
nyim	nominering
tlos	billioner
slut	salat
fwit	bekræftendehumør
pyen	applikationer
nlon	nominel
dren	demonstrere
drun	utilfredshed
cyok	skuldertræk
hfop	fodbold
ryac	partnerskab
gzin	pioner
hgip	kål
tyet	atletisk
hdof	idiophone
hwup	uvurderlig
lwek	håndtag
syec	senator
jyak	rumme
mlim	myre
fwic	effektivt
gzit	gravid
blas	afhængighed
jrin	hverdag
gwak	ankel
drik	underligt
prif	variabel
jwit	mangfoldighed
krip	forskelsbehandling
ryot	imponeret
nwut	fortov
kcif	aktivt
jrak	frø
twek	overdreventilfælde
psot	soning
pfon	svamp
sluk	egern
nlim	irrealishumør
ksaf	knaphed
glak	vulkan
plen	ligevægt
kfaf	halstørklæde
kyon	udnytte
jlik	geologiske
psop	pas
kfis	ledigstilling
fyon	tilhørsforhold
nram	umoralsk
hbuk	kiks
gras	trance
hyos	betænkelig
flim	film
plet	tablet
rwam	atom
blis	vanilje
zlit	hjælpemidler
fyut	kræsen
crim	pyramide
hjif	ulovlig
crif	generthed
lwap	lut
tyon	astronomi
mrim	labyrint
drut	beskrivende
nrim	stipendium
kruc	skildpadde
kwam	rådgiver
jrik	cricket
dlut	betegne
pyot	Due
dyon	tilpasning
prap	operatør
bzin	badge
tyek	trekant
trec	kasserer
nron	brint
pyet	printer
tsok	kvæle
zyin	kronisk
slek	cykel
jyin	engineering
ryas	transmission
zrak	opfriske
nyas	danser
gric	migration
zlak	overtræder
tces	tennis
hjun	blæsende
twen	væve
kyet	solfanger
gwit	rygrad
kyot	akkord
fwin	frekvens
tfuc	væven
dlet	vejviser
pfik	tænker
bjet	budget
trek	strategi
kros	kvarts
gjit	saks
gwic	kontakt
frik	teoretisk
tluc	håndklæde
pruc	patrulje
glic	gletscher
krun	fuldstændighed
bjin	forudsigelse
tlaf	deltage
tfet	fabrikant
bras	tværgående
dwik	sagsøgt
clec	udstødning
cres	skak
tcef	kirsebær
tcom	snuble
nyot	oversætter
tyok	lastbil
cyip	overgår
grot	sennep
bris	trådløs
nlam	auktion
slif	si
hgos	rust
swoc	usikker
jyat	bankerot
slum	islam
hjes	folketælling
dzat	tæer
slun	suspendere
nwot	kontinuitet
gyic	guitar
pfas	partiskhed
zyik	zink
blen	skinnende
hyem	elm
hnep	scramble
nyut	strikket
ryam	stedordmarkør
