ni	infinitive
qrah	واقعيجيتبديلي
fo	مختلفواقعي
sl6h	crastinalزمان
fyoh	reflexiveآواز
bxih	ڪائناتجنس
jlih	transitiveفعل
kyeh	جڳههجنس
txuh	تحقيقجنس
s6	فنيجنس
preh	صبرڪٺور
sr6h	تجريديجنس
nyoh	اڻسڌياظهار
zreh	exocentricصورت
kfeh	گذريلperfective
jo	impersonalفعل
kxuh	اجتماعياچار
bu	absolutiveصورت
qrih	planetaryجنس
kfoh	بنياديbenefactive
kwoh	associativeصورت
pluh	superlativeصورت
jrah	بجليءجوڪرنٽ
glih	جماداتجنس
p6	propositiveمزاج
vrah	reciprocalآواز
lyuh	لڳولڳشق
gleh	جلدئيمستقبلزمان
lyoh	applicativeآواز
ps6h	antipassiveآواز
tfuh	continutiveپاسو
nr6h	necessitativeمزاج
pr6h	اهڙنParticiple
sy6h	existentialشق
qyih	چمڪندڙشدت
gluh	singulativeتعداد
kwuh	ڌڙڪنمدو
xyah	سختڪارروائيفعل
vlih	superlativeوڏا
djah	موجودهParticiple
m6	مالجيرقم
ti7	connectiveparticle
f6	epentheticmorpheme
tli7h	ٻاهرينمستقبلزمان
si_	postpositionalصورت
l6	allocutiveمعاهدي
k6	frequentativeپاسو
bzih	distributiveفاعلي
tu7	سچلنڪتوجوتعداد
vo	فعلاضاف
ki7	ماضيجياهڙنParticiple
ta_	locativedirectionalصورت
