ni	infinitive
tfuh	continutiveपक्ष
nr6h	necessitativeमुड
pr6h	निष्क्रियparticiple
sy6h	अस्तित्वखण्ड
qyih	चमकीलेतीव्रता
gluh	singulativeनम्बर
kwuh	अत्यधिकअवधि
xyah	एकलकार्यक्रिया
vlih	सर्वोत्कृष्टडिग्री
djah	वर्तमानparticiple
m6	पदार्थकोमात्रा
ti7	संयोजीकण
f6	epentheticmorpheme
tli7h	रिमोटभविष्यकाल
si_	postpositionalमामला
l6	allocutiveसम्झौता
k6	frequentativeपक्ष
bzih	distributiveसर्वनाम
tu7	उत्प्लवानबिन्दुनम्बर
vo	क्रियालगाउनु
ki7	विगतमानिष्क्रियparticiple
ta_	locativeदिशात्मकमामला
