hnit	infinitive
hwic	water
twim	desiderative_mood
kwan	light
tlat	word
tyan	door
hsas	morning
syat	until
twik	terminative_case
hpit	white
pcan	money
hyis	poor
mwan	death
hfam	form
nwik	inessive_case
kcat	together
tsac	often
pyat	friend
psan	half
hpim	imperative_mood
hyuc	round
hfat	sent
hcis	wife
kcan	believe
hsik	public
htus	state_context
hpas	son
clat	children
tyak	thus
cwan	hope
syin	dear
hkuc	high
tyac	read
syit	city
hlic	already
hfit	factive_evidential
tcac	girl
hcun	hear
ksan	least
hyaf	perhaps
kyat	indeed
tcic	body
hwit	return
cwat	air
hfaf	law
hput	help
lyat	letter
ksas	four
hpic	optative_mood
hfuk	fire
hcam	hour
twat	war
kyak	several
tlit	second
pcin	behind
hmut	lost
clan	thousand
hfac	family
twan	soul
hwas	question
syan	truth
htis	making
tsat	potential_mood
lwik	allative_case
nyin	anthropic_gender
hfak	five
tcak	same_subject_marker
htuc	different_subject
hnap	answer
hmit	sea
hcuc	fear
pcat	understand
syas	terms
hcaf	doubt
twut	dubitative_mood
hkis	black
tlak	bring
hyus	beautiful
nyit	sort
htip	ten
ksis	story
hpuk	book
hlin	electronic
hkun	account
lyas	interest
lyit	write
pwat	bed
hnis	age
hnut	counterfactual_conditional
slas	art
hwis	vialis_case
pyak	brother
lyin	line
tyas	table
hyun	river
kyac	eye
tfan	suddenly
kcin	deep
hmuc	purpose
cyac	blood
hmap	rose
tlin	cold
hyif	forward
tyam	late
hnaf	suppose
hkip	nearly
myan	mine
tsin	knowledge
hkup	copy
hsam	husband
hlis	six
cwit	living
cyan	peace
myat	remember
tyic	natural
hfut	fall
swas	service
hsap	except
pcit	copyright
hyim	army
kyas	horse
plic	future
pcak	west
hpis	pay
hyuk	red
hwun	gold
twin	desire
plan	play
hpus	office
syun	government
kyic	church
htaf	strength
hlun	length
kyin	company
kyis	paper
mlan	probability
hcim	especially
cyas	bear
twac	window
nyat	beauty
hcus	latter
htup	duty
htif	distance
pyas	foot
hlas	wild
ksin	green
hmaf	trouble
myac	smile
hsim	sleep
kyit	quoted
kwik	quotative_case
fwan	visit
slan	follow
psit	presence
hmic	sweet
hmuf	mouth
hfin	rich
tcam	enemy
psuk	broken
kcap	ship
pwan	inclusive_person
hfic	influence
tcuc	appear
hkim	secret
pyin	please
pwit	precative_mood
pyit	polite_register
cwak	evil
myak	march
tcas	places
hlaf	stay
psat	instead
nlan	blue
psac	impossible
kcuk	school
kcit	married
kcak	food
syis	twenty
tlac	quiet
hcip	prospective_aspect
kwin	giving
tsit	stopped
pyac	language
hsus	week
hcup	hall
cyap	wonder
tfin	born
fyat	court
hnip	gnomic_aspect
tsak	respect
tlas	worth
syuc	tree
plat	wall
cyak	heaven
twip	inchoative_aspect
mlat	command
swit	jussive_mood
mwas	month
hwaf	perfect
tyap	experience
ksac	circumstances
syac	fresh
hnuk	duke
kwak	covered
tyuk	east
pwac	stone
hkif	noble
nyac	direction
cyis	chair
tyuc	waiting
tsun	village
tyik	agree
hnum	permissive_mood
slak	success
tsic	trying
slat	hill
hmik	music
hkus	cry
hsip	seven
hpaf	private
nwas	news
tfac	scene
fyan	garden
cwas	begin
hfik	distributive_case
lyac	learn
syik	political
clin	henry
cyin	lie
tsas	cast
cyik	authority
tlap	floor
cyam	summer
tcut	religion
tcap	escape
hlut	author
pyun	brown
tcuk	pain
swan	spring
hmun	soft
kyun	corner
nyak	trademark
tsis	justice
psas	produce
cyaf	laugh
hwut	forget
hyup	europe
hwap	eight
psak	passing
kyap	terrible
pyic	required
hmim	medium
hsaf	breath
hmis	wise
hsum	possessive_marker
ksat	pleasant
ksit	grave
tsap	island
kyam	camp
tcum	touch
cyun	fortune
psic	shore
tyun	domain
mwit	commissive_mood
tlut	degree
myit	winter
kfan	conduct
slac	running
myin	minute
tyip	lead
klas	glass
pfat	board
cyic	vain
swam	affairs
syam	safe
tsut	doctor
hlip	completive_aspect
kcas	darkness
nyun	warm
hpuc	drink
tlam	example
hfun	anger
tsik	spite
tsam	directly
hmup	hat
klak	dog
slin	silver
swac	servant
kcam	pride
pyik	train
myut	moral
syak	enter
swat	sword
kyuk	attack
clac	health
tyaf	paragraph
swic	social
tfit	refund
hkaf	official
pcas	glance
nyam	glory
tfat	twelve
pcut	engaged
pwin	wine
mwat	taste
fyac	iron
syap	distribute
myap	trade
hyum	using
fwak	judge
klat	captain
twap	cessative_aspect
kcic	curious
kwic	foreign
hnif	intensifier
myun	importance
tlic	finally
cyuk	neck
syut	liberty
pfan	sides
kyuc	dry
pcap	aside
tfak	evidential
tcik	evidential_case
twun	distant
tyis	progress
nyap	narrow
plit	building
hpif	page
pwic	holding
syic	sad
tsip	sin
syim	sick
tcis	honest
pcun	bank
ksap	accept
lyam	stream
tcaf	carefully
kwac	ear
hpup	bread
kcut	choose
nwam	animal
hsup	zoic_gender
nwit	eventive_mood
tcim	same_event_marker
tlik	multiplicative_case
kyus	cross
hmus	thick
kfat	dare
nwat	grow
myic	rain
hpum	surface
swut	holy
clis	july
mwun	fashion
hfas	file
cwac	shoulder
kwat	comfort
nwac	anyone
tcip	desired
kfac	grass
hmuk	draw
plin	opening
kwun	june
mlik	fish
klin	capital
pfut	breast
twam	claim
fyin	expense
nlit	yours
mlin	million
pyut	pray
hluk	tired
ksut	kill
cyut	shadow
psin	weight
kcis	gray
pyam	brave
mwac	satisfied
klam	telling
ksam	national
hfip	weak
klik	valley
hkum	speculative_mood
clas	yellow
cyuc	heat
mlac	remains
syip	equally
pwak	box
tcif	pointed
psip	principle
ksik	consequence
tsim	season
flan	science
pcam	apparently
kcun	bore
ksuk	uncle
mlit	list
pcik	dangerous
kwas	august
hluc	popular
klit	unknown
flak	familiar
fyit	familiar_register
lwat	reader
plun	walking
twas	twice
pcis	priest
fyas	wounded
nlat	palace
myuk	fool
pfak	favour
tcuf	nine
cwap	sympathy
plac	burst
pyap	putting
lyic	dressed
hcum	noise
lwit	literature
tsuk	rank
hfup	storm
kcik	pocket
nwap	november
tyim	december
psaf	absence
nlac	population
kyaf	thank
slis	series
pyaf	bird
mlak	owner
kwut	coat
hwuc	relations
pyis	rapidly
twuc	smoke
nwak	january
mlic	machine
tlis	teeth
ksun	burning
clam	shame
klaf	quality
clit	ring
fyak	phrase
fyam	phrase_marker
kwap	square
hwip	sunday
psis	poetry
pwut	preordained
kyim	buy
clic	fields
pyip	april
kfap	october
psut	objects
kcuc	bitter
nlap	slave
hsok	loose
htet	text
hbat	worst
hrit	credit
hzit	features
hpet	fifteen
krac	cruel
hduc	dust
hrik	practical
hron	colour
hnus	nose
hric	friendly
srik	supply
hten	yesterday
tlet	hesternal_tense
slap	fail
hban	wear
hdat	blind
fran	fly
hdan	devil
htec	gradually
hmon	mission
cran	sacrifice
hran	conscience
hmos	minister
nrit	energy
hcet	hate
hset	centre
hrin	rational_gender
hcot	enjoy
hrip	brief
htep	worship
hcif	skin
hrat	roof
kran	crown
hkon	castle
tran	despair
hmif	mile
trin	circle
hgin	prison
hkop	cup
hcen	member
swin	civil
hrac	everywhere
hris	custom
hbin	becoming
hmot	meat
hdut	milk
hwen	vegetal_gender
nran	rare
hbac	cousin
crut	bridge
hsoc	stock
hsom	salt
nris	innocent
hbit	avoid
crin	admiration
rwin	queen
hgut	count
hdas	dance
hnot	hotel
hdin	fill
hton	prisoner
hdak	shop
hlet	stairs
hson	pardon
hgek	gay
hras	sand
hsep	september
hbic	ruin
hlen	license
hcon	sufficiently
hgit	witness
kfon	kitchen
hbak	sell
tlim	treatment
hsot	speed
kyut	computer
hnen	eternal
htek	library
hzan	containing
hbis	base
hbun	confusion
kcus	cook
hgat	desert
hwus	kiss
hbif	ice
hbot	ball
hrut	argument
hdit	benedictive_mood
hdis	guilty
hjan	punishment
plis	police
hgan	hide
hsen	expedition
nrin	ignorant
hyen	cloud
frif	february
hdik	disease
hnek	initiative_case
hbam	aunt
hmen	humble
hdip	delayed_imperative
prat	reported_evidential
hdet	midnight
hjit	finger
hmoc	somewhere
pran	press
kcec	region
hken	lately
hloc	melancholy
hrak	staff
htes	gaze
rwan	reward
hdon	donate
htot	forehead
hnet	angel
hdun	singular
croc	error
hlon	dawn
hyec	sheep
hjin	patience
hrec	referential
mran	corn
htos	majority
hcos	measures
hkoc	occasionally
hlif	profit
clak	sugar
hjat	humanity
tram	frame
hdic	disk
hkok	lonely
srat	artist
crak	charm
hmet	email
hden	decision
gran	governor
crac	branch
hjac	enthusiasm
hdim	inductive_mood
hcok	hurry
hyet	oil
pwap	pipe
trat	print
tcot	solid_matter
hdoc	oh
hren	discourse_context
tcon	noon
krin	cabin
plam	alarm
hnes	nervous
tcen	observation
hsek	aspect
plik	applicable
slik	silk
hfen	cent
hgen	agent
hnon	union
crik	hell
tcet	defective
mrat	mixed
hdam	admonitive_mood
hgac	ambition
htoc	somehow
hdac	counsel
nwin	constitution
srit	instrument
hret	firmly
nlin	online
hzat	tide
klic	college
hkek	tail
nric	generation
hgic	crowded
hgak	cat
trit	direct_evidential
tyot	treaty
hnok	contents
crit	abandoned
slen	eleven
srin	instinct
hpok	tribe
hyot	apprehensive_mood
cric	shelter
hruc	rude
cwin	riding
hzak	shake
dyit	industry
hpec	profession
nras	nurse
hcec	teaching
hbut	shoes
hmec	vague
twot	activity
crat	saturday
hkot	capacity
hnec	sunshine
hwuf	widow
cren	shed
nrat	star
hget	guest
hbik	bless
brin	inner
hpot	available
trac	resistance
prac	derive
hcoc	hollow
hpon	province
hwim	civilization
dwan	hang
cwok	shock
hdok	driving
crun	treasure
hzik	seed
hrot	recent_past_tense
hket	awake
hcek	furniture
hrop	rope
mrac	adventure
byit	feast
trak	annual
hzin	southern
sric	ceremony
clik	hunting
trap	liberal
hrim	christianity
hrus	princess
blat	altar
cyon	tiny
hwep	web
krat	cardinal
tris	purple
kcot	gather
hben	election
trik	drunk
kfit	lift
tcec	exchange
nrik	definite_article
grat	emperor
dran	administration
hpen	previously
cluk	ugly
nrac	harmless
ryin	training
hrun	roll
nwic	inch
slit	shoot
gzat	newspaper
krot	cutting
drit	beard
hzis	tear
hdap	eighteen
sris	historical
mrut	gross
nyik	mud
bran	bride
drat	depend
djan	giant
glat	simplicity
hpoc	autumn
pras	veil
hgot	gathering
tret	theatre
tras	comparison
rwit	rival
hfon	forming
klot	coach
hmum	humour
drac	discourse
rwas	novel
tset	revenge
hdot	distal_demonstrative
ryut	jealous
hwon	invitation
byat	burnt
flac	flash
prot	portrait
crek	suggest
htok	conflict
htop	curse
prit	imprecative_mood
hces	helpless
klup	club
hnos	flood
dwin	indifference
prin	horizon
mrit	assumptive_mood
tcoc	steep
hcom	harmony
grit	thunder
tlot	childhood
hgik	knee
hwes	unconscious
hzac	mutual
hsec	software
tson	institutions
ryit	receipt
dlin	discipline
slip	slip
klon	revolution
hfim	farmer
hpom	platform
cyen	student
hgec	cave
hroc	tradition
srac	submit
ryat	tragedy
kcen	virgin
hbap	farewell
krik	criticism
krap	cotton
fwat	hospital
kcet	rent
hgas	gas
pfin	inevitable
dlit	leaf
ryan	translation
sran	funeral
mrin	flour
hram	romantic
dlan	dollar
hzas	jest
hsos	sixteen
klen	colony
gyin	wing
hsif	lion
cluc	cunning
prip	preparation
hzut	mist
dwat	medicine
krit	proofread
sras	nest
hses	fourteen
brat	objection
flat	acid
hjic	namely
slic	weapon
hbuc	user
tron	orange
byan	bath
hrif	primitive
tlip	establish
blan	basket
kris	secretary
hyon	meantime
tren	today
dlat	hodiernal_tense
hzic	poison
tfic	rifle
tlen	talent
hlim	climate
dyat	mate
kcon	revelation
dlac	wash
krak	confession
hbas	nonsense
hkec	coal
hrek	restore
hkos	canoe
hwif	vice
tric	temporary
hdep	delimitative_aspect
mwak	pile
ksot	bone
hnoc	monday
nlas	tuesday
brac	wednesday
frap	federal
pfit	representative
pcoc	pole
lyen	linen
swak	sink
pcen	president
brit	bloody
hwec	siege
hwet	stomach
hlos	upstairs
hbon	varied
pcon	brass
hsem	summit
lwac	cheap
tsos	contest
kwen	exclusive_person
trun	landing
trut	statue
hrap	artillery
hgap	arrest
trot	temperature
grin	neighborhood
hjak	embrace
hpek	pack
hlus	deer
hwos	bedroom
tsuc	bush
pcuc	discharge
cris	heir
clun	oak
hpes	unpleasant
nlet	incomplete
hrom	program
pyon	piano
swet	persuade
dric	invisible
tyen	well_known
hruk	cruelty
frat	assigned
hyoc	temptation
hlep	telic_aspect
nrot	international
nret	violently
hfif	philosopher
pfic	representation
hmek	sensitive
hfec	welfare
myik	fishing
truc	steal
tcop	lip
rwic	retire
htom	economy
glan	gallery
pren	parallel
hlek	atelic_aspect
nrak	continent
truk	knock
hjim	prohibitive_mood
rwat	tie
hcep	cell
dyan	egg
jrat	artificial
nren	inspiration
ksic	crisis
tsoc	searching
lwan	lunch
hpos	pine
hcuf	push
tcus	sue
pset	extend
hkep	copper
swis	sailor
prim	imperial
trip	whip
cras	shirt
swap	sweep
syet	sketch
htof	thief
clen	channel
kwit	personality
klok	excess
hrok	reform
hguc	thirst
kcim	threatening
hpem	palm
psik	speaker
frit	threshold
cret	traces
mrak	spear
syen	session
tcup	damp
hyek	traveller
trim	tin
plak	complaint
hyok	angle
hgam	cow
hmok	mill
jrac	map
kloc	collar
gyit	deliberately
hbip	beer
mlet	velvet
lyap	abuse
cwen	flock
bwan	niece
tses	thirteen
jrit	justify
nlak	manuscript
sron	warrior
cruc	friday
broc	brush
dlot	download
krim	cream
pric	pitch
prut	jury
hgon	frozen
sram	literally
pfot	pot
hlot	planned
djin	coin
hlok	leap
hpep	apple
hwot	twisted
dlak	discuss
brik	subscribe
nlis	transcribe
hbet	bet
pris	virus
hjik	hospitality
blit	childish
hjap	robe
tfik	reflect
hdaf	attain
hpop	opera
kcaf	hiding
kcoc	elbow
hrum	repair
cyim	suspicious
dyic	educational
hgoc	pit
drak	disorder
plas	applause
byin	binary
hzap	abbey
nlot	loyalty
mrik	mechanical
hsop	successfully
crap	trap
kyek	cake
nrut	entertain
syes	sir
hjet	seventeen
hjen	feminine
hmom	honey
hdec	unfortunately
lwen	legend
slot	stove
frac	rebel
gwan	swell
mruk	improve
swot	swamp
zlan	earn
hnem	animated
hdes	dressing
prak	preach
frin	scenery
hfet	oppose
cros	chorus
ryon	rational
tcos	crop
tsen	processing
hwek	wolf
nlik	refusal
klap	carpet
dras	despise
prop	fertile
slim	whistle
hgis	cheese
krut	bite
srot	escort
bjan	wander
nwen	navy
myas	mask
kwaf	develop
twis	cab
pcip	pencil
srap	vegetable
sren	exhibit
tlun	trousers
hrup	corruption
nrip	cabinet
srup	soup
jran	surgeon
bjat	allowance
gyat	spy
hlem	reckless
srak	abstract
kson	accent
cwis	thursday
sret	sincerely
hraf	traffic
hres	architecture
hsuf	disposal
rwak	crack
twon	ornament
hfus	recovery
hkom	code
djat	hunter
nlut	newsletter
hsef	snake
mris	democracy
bric	battery
mlam	wax
zran	sharing
cron	thrill
hzen	swim
traf	strip
cwaf	envelope
srip	cigarette
mrot	motor
swon	volunteer
ryak	reaction
pfun	partially
blac	baggage
mret	ministry
hjon	sexual
kcok	axe
dram	diamond
kren	alternate
tcek	echo
hdif	identity
tfas	ambassador
hfot	consist
lwas	lazy
hmep	momentane_aspect
kfin	encoding
mwin	imaginary
hrem	ray
pram	climbing
byac	cellar
mren	memorable
swen	senate
kras	coffin
hgun	swallow
nlok	indulge
ryic	agricultural
gwin	swing
srut	meadow
hkes	complex
hfis	resignation
frak	repeatedly
hnom	conspiracy
hcop	pub
hlec	pepper
mlot	melody
zrat	candidate
proc	patron
flik	fox
cyet	regretted
hgim	chimney
slet	hedge
tcok	accuracy
bjit	former_deceased
brot	bud
bwat	blanket
hdus	pig
gwat	ivory
kret	extract
nwet	observer
jwan	avenue
nwis	nails
mwic	bee
bzat	actor
gyan	sweat
zyit	executive
blic	illusion
pcet	uncertainty
tsot	fold
bwit	boundary
tres	stress
hkof	consumption
nyen	groan
hles	resemble
cyek	sack
hjis	needle
gjan	phenomenon
prec	behave
drot	controlled
kcek	curve
twic	chicken
brak	barrel
zwat	habitual
clap	habitual_aspect
tsec	expert
bwin	impress
cwet	bounded
hbek	baker
zlin	olive
mron	van
drin	devote
psap	expose
gjin	birthday
clut	hammer
cwun	fragrant
twaf	trivial
pcot	pet
krok	skull
dlik	legislature
cwic	fortunately
srun	frown
crec	destroying
jlan	margin
kcip	champion
blin	billion
ryik	chemical
mlas	pulse
flit	pilot
hzet	knot
cwik	majestic
twet	skirt
mwik	weekly
tfis	technical
tlon	vehicle
cram	flattering
grac	strengthen
kraf	crow
trup	attribute
hduk	hook
cruk	tiger
nrap	housekeeper
crot	highway
mlip	militia
hfoc	photograph
nres	integrity
plos	plus
tfam	transparent
nlic	nineteen
hwok	qualified
nlen	essay
fyic	efficiency
hwuk	unique
hgok	organic
flic	theology
flot	float
hboc	oblige
hwoc	witch
syot	studio
cwip	champagne
hbes	banner
lwic	divorce
blot	bolt
cwot	captivity
cwam	vein
prik	passive
hfum	foam
grik	gravel
zrin	apron
gren	planet
hfuc	resurrection
claf	shelf
flas	fan
hjot	tropical
hbim	arbitrary
krek	mercury
hbec	benevolent
tsaf	suicide
pwas	pluck
plot	reporter
kfak	expend
blak	balcony
hdos	stain
kwis	classic
kcos	accuse
psen	pension
kres	verb
hzon	monkey
srim	signature
glin	reluctance
mlut	notorious
myot	import
fwac	founder
troc	torch
hgaf	grammar
hyop	yacht
ksip	extinct
sres	excursion
hnup	dome
hzun	stubborn
mric	muscle
gjat	magnitude
hros	rub
zrac	cowardly
tros	toast
myus	mouse
dwac	dialogue
byak	goat
htef	tailor
hfek	flourish
dzan	impose
nyon	anonymous
zrit	formal_register
pcos	sports
hjec	melt
dlas	delete
mras	umbrella
mram	mineral
cwut	truce
hbok	duck
swun	soap
dwak	doll
plif	villa
slon	sewing
tfut	congratulate
djac	reconcile
hjas	suppress
kric	rabbit
kwot	conductor
gzan	guarantee
clot	player
ksek	insect
psam	posture
mwut	owl
htem	permanently
clon	violin
dzin	resident
rwim	respectively
hyof	beneficial
dron	dragon
dwit	auditory_evidential
sroc	exporting
hzot	termination
djik	linger
kfik	lid
ryun	regulation
hmes	mayor
rwac	hardware
sruk	circus
sros	minority
bzan	riot
kset	orchestra
bjon	bacon
hjut	unlimited
tfen	defending
zwac	disadvantage
dyin	deliberation
myis	musician
mlis	mentally
pret	inadequate
tsek	architect
hlom	lemon
ksos	cough
crok	headache
flin	fertility
mrun	carpenter
swec	random
syuk	spoon
blun	balloon
tcep	chalk
fric	refreshment
rwik	vertical
rwen	preventing
flet	inferential_evidential
pfac	publisher
srek	vinegar
tfun	tunnel
pwet	puzzle
gyik	mathematics
fwot	fade
lwin	balanced
jwin	liver
bwik	sublative_case
hdup	dip
hnop	monopoly
bwic	submarine
ryen	regardless
hcem	earthquake
hbos	laboratory
nrek	worker
ryim	rhythm
nyic	interpret
dwas	embassy
rwok	provoke
kram	inability
ksim	declarative_mood
clok	chocolate
pcec	privileged
nyis	hermit
tyoc	coincidence
grak	scratch
zlat	glove
hjuk	kneel
trif	geography
djit	systematic
pson	invincible
mwis	investment
cwec	verbal
hdek	secular
blik	hawk
sloc	psychology
brap	scrap
jlat	pirate
dros	dose
slam	salmon
pwun	pudding
gwik	magnetic
pcop	pump
myen	similarly
ksen	oxygen
mrap	foreman
tfot	certificate
ksus	cluster
trok	rhetoric
tloc	rung
zyan	oar
nlun	login
hlop	telescope
jlin	spelling
lyut	cloudy
hsof	surf
fyik	whiskey
klet	relatively
hwof	willow
hlum	camel
myet	amateur
klis	isolation
hbaf	biography
gwac	donkey
hwum	rumour
pwik	perspective
pron	pro
myes	monthly
mwen	reverie
kfic	vacation
klek	click
cwon	oval
lyak	elastic
kwon	dictionary
hjam	ham
rwon	rainbow
crip	hereby
zwan	occurring
srok	editorial
craf	corporal
tlok	tank
brip	butterfly
tfap	chart
jwat	twin
pros	operating
psun	omen
clet	wretchedness
hbus	bamboo
dyas	dealer
klun	accumulation
jlit	unanimous
hdom	nightmare
kron	carbon
hzam	jam
cyot	listener
hmem	museum
lwam	alphabet
fras	scatter
psoc	punch
hgum	gum
brek	brake
glit	stability
frun	rot
gris	aggressive
mroc	friction
bzit	spider
plut	potato
glac	greed
gzac	multiply
prun	spin
jlet	calendar
nyim	nomination
tlos	trillion
slut	salad
fwit	affirmative_mood
pyen	applications
nlon	nominal
dren	demonstrate
drun	dissatisfaction
cyok	shrug
hfop	football
ryac	partnership
gzin	pioneer
hgip	cabbage
tyet	athletic
hdof	ideophone
hwup	invaluable
lwek	lever
syec	senator
jyak	accommodate
mlim	ant
fwic	effectively
gzit	pregnant
blas	reliance
jrin	everyday
gwak	ankle
drik	oddly
prif	variable
jwit	diversity
krip	discrimination
ryot	awed
nwut	sidewalk
kcif	actively
jrak	frog
twek	exessive_case
psot	atonement
pfon	sponge
sluk	squirrel
nlim	irrealis_mood
ksaf	scarcity
glak	volcano
plen	equilibrium
kfaf	scarf
kyon	exploit
jlik	geological
psop	passport
kfis	vacancy
fyon	affinity
nram	immoral
hbuk	biscuit
gras	trance
hyos	apprehensive
flim	film
plet	tablet
rwam	atom
blis	vanilla
zlit	aids
fyut	fastidious
crim	pyramid
hjif	unlawful
crif	shyness
lwap	lute
tyon	astronomy
mrim	maze
drut	descriptive
nrim	scholarship
kruc	turtle
kwam	adviser
jrik	cricket
dlut	denote
pyot	pigeon
dyon	adaptation
prap	operator
bzin	badge
tyek	triangle
trec	treasurer
nron	hydrogen
pyet	printer
tsok	choke
zyin	chronic
slek	bicycle
jyin	engineering
ryas	transmission
zrak	refresh
nyas	dancer
gric	migration
zlak	violate
tces	tennis
hjun	windy
twen	weave
kyet	collector
gwit	spine
kyot	chord
fwin	frequency
tfuc	loom
dlet	directory
pfik	thinker
bjet	budget
trek	strategy
kros	quartz
gjit	scissors
gwic	switch
frik	theoretical
tluc	towel
pruc	patrol
glic	glacier
krun	completeness
bjin	prediction
tlaf	participate
tfet	manufacturer
bras	lateral
dwik	defendant
clec	exhaust
cres	chess
tcef	cherry
tcom	stumble
nyot	translator
tyok	truck
cyip	surpassing
grot	mustard
bris	wireless
nlam	auction
slif	sieve
hgos	rust
swoc	unsteady
jyat	bankrupt
slum	islam
hjes	census
dzat	tiptoe
slun	suspend
nwot	continuity
gyic	guitar
pfas	bias
zyik	zinc
blen	shiny
hyem	elm
hnep	scramble
nyut	knitted
ryam	pronoun_marker
clim	spice
jret	sharpness
tfon	tease
jwac	java
hrep	recipe
dyac	franchise
myip	metre
rwis	racial
hkem	comet
nwon	innovation
zwin	ban
dyis	medieval
mrec	sparrow
fyot	footnote
mlon	measurement
pfis	ratification
rwot	orbit
hfok	frugal
glof	golf
zron	zero
hzip	zip
hwom	homeless
bjic	chewing
pcim	fulfill
hjip	chip
bwac	yawn
mlos	mole
mrip	pottery
bron	embryo
ksoc	deduction
cyum	yeast
jyan	jargon
plim	plum
mwet	graveyard
ryet	graduate
glik	irrigation
plap	capitalist
tsif	elasticity
gyak	shark
djon	default
nwun	punctual
cles	realism
dris	increasingly
hkef	cafe
blus	ambulance
blap	wallet
bjak	ecstatic
klim	grimace
gyac	scientist
jyit	equanimity
dzit	realistic
bwak	outdoor
dyot	radio
bwon	bean
fris	informal
klut	speculate
tfek	steak
nrok	nitrogen
zyat	razor
bram	mutter
ryis	introductory
nlip	analyze
nros	contrasting
hcof	undress
tfif	incentive
kroc	furrow
hdum	judaism
pses	recipient
plok	complement
lyet	lens
pwek	pegative_case
kfas	cancer
pwen	pawn
nrun	reminder
clek	leak
pcif	vindication
glas	complexity
zwit	talkative
kces	sufficiency
crem	retail
grap	grab
kwip	intervene
dyut	discount
crus	hierarchy
gyet	jade
gram	snarl
kyip	lizard
nyet	pad
crop	waterfall
glon	gallon
mrok	mosquito
fluc	fluent
dwic	deviation
slec	explorer
srec	expiring
blut	wrestle
myok	mosaic
tlek	plug
nruk	infectious
nwoc	henceforward
bjut	squat
hges	pregnancy
twoc	grocery
kyos	communist
mrek	amaze
clip	contrition
pwok	prosecutive_case
dwot	dictator
zyac	preoccupation
jlic	satellite
slop	slipper
ryip	proportional
psim	approximate
byet	unemployed
cyop	hobby
rwun	criterion
blop	bulb
syok	supporter
klos	chlorine
lwot	chloride
byic	bacteria
lyik	sticky
blok	biological
jlac	feign
bret	byte
krif	secretion
blet	ballet
nruc	urine
tsus	garlic
dyak	middle_class
tcem	tongs
cyoc	challenging
trep	strawberry
dlun	pollution
hlup	album
hbep	baseball
praf	piracy
pwis	participle
grek	garage
kruk	crutch
hfof	phosphorus
rwut	structural
myam	gymnasium
krec	crane
jras	contractor
zrik	notify
blam	ballroom
klip	artisan
hwef	unpaid
zlac	banana
gret	generator
lwuk	rib
nyek	nickel
blos	bus
sles	censor
tlif	tile
kses	sausage
mwot	tomato
lyot	auto
tsom	potassium
brut	virtual
djap	algebra
hjok	generic
kfen	concepts
pcok	optical
bzut	budge
syek	unemployment
mruc	caterpillar
bwas	browser
klif	calcium
rwet	remote_past_tense
srif	historic_tense
hwem	spectrum
syom	sodium
tyos	trustee
jyic	hostage
hguk	gourd
dwun	wrinkle
swip	spike
tlec	tick
blaf	rape
tsem	atheism
mloc	monitor
gyot	conditional
trop	probe
rwap	quarterly
hjep	gender
pyim	platinum
dlon	dual_number
pcep	lung
twuk	scouring
tyec	tag
syup	super
trom	trolley
nyip	locally
glis	gasoline
gjik	kidney
hjos	unattended
hjuc	loot
swek	overworked
psek	arsenic
twok	statistical
tsep	grasshopper
