ni	infinitive
jo	impersonal_verb
preh	planetary_gender
kfoh	core_benefactive
kwoh	associative_case
pluh	superlative_case
jrah	electric_current
gxeh	inanimate_gender
p6	propositive_mood
vrah	reciprocal_voice
lyuh	successive_clause
gleh	soon_future_tense
lyoh	applicative_voice
ps6h	antipassive_voice
xwoh	coworker
tfuh	continutive_aspect
nr6h	necessitative_mood
pfoh	passive_participle
sy6h	existential_clause
qyih	luminous_intensity
gluh	singulative_number
kwuh	excessive_duration
xyah	single_action_verb
si_	superlative_degree
ta_	present_participle
ma7	amount_of_substance
ti7	connective_particle
f6	epenthetic_morpheme
tli7h	remote_future_tense
ti_	postpositional_case
dleh	modal_case
k6	allocutive_agreement
ra7	frequentative_aspect
bvah	distributive_pronoun
tu7	floating_point_number
ki7	past_passive_participle
ta7	locative_directional_case
ni_	nth_power
